,Unnamed: 0,X,trial,trial_reward,total_reward,optimal_path,chosen_path,habit_path,distance,optimality,habit_test_trial,n_habit_test_trial,id,on_optimal_path,subset,full_prediction,full_prior_habit,full_surprise,full_cost,full_error,full_ll,full_alpha,full_rho,full_kappa,learn_prediction,learn_ll,learn_alpha,learn_kappa,plan_prediction,plan_surprise,plan_cost,plan_error,plan_ll,plan_rho,plan_kappa,learn_rho,plan_alpha
810,810,10,10,23,175,6,4,5,2,False,0,0,17,True,train,0.19911625626117122,0.5015810107247177,2.204649591698046,0.1252080500182103,2.0794415416798357,-0.22203948135028315,0.2,0.8,0.5842105263157895,0.12598831139345862,-0.1346615297243336,30.0,0.9,0.3570997567567567,2.2940263309511346,0.21458478927129884,2.0794415416798357,-0.4417657094814126,0.75,0.9,0.75,30.0
811,811,11,11,17,192,2,5,5,3,False,0,0,17,True,train,0.18921154465407847,0.4960255258459192,2.176486302024242,0.15681846682575473,2.0196678351984874,-0.20974810310220665,0.2,0.8,0.5842105263157895,0.11843791831983069,-0.12605985230683403,30.0,0.9,0.5429630285568587,2.446553707329934,0.5732513522080793,1.8733023551218548,-0.7829909910469668,0.75,0.9,0.75,30.0
812,812,12,12,24,216,5,5,5,0,True,0,0,17,True,train,0.812812500614914,0.49262972402955746,2.2062828939479298,0.23295191414927702,1.9733309797986527,-0.2072548225826402,0.2,0.8,0.5842105263157895,0.13797560820588967,-1.9806783615786656,30.0,0.9,0.4249448064516129,2.2149247227149247,0.29614461336555725,1.9187801093493673,-0.8557959856638672,0.75,0.9,0.75,30.0
813,813,13,13,13,229,1,0,5,3,False,0,0,17,True,train,0.15460557891138046,0.5155886154011292,2.193495610897269,0.11405406921743338,2.0794415416798357,-0.16795199000935832,0.2,0.8,0.5842105263157895,0.11643924321342512,-0.12379522129414557,30.0,0.9,0.3997845757575757,2.3487094618054565,0.2692679201256204,2.079441541679836,-0.5104666478015323,0.75,0.9,0.75,30.0
814,814,14,14,14,243,3,5,5,3,False,0,0,17,True,train,0.19411028960892004,0.5112628097910183,2.189803485391486,0.1213573281084199,2.0684461572830664,-0.2158083815814502,0.2,0.8,0.5842105263157895,0.11953293573594258,-0.12730275746489997,30.0,0.9,0.3382894615384615,2.1584973710945983,0.18721026438424798,1.9712871067103503,-0.4129270717473788,0.75,0.9,0.75,30.0
815,815,15,15,19,262,5,5,5,0,True,0,0,17,True,train,0.8156652638230208,0.5068989294378138,2.2982950357449075,0.2188534940650712,2.079441541679836,-0.20375122408275143,0.2,0.8,0.5842105263157895,0.1392202016670272,-1.9716984146934113,30.0,0.9,0.3997845757575757,2.3487094618054565,0.2692679201256204,2.079441541679836,-0.9168294375560695,0.75,0.9,0.75,30.0
816,816,16,16,7,269,5,2,5,0,False,0,0,17,True,train,0.8292034428821409,0.525082951892364,2.2046514934554455,0.21662323194558936,1.9880282615098563,-1.767282155220414,0.2,0.8,0.5842105263157895,0.14121954175835882,-0.15224196796201955,30.0,0.9,0.39919063636363633,2.210420110470982,0.26926792012562045,1.941152190345362,-0.5094775933734289,0.75,0.9,0.75,30.0
817,817,17,17,18,287,4,4,5,1,True,0,0,17,True,train,0.37798560205962545,0.5419622938784842,2.3004182366390484,0.26161266517783777,2.0388055714612108,-0.9728991738773345,0.2,0.8,0.5842105263157895,0.13263757834971854,-2.020134845076969,30.0,0.9,0.569342816141101,2.452875786679203,0.6216541122663762,1.8312216744128267,-0.5632725374549005,0.75,0.9,0.75,30.0
818,818,18,18,16,303,5,5,5,0,True,0,0,17,True,test,0.8391743421763534,0.5352599024643233,2.299460327875451,0.2200187861956156,2.0794415416798353,-0.1753367965138337,0.2,0.8,0.5842105263157895,0.14412881736215766,-1.9370478142759715,30.0,0.9,0.4616187509727626,2.4988612163993897,0.4194196747195533,2.079441541679836,-0.773015942921859,0.75,0.9,0.75,30.0
819,819,19,19,17,320,6,7,5,2,False,0,0,17,True,test,0.23563212428831856,0.5503989008849992,2.254439279261738,0.1928765491714924,2.0615627300902455,-0.2687060929940372,0.2,0.8,0.5842105263157895,0.12533534694129692,-0.13391471973216804,30.0,0.9,0.5404593652968037,2.386844117468904,0.5381932169235902,1.8486509005453138,-0.7775279086628059,0.75,0.9,0.75,30.0
820,820,20,20,16,336,1,7,5,3,False,0,0,17,True,test,0.16275898600280228,0.5448134881876446,2.171219171778416,0.1279139820465141,2.043305189731902,-0.1776433001248131,0.2,0.8,0.5842105263157895,0.11420334650710653,-0.12126786544904283,30.0,0.9,0.47613498393574305,2.3796257377805787,0.4098632834413797,1.969762454339199,-0.6465212307772364,0.75,0.9,0.75,30.0
821,821,21,21,15,351,4,4,5,1,True,0,0,17,True,train,0.37927262533099126,0.5425891180613542,2.2759886596292858,0.23712821741049617,2.0388604422187897,-0.9695000044420226,0.2,0.8,0.5842105263157895,0.13564422604735932,-1.997719805859714,30.0,0.9,0.42494480645161287,2.2149247227149247,0.29614461336555725,1.9187801093493673,-0.8557959856638673,0.75,0.9,0.75,30.0
822,822,22,22,17,368,5,4,5,0,False,1,1,17,True,train,0.837571526706141,0.5358924572429994,2.218050201468032,0.21629921895700716,2.001750982511025,-1.8175175384585893,0.2,0.8,0.5842105263157895,0.1461822355754003,-0.15803749856809476,30.0,0.9,0.4131024146341464,2.2686911026075367,0.3047481524687149,1.9639429501388217,-0.5329049456436339,0.75,0.9,0.75,30.0
823,823,23,23,13,381,5,5,5,0,True,0,0,17,True,train,0.8317701551790434,0.5483867691957112,2.271088634645924,0.191647092966088,2.079441541679836,-0.18419913212100858,0.2,0.8,0.5842105263157895,0.14805015583950595,-1.9102041718210687,30.0,0.9,0.3570997567567567,2.2940263309511346,0.21458478927129868,2.0794415416798357,-1.029740105544787,0.75,0.9,0.75,30.0
824,824,24,24,23,404,5,5,5,0,True,0,0,17,True,train,0.8515362592951545,0.559637481443967,2.2884271367714555,0.2089855950916192,2.079441541679836,-0.1607131969379209,0.2,0.8,0.5842105263157895,0.14974907754715994,-1.8987942019577384,30.0,0.9,0.4616187509727626,2.4988612163993897,0.4194196747195533,2.079441541679836,-0.773015942921859,0.75,0.9,0.75,30.0
825,825,25,25,16,420,5,5,5,0,True,0,0,17,True,train,0.8559120432530872,0.5707654871575877,2.1682822137445203,0.20144944027402556,1.9668327734704947,-0.15558766132887783,0.2,0.8,0.5842105263157895,0.15217207297879798,-1.882743339360502,30.0,0.9,0.4249448064516129,2.2149247227149247,0.29614461336555725,1.9187801093493673,-0.8557959856638672,0.75,0.9,0.75,30.0
826,826,26,26,10,430,0,0,5,3,True,0,0,17,True,train,0.12170990147341137,0.5812217071649176,2.1723661819438274,0.09292464026399168,2.0794415416798357,-2.106114922615255,0.2,0.8,0.5842105263157895,0.11100464016122366,-2.1981832752892676,30.0,0.9,0.3997845757575757,2.3487094618054565,0.2692679201256204,2.079441541679836,-0.9168294375560695,0.75,0.9,0.75,30.0
827,827,27,27,9,439,4,0,5,1,False,0,0,17,True,train,0.38173371899449493,0.5790223694558257,2.2857176616275274,0.2474283288146394,2.038289332812888,-0.4808360389111627,0.2,0.8,0.5842105263157895,0.13926392222067624,-0.14996735141731748,30.0,0.9,0.49564686610878655,2.326776651522649,0.4508369793506531,1.8759396721719959,-0.6844785937775612,0.75,0.9,0.75,30.0
828,828,28,28,16,455,4,5,5,1,False,0,0,17,True,test,0.4001399556039228,0.5736255555720049,2.303856870997365,0.252303535363193,2.051553335634172,-0.5110589103150531,0.2,0.8,0.5842105263157895,0.14159236615078744,-0.15267619459101128,30.0,0.9,0.47574534538152613,2.3317015636585228,0.4098632834413797,1.921838280217143,-0.6457777306158241,0.75,0.9,0.75,30.0
829,829,29,29,21,476,5,5,5,0,True,0,0,17,True,test,0.8423172730133159,0.5680947263243967,2.263422271972849,0.183980730293013,2.0794415416798357,-0.17159852691000596,0.2,0.8,0.5842105263157895,0.1548186358278167,-1.8655009385877777,30.0,0.9,0.3570997567567567,2.2940263309511346,0.21458478927129868,2.0794415416798357,-1.029740105544787,0.75,0.9,0.75,30.0
830,830,30,30,16,492,5,5,5,0,True,0,0,17,True,train,0.8529033081863749,0.5768395621259244,2.2691318507250946,0.18969030904525855,2.079441541679836,-0.15910909291400943,0.2,0.8,0.5842105263157895,0.15647789398882284,-1.8548405314465841,30.0,0.9,0.3997845757575757,2.3487094618054565,0.2692679201256204,2.079441541679836,-0.9168294375560695,0.75,0.9,0.75,30.0
831,831,31,31,21,513,5,7,5,0,False,0,0,17,True,train,0.8634142479635143,0.5853596860551462,2.275990329490541,0.1965487878107056,2.0794415416798353,-1.9908026415572166,0.2,0.8,0.5842105263157895,0.1583797706478953,-0.17242640050987942,30.0,0.9,0.4616187509727626,2.4988612163993897,0.4194196747195533,2.079441541679836,-0.6191883284734843,0.75,0.9,0.75,30.0
832,832,32,32,22,535,5,5,5,0,True,0,0,17,True,train,0.8613677008523646,0.593671470317391,2.2623424002939108,0.18290085861407457,2.079441541679836,-0.14923380317336057,0.2,0.8,0.5842105263157895,0.16072337888449229,-1.8280705352737723,30.0,0.9,0.3997845757575757,2.3487094618054565,0.2692679201256204,2.079441541679836,-0.9168294375560695,0.75,0.9,0.75,30.0
833,833,33,33,17,552,0,0,5,3,True,0,0,17,True,train,0.11077058808430791,0.6014317847345619,2.1060826364410237,0.08164351922801616,2.0244391172130074,-2.2002939904098104,0.2,0.8,0.5842105263157895,0.10873354754865577,-2.2188549073672745,30.0,0.9,0.4162730210526316,2.300992653059619,0.3491209786286648,1.9518716744309546,-0.8764139333846467,0.75,0.9,0.75,30.0
834,834,34,34,20,572,4,7,5,1,False,0,0,17,True,train,0.36355879493386684,0.6007651223621299,2.2774789878710187,0.19803744619118285,2.0794415416798357,-0.45186323749613544,0.2,0.8,0.5842105263157895,0.14647475623013648,-0.15838016041892902,30.0,0.9,0.3570997567567567,2.2940263309511346,0.21458478927129868,2.0794415416798357,-0.4417657094814126,0.75,0.9,0.75,30.0
835,835,35,35,10,582,4,5,5,1,False,0,0,17,True,train,0.4127004887533537,0.5966607789593638,2.2921086114326616,0.2585789572271807,2.033529654205481,-0.5322203486579149,0.2,0.8,0.5842105263157895,0.14798064281977794,-0.1601460327158134,30.0,0.9,0.49564686610878655,2.326776651522649,0.4508369793506531,1.8759396721719959,-0.6844785937775612,0.75,0.9,0.75,30.0
836,836,36,36,14,596,3,0,5,3,False,0,0,17,True,train,0.16624590951175774,0.59185700548554,2.2019225452359255,0.1224810035560901,2.0794415416798353,-0.18181677563151435,0.2,0.8,0.5842105263157895,0.10847305648345092,-0.11481961945863388,30.0,0.9,0.35709975675675665,2.2940263309511346,0.21458478927129884,2.0794415416798357,-0.4417657094814126,0.75,0.9,0.75,30.0
837,837,37,37,21,617,5,5,5,0,True,0,0,17,True,train,0.8588622413521714,0.5895192785012741,2.2633784387498745,0.18393689707003855,2.079441541679836,-0.15214674081074842,0.2,0.8,0.5842105263157895,0.16306436611965164,-1.8136102719519673,30.0,0.9,0.3997845757575757,2.3487094618054565,0.2692679201256204,2.079441541679836,-0.9168294375560695,0.75,0.9,0.75,30.0
838,838,38,38,17,634,4,4,5,1,True,0,0,17,True,test,0.39645602760588095,0.5963216291244104,2.3032686533339852,0.22382711165414937,2.0794415416798357,-0.9251901454295516,0.2,0.8,0.5842105263157895,0.15015123558716706,-1.8961122555678944,30.0,0.9,0.4616187509727626,2.4988612163993897,0.4194196747195533,2.079441541679836,-0.773015942921859,0.75,0.9,0.75,30.0
839,839,39,39,21,655,5,5,5,0,True,0,0,17,True,test,0.8601761010418594,0.5926492934436174,2.261787093668458,0.18234555198862235,2.0794415416798357,-0.1506181420434979,0.2,0.8,0.5842105263157895,0.16577918361005148,-1.797098595369117,30.0,0.9,0.3997845757575757,2.3487094618054565,0.2692679201256204,2.079441541679836,-0.9168294375560695,0.75,0.9,0.75,30.0
840,840,40,40,20,675,5,5,5,0,True,1,2,17,True,test,0.8696516495426894,0.5990712329992739,2.1541552175057737,0.18939032060209593,1.9647648969036775,-0.13966255034061784,0.2,0.8,0.5842105263157895,0.1676171244982085,-1.7860729213433315,30.0,0.9,0.4249448064516129,2.2149247227149247,0.29614461336555725,1.9187801093493673,-0.8557959856638672,0.75,0.9,0.75,30.0
841,841,41,41,13,688,6,7,5,2,False,0,0,17,True,train,0.2046019141194249,0.6054085590196387,2.274838582789368,0.1767067794078086,2.098131803381559,-0.2289125526980213,0.2,0.8,0.5842105263157895,0.1240260808904083,-0.132418961194907,30.0,0.9,0.5690809241047569,2.549244676471724,0.6216541122663762,1.9275905642053475,-0.8418349654510578,0.75,0.9,0.75,30.0
842,842,42,42,9,697,6,4,5,2,False,0,0,17,True,train,0.19334900622633291,0.6029399269685921,2.209478106619884,0.14136141343034156,2.0681166931895425,-0.21486417789446194,0.2,0.8,0.5842105263157895,0.12641665835515375,-0.13515174280328884,30.0,0.9,0.42494480645161287,2.2149247227149242,0.29614461336555703,1.918780109349367,-0.5532892540116109,0.75,0.9,0.75,30.0
843,843,43,43,23,720,5,5,5,0,True,0,0,17,True,train,0.8660984199012167,0.6007569236650406,2.280647223021491,0.18202417774048235,2.0986230452810086,-0.14375672803057224,0.2,0.8,0.5842105263157895,0.16900567502223438,-1.7778229846096385,30.0,0.9,0.41371090243902436,2.4334190378542777,0.30474815246871495,2.1286708853855627,-0.8825878523715075,0.75,0.9,0.75,30.0
844,844,44,44,15,735,5,5,5,0,True,0,0,17,True,train,0.888239828808278,0.6065487895947892,2.173697979222266,0.2118793682223509,1.9618186109999152,-0.11851349496752654,0.2,0.8,0.5842105263157895,0.17090481655182016,-1.766648505806479,30.0,0.9,0.6012114110671937,2.5233450904735175,0.7115209342465374,1.8118241562269801,-0.5088086407990907,0.75,0.9,0.75,30.0
845,845,45,45,10,745,5,5,5,0,True,0,0,17,True,train,0.88289751945471,0.6125589565276586,2.1945023782460176,0.19515545945714236,1.9993469187888753,-0.12454614462129258,0.2,0.8,0.5842105263157895,0.1737770119916301,-1.7499823419205904,30.0,0.9,0.4952368242677825,2.383159606810939,0.4508369793506527,1.932322627460286,-0.7027191979617515,0.75,0.9,0.75,30.0
846,846,46,46,12,757,1,0,5,3,False,0,0,17,True,train,0.12659810061260218,0.6182017656612636,2.1760145816101333,0.09698798764013758,2.0790265939699957,-0.135359463227983,0.2,0.8,0.5842105263157895,0.10472207282008178,-0.1106210757508048,30.0,0.9,0.4249448064516128,2.2149247227149242,0.29614461336555725,1.918780109349367,-0.5532892540116109,0.75,0.9,0.75,30.0
847,847,47,47,8,765,5,5,5,0,True,0,0,17,True,train,0.8833578104141385,0.6170041879619654,2.15310054204429,0.19045043162062772,1.9626501104236624,-0.12402493915109279,0.2,0.8,0.5842105263157895,0.17558057742679578,-1.7396572108074237,30.0,0.9,0.4956468661087866,2.3267766515226485,0.4508369793506526,1.8759396721719959,-0.7018915693139254,0.75,0.9,0.75,30.0
848,848,48,48,19,784,6,7,5,2,False,0,0,17,True,train,0.1898085851900839,0.6223352122452026,2.264223765844279,0.1368471594487406,2.127376606395538,-0.2104847446534015,0.2,0.8,0.5842105263157895,0.1266879067083513,-0.13546229184927372,30.0,0.9,0.3382894615384615,2.197366146366691,0.18721026438424793,2.0101558819824428,-0.4129270717473788,0.75,0.9,0.75,30.0
849,849,49,49,22,806,5,5,5,0,True,0,0,17,True,train,0.8892494212954686,0.6201724092763509,2.1582115085259677,0.1965045024123224,1.9617070061136455,-0.11737751893200343,0.2,0.8,0.5842105263157895,0.1773913347582031,-1.7293970560820473,30.0,0.9,0.5404593652968038,2.386844117468904,0.5381932169235903,1.8486509005453138,-0.6153358245684207,0.75,0.9,0.75,30.0
850,850,50,50,18,824,5,5,5,0,True,0,0,17,True,train,0.8948733220922342,0.6253425257076364,2.1802728455305247,0.20033748713865135,1.9799353583918735,-0.11107311028670017,0.2,0.8,0.5842105263157895,0.1799010942584574,-1.715348055451278,30.0,0.9,0.5847037116968697,2.538218350385204,0.6657307696884349,1.8724875806967693,-0.5366500357842837,0.75,0.9,0.75,30.0
851,851,51,51,23,847,5,5,5,0,True,0,0,17,True,train,0.8890876974583735,0.6304174071970765,2.145854818396517,0.18407031197808849,1.9617845064184287,-0.11755940102380194,0.2,0.8,0.5842105263157895,0.18263319630568578,-1.7002755293944274,30.0,0.9,0.4956468661087866,2.3267766515226485,0.4508369793506526,1.8759396721719959,-0.7018915693139254,0.75,0.9,0.75,30.0
852,852,52,52,12,859,6,7,5,2,False,0,0,17,True,test,0.19518216588342796,0.6351935889833487,2.210703818692016,0.14301427883288542,2.0676895398591304,-0.21713932019459503,0.2,0.8,0.5842105263157895,0.12700748516119403,-0.1358282972470976,30.0,0.9,0.42494480645161287,2.2149247227149242,0.29614461336555703,1.918780109349367,-0.5532892540116109,0.75,0.9,0.75,30.0
853,853,53,53,10,869,2,1,5,3,False,0,0,17,True,train,0.11785472277633463,0.6333083493669631,2.171886181244232,0.09159687332795112,2.0802893079162805,-0.1253985231335931,0.2,0.8,0.5842105263157895,0.10140038853796302,-0.10691771472761216,30.0,0.9,0.4249448064516128,2.2149247227149242,0.29614461336555703,1.9187801093493673,-0.5532892540116109,0.75,0.9,0.75,30.0
854,854,54,54,13,882,5,5,5,0,True,0,0,17,True,test,0.8743536496643461,0.632192226298167,2.238237957050459,0.15879641537062314,2.079441541679836,-0.1342703516854193,0.2,0.8,0.5842105263157895,0.18415096823783736,-1.6919993782290377,30.0,0.9,0.3570997567567567,2.2940263309511346,0.21458478927129868,2.0794415416798357,-1.029740105544787,0.75,0.9,0.75,30.0
855,855,55,55,16,898,5,5,5,0,True,0,0,17,True,train,0.8853712355084756,0.6364209974122877,2.1523753468448565,0.171078628105653,1.9812967187392034,-0.1217482467784929,0.2,0.8,0.5842105263157895,0.18568557626882476,-1.6837004858596958,30.0,0.9,0.3991965757575757,2.210420110470982,0.26926792012562045,1.941152190345362,-0.9183013123432012,0.75,0.9,0.75,30.0
856,856,56,56,19,917,6,7,5,2,False,0,0,17,False,train,0.1750042316235157,0.6406912552160303,2.216860499093145,0.10717709695409101,2.109683402139054,-0.19237702190123568,0.2,0.8,0.5842105263157895,0.12790480094762383,-0.1368566878069182,30.0,0.9,0.2541825862068966,2.174323409800302,0.09497686250303056,2.079346547297271,-0.2932744623639814,0.75,0.9,0.75,30.0
857,857,57,57,19,936,5,5,5,0,True,0,0,17,True,train,0.8877608390037026,0.6390773079178108,2.1336698627717716,0.17165361448897515,1.9620162482827963,-0.1190528977108591,0.2,0.8,0.5842105263157895,0.1870794986824306,-1.676221625824265,30.0,0.9,0.4249448064516129,2.2149247227149247,0.29614461336555725,1.9187801093493673,-0.8557959856638672,0.75,0.9,0.75,30.0
858,858,58,58,16,952,5,5,5,0,True,0,0,17,True,train,0.8794695295566887,0.6431953254246766,2.233839299210699,0.15439775753086288,2.079441541679836,-0.12843636059321167,0.2,0.8,0.5842105263157895,0.18892756723093782,-1.6663915795428914,30.0,0.9,0.3570997567567567,2.2940263309511346,0.21458478927129868,2.0794415416798357,-1.029740105544787,0.75,0.9,0.75,30.0
859,859,59,59,14,966,4,5,5,1,False,0,0,17,True,train,0.34650322131418876,0.647039048790223,2.298471457797969,0.1908983719358909,2.1075730858620783,-0.4254176752554706,0.2,0.8,0.5842105263157895,0.15486363558842056,-0.168257286643123,30.0,0.9,0.3570997567567567,2.333372753039168,0.21458478927129868,2.1187879637678693,-0.4417657094814126,0.75,0.9,0.75,30.0
860,860,60,60,13,979,5,4,5,0,False,1,3,17,True,train,0.8800059111355497,0.6445218302695078,2.2332182849950435,0.1537767433152071,2.079441541679836,-2.1203127968762927,0.2,0.8,0.5842105263157895,0.19078010645500004,-0.2116845897779308,30.0,0.9,0.3570997567567567,2.2940263309511346,0.21458478927129868,2.0794415416798357,-0.4417657094814126,0.75,0.9,0.75,30.0
861,861,61,61,23,1002,5,5,5,0,True,0,0,17,True,train,0.891665542136651,0.6482277949292663,2.129030865603564,0.16760117058109242,1.9614296950224719,-0.1146641694760929,0.2,0.8,0.5842105263157895,0.19228514597713126,-1.648775873379553,30.0,0.9,0.4249448064516129,2.2149247227149247,0.29614461336555725,1.9187801093493673,-0.8557959856638672,0.75,0.9,0.75,30.0
862,862,62,62,11,1013,2,0,5,3,False,0,0,17,True,test,0.11544028618272396,0.6519974247925141,2.1708183498868956,0.09020492493250966,2.080613424954386,-0.12266525627920426,0.2,0.8,0.5842105263157895,0.0998585444954041,-0.10520335522528973,30.0,0.9,0.4249448064516128,2.2149247227149242,0.29614461336555703,1.9187801093493673,-0.5532892540116109,0.75,0.9,0.75,30.0
863,863,63,63,24,1037,4,4,5,1,True,0,0,17,True,train,0.34841747653380234,0.6510314851679616,2.299456524806115,0.191528159056487,2.107928365749628,-1.0543538729949324,0.2,0.8,0.5842105263157895,0.156139890123344,-1.8570029419962473,30.0,0.9,0.3570997567567567,2.333372753039168,0.21458478927129868,2.1187879637678693,-1.029740105544787,0.75,0.9,0.75,30.0
864,864,64,64,16,1053,4,4,5,1,True,0,0,17,True,train,0.38598823291409057,0.6486363856494513,2.2780109651560956,0.24045446536178294,2.0375564997943125,-0.9519483946604953,0.2,0.8,0.5842105263157895,0.15740691170229257,-1.8489210322583978,30.0,0.9,0.42494480645161287,2.2149247227149247,0.29614461336555725,1.9187801093493673,-0.8557959856638673,0.75,0.9,0.75,30.0
865,865,65,65,14,1067,2,3,5,3,False,0,0,17,True,train,0.10647539627873898,0.6457592899902743,2.0826951493215056,0.07353042759104103,2.0091647217304645,-0.11258140842012612,0.2,0.8,0.5842105263157895,0.10028858649416436,-0.10568121873774472,30.0,0.9,0.35657002702702695,2.3333727530391686,0.21458478927129893,2.1187879637678697,-0.4409420799763329,0.75,0.9,0.75,30.0
866,866,66,66,8,1075,6,5,5,2,False,0,0,17,True,train,0.19591070715690045,0.6451513651700849,2.2112477537471458,0.1437485193904658,2.06749923435668,-0.21804495521983533,0.2,0.8,0.5842105263157895,0.12721113286283045,-0.13606159988700745,30.0,0.9,0.42494480645161287,2.2149247227149242,0.29614461336555703,1.918780109349367,-0.5532892540116109,0.75,0.9,0.75,30.0
867,867,67,67,23,1098,6,7,5,2,False,0,0,17,True,test,0.22647446302512078,0.6436283542127165,2.252619062735564,0.19022952769363372,2.0623895350419303,-0.2567965946789852,0.2,0.8,0.5842105263157895,0.12860017883168084,-0.13765437052222795,30.0,0.9,0.5404593652968037,2.386844117468904,0.5381932169235902,1.8486509005453138,-0.7775279086628059,0.75,0.9,0.75,30.0
868,868,68,68,17,1115,1,1,5,3,True,0,0,17,True,train,0.1300484051841646,0.6417713110609531,2.194842425145103,0.11660264816641454,2.0782397769786884,-2.0398485502602113,0.2,0.8,0.5842105263157895,0.09862332360285521,-2.316447497650242,30.0,0.9,0.49564686610878655,2.326776651522649,0.4508369793506526,1.875939672171996,-0.7018915693139255,0.75,0.9,0.75,30.0
869,869,69,69,21,1136,5,0,5,0,False,0,0,17,True,test,0.8867891459220846,0.6407513503706449,2.2678317578076697,0.16873274685759615,2.0990990109500736,-2.1785032337291144,0.2,0.8,0.5842105263157895,0.19249475891290743,-0.2138057333960574,30.0,0.9,0.44433336704119847,2.5049379397913185,0.37971880242812267,2.125219137363196,-0.5875867455614793,0.75,0.9,0.75,30.0
870,870,70,70,12,1148,5,5,5,0,True,0,0,17,True,train,0.8797506801917523,0.644131169445933,2.233193617936184,0.15375207625634768,2.079441541679836,-0.12811672961591924,0.2,0.8,0.5842105263157895,0.1943768142945531,-1.6379566621009298,30.0,0.9,0.3570997567567567,2.2940263309511346,0.21458478927129868,2.0794415416798357,-1.029740105544787,0.75,0.9,0.75,30.0
871,871,71,71,21,1169,5,5,5,0,True,0,0,17,True,train,0.8912971704443985,0.6473223913133084,2.129425085750199,0.16794602102996245,1.9614790647202365,-0.11507738248934841,0.2,0.8,0.5842105263157895,0.19580683490257964,-1.630626641923074,30.0,0.9,0.4249448064516129,2.2149247227149247,0.29614461336555725,1.9187801093493673,-0.8557959856638672,0.75,0.9,0.75,30.0
872,872,72,72,15,1184,4,4,5,1,True,0,0,17,True,train,0.3587664374181521,0.6505811771319086,2.2799225080302143,0.2004809663503787,2.0794415416798357,-1.025083694370762,0.2,0.8,0.5842105263157895,0.15845514885635753,-1.8422836982241728,30.0,0.9,0.3997845757575757,2.3487094618054565,0.2692679201256204,2.079441541679836,-0.9168294375560695,0.75,0.9,0.75,30.0
873,873,73,73,22,1206,5,5,5,0,True,0,0,17,True,train,0.8816975116608053,0.6484998880704448,2.2313951291544565,0.15195358747462037,2.079441541679836,-0.12590623909932463,0.2,0.8,0.5842105263157895,0.19794026223354846,-1.61978999970115,30.0,0.9,0.3570997567567567,2.2940263309511346,0.21458478927129868,2.0794415416798357,-1.029740105544787,0.75,0.9,0.75,30.0
874,874,74,74,11,1217,5,5,5,0,True,0,0,17,True,train,0.8992518093758857,0.6515296244790924,2.173947589654529,0.17638252526463388,1.997565064389895,-0.10619218431403192,0.2,0.8,0.5842105263157895,0.19935802086888899,-1.6126529708556356,30.0,0.9,0.49564686610878667,2.3831596068109393,0.45083697935065303,1.932322627460286,-0.7018915693139253,0.75,0.9,0.75,30.0
875,875,75,75,15,1232,6,5,5,2,False,0,0,17,True,train,0.2014030194732822,0.6547047363198418,2.213937738469656,0.1473865792325867,2.0665511592370693,-0.2248988653184437,0.2,0.8,0.5842105263157895,0.12893359144709204,-0.13803706100287344,30.0,0.9,0.42494480645161287,2.2149247227149242,0.29614461336555703,1.918780109349367,-0.5532892540116109,0.75,0.9,0.75,30.0
876,876,76,76,7,1239,5,6,5,0,False,0,0,17,False,train,0.876350276579525,0.6533055236605243,2.2359706388029474,0.13893402246869407,2.0970366163342535,-2.0903025218107842,0.2,0.8,0.5842105263157895,0.20113298373752164,-0.22456078478720745,30.0,0.9,0.2730035925925926,2.1798172092194084,0.103029931885601,2.0767872773338074,-0.31883374312876817,0.75,0.9,0.75,30.0
877,877,77,77,20,1259,4,5,5,1,False,0,0,17,True,test,0.38442367356400947,0.6560905292636059,2.277653539968743,0.23986219134253123,2.037791348626212,-0.4851963338387536,0.2,0.8,0.5842105263157895,0.1599932927772075,-0.17434540238761737,30.0,0.9,0.42494480645161287,2.2149247227149247,0.29614461336555725,1.9187801093493673,-0.5532892540116109,0.75,0.9,0.75,30.0
878,878,78,78,19,1278,6,5,5,2,False,0,0,17,True,train,0.20671248795637853,0.6536661436130698,2.1908974957937994,0.15308281580174163,2.037814679992058,-0.23156956058098796,0.2,0.8,0.5842105263157895,0.12996292679946123,-0.13921945536722785,30.0,0.9,0.45737683783783784,2.3754212560035057,0.370502558442525,2.0049186975609805,-0.611340192307231,0.75,0.9,0.75,30.0
879,879,79,79,10,1288,5,5,5,0,True,0,0,17,True,train,0.8997437474660713,0.6523468452575703,2.1741327547673004,0.1763171352739533,1.997815619493347,-0.10564528123739407,0.2,0.8,0.5842105263157895,0.2018814385659893,-1.6000746916884794,30.0,0.9,0.4952409246861925,2.3831596068109393,0.45083697935065303,1.932322627460286,-0.702710918283759,0.75,0.9,0.75,30.0
880,880,80,80,19,1307,5,5,5,0,True,1,4,17,True,test,0.891116794283073,0.655319839005394,2.1393450275027597,0.1590010501092471,1.9803439773935128,-0.11527977785373708,0.2,0.8,0.5842105263157895,0.20391086509476014,-1.5900723164321857,30.0,0.9,0.356570027027027,2.1903976183332476,0.21458478927129865,1.9758128290619488,-1.0312246291691627,0.75,0.9,0.75,30.0
881,881,81,81,22,1329,5,5,5,0,True,0,0,17,True,train,0.8905521277279007,0.6581191810887036,2.2343606354943155,0.15491909381447966,2.0794415416798357,-0.11591364037118056,0.2,0.8,0.5842105263157895,0.20527518379492884,-1.583403840028149,30.0,0.9,0.3997845757575757,2.3487094618054565,0.2692679201256204,2.079441541679836,-0.9168294375560695,0.75,0.9,0.75,30.0
