,X,trial,trial_reward,total_reward,optimal_path,chosen_path,habit_path,distance,optimality,habit_test_trial,n_habit_test_trial,id,subset,full_prediction,full_prior_habit,full_surprise,full_cost,full_error,full_ll,full_alpha,full_rho,learn_prediction,learn_ll,learn_alpha,plan_prediction,plan_surprise,plan_cost,plan_error,plan_ll,plan_rho,learn_rho,plan_alpha
10,10,10,13,160,7,5,5,2,False,0,0,1,train,0.5053615992314476,0.2896025055129627,2.2232396762428035,0.5931203050338759,1.6301193712089277,-0.703928286859013,1.88,0.9136842105263158,0.030250541695510627,-0.030717531255163837,0.15,0.6876438138801266,2.079441541679836,0.9056424162998409,1.173799125379995,-1.1636111201486383,0.9442105263157896,0.95,1.0
11,11,11,18,178,2,4,5,3,False,0,0,1,train,0.4597066593917431,0.28280540579370195,2.2978117194855203,0.5617252140597104,1.73608650542581,-0.6156430635675847,1.88,0.9136842105263158,0.0405741021437455,-0.04142019647377326,0.15,0.6876438138801267,2.079441541679836,0.9056424162998411,1.173799125379995,-1.1636111201486388,0.9442105263157896,0.95,1.0
12,12,12,20,198,5,4,5,0,False,0,0,1,train,0.7878787211587409,0.2751925825550572,1.58134584808816,0.5995765886846125,0.9817692594035473,-1.5505970978738521,1.88,0.9136842105263158,0.41651971274790656,-0.5387446114558659,0.15,0.6876438138801266,2.079441541679836,0.9056424162998411,1.173799125379995,-1.1636111201486383,0.9442105263157896,0.95,1.0
13,13,13,23,221,5,5,5,0,True,0,0,1,train,0.8068631868377268,0.29949426915404115,1.5198628499772784,0.5810475335782828,0.9388153163989956,-0.21460115812329064,1.88,0.9136842105263158,0.4530726932052513,-0.791702695721372,0.15,0.6876438138801266,2.079441541679836,0.9056424162998411,1.173799125379995,-0.37448428749165774,0.9442105263157896,0.95,1.0
14,14,14,22,243,5,5,5,0,True,0,0,1,test,0.8229528870224854,0.3225910706092905,1.4647690981194008,0.5622634725569342,0.9025056255624666,-0.19485632535982678,1.88,0.9136842105263158,0.4852579092510458,-0.7230747577334528,0.15,0.6876438138801266,2.079441541679836,0.9056424162998411,1.173799125379995,-0.37448428749165774,0.9442105263157896,0.95,1.0
15,15,15,14,257,7,4,5,2,False,0,0,1,train,0.5214228693042031,0.3444784181860387,2.1941995151209914,0.6032552065581374,1.5909443085628538,-0.7369378884025802,1.88,0.9136842105263158,0.04506995692960451,-0.04611719451399174,0.15,0.6876438138801266,2.079441541679836,0.9056424162998409,1.173799125379995,-1.1636111201486383,0.9442105263157896,0.95,1.0
16,16,16,17,274,5,4,5,0,False,0,0,1,train,0.8325814704066562,0.33778737993322266,1.4305461937639132,0.5496084984048353,0.880937695359078,-1.787258436530739,1.88,0.9136842105263158,0.5015150634747864,-0.6961819076391849,0.15,0.6876438138801266,2.079441541679836,0.9056424162998411,1.173799125379995,-1.1636111201486383,0.9442105263157896,0.95,1.0
17,17,17,22,296,1,1,5,3,True,0,0,1,test,0.3505886885665247,0.3577399128841242,2.4603222369079214,0.46401876326113367,1.9963034736467875,-1.0481415700886996,1.88,0.9136842105263158,0.01243950410672916,-4.3868780552687685,0.15,0.6876438138801267,2.079441541679836,0.9056424162998411,1.173799125379995,-0.3744842874916576,0.9442105263157896,0.95,1.0
18,18,18,20,316,5,5,5,0,True,0,0,1,train,0.8414266365802896,0.3526733872350555,1.3981049147743905,0.5369419912422552,0.8611629235321354,-0.17265645087459297,1.88,0.9136842105263158,0.5217329105069453,-0.6505994877405663,0.15,0.6876438138801266,2.079441541679836,0.9056424162998411,1.173799125379995,-0.37448428749165774,0.9442105263157896,0.95,1.0
19,19,19,21,337,7,6,5,2,False,0,0,1,train,0.542067881002167,0.3709562279818455,2.156521764332905,0.6147382017919811,1.5417835625409237,-0.78103431764753,1.88,0.9136842105263158,0.06165850012809601,-0.0636413238760654,0.15,0.6876438138801266,2.079441541679836,0.9056424162998409,1.173799125379995,-1.1636111201486383,0.9442105263157896,0.95,1.0
20,20,20,14,351,5,3,5,0,False,1,1,1,train,0.8480568964003978,0.3645171812054475,1.3730959836650645,0.5267454714188605,0.846350512246204,-1.884249146634159,1.88,0.9136842105263158,0.5305576970405226,-0.756209878280612,0.15,0.6876438138801266,2.079441541679836,0.9056424162998411,1.173799125379995,-1.1636111201486383,0.9442105263157896,0.95,1.0
