id,trials,optimal_path,highest_reward_path,number_max_rewards,in_optimal_path
16,10,5,"[4, 5, 7]",3,True
16,11,4,"[4, 5]",1,True
16,12,5,[5],1,True
16,13,0,"[2, 3, 4]",2,False
16,14,4,"[4, 5, 6, 7]",1,True
16,15,6,"[3, 6]",2,True
16,16,4,"[4, 5]",1,True
16,17,6,"[3, 4, 5, 6, 7]",3,True
16,18,2,"[2, 3, 4, 5]",2,True
16,19,4,"[1, 2, 4, 5, 6, 7]",5,True
16,20,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2,True
16,21,5,"[1, 4, 5, 7]",4,True
16,22,4,[4],1,True
16,23,5,"[2, 3, 4, 5, 6, 7]",3,True
16,24,4,"[4, 5, 6, 7]",3,True
16,25,4,"[4, 5]",1,True
16,26,0,"[0, 1, 2, 3, 4, 5, 6, 7]",1,True
16,27,4,"[0, 1, 2, 3, 4, 5, 6, 7]",2,True
16,28,4,[4],1,True
16,29,7,"[4, 5, 6, 7]",1,True
16,30,4,"[4, 5]",2,True
16,31,1,[1],1,True
16,32,2,[2],1,True
16,33,4,[4],1,True
16,34,4,"[4, 5]",1,True
16,35,5,"[4, 5, 6, 7]",1,True
16,36,1,"[3, 4, 5]",2,False
16,37,4,"[3, 4, 5, 7]",4,True
16,38,3,"[2, 3, 4, 6, 7]",2,True
16,39,4,"[4, 7]",2,True
16,40,4,"[4, 5, 6, 7]",1,True
16,41,3,"[3, 4, 5, 6, 7]",5,True
16,42,5,[5],1,True
16,43,4,"[4, 5]",1,True
16,44,4,[7],1,False
16,45,4,"[0, 1, 4, 5, 6, 7]",1,True
16,46,4,"[4, 5]",1,True
16,47,4,"[4, 5]",2,True
16,48,6,[6],1,True
16,49,5,"[0, 1, 2, 3]",4,False
16,50,4,[4],1,True
16,51,2,[2],1,True
16,52,4,"[4, 6, 7]",2,True
16,53,4,"[4, 5, 6, 7]",1,True
16,54,6,[6],1,True
16,55,2,[2],1,True
16,56,2,[2],1,True
16,57,4,"[4, 5]",1,True
16,58,4,[4],1,True
16,59,3,[3],1,True
16,60,4,[4],1,True
16,61,4,[4],1,True
16,62,5,[5],1,True
16,63,1,[1],1,True
16,64,6,[6],1,True
16,65,1,"[0, 1, 2, 3]",3,True
16,66,4,"[3, 4, 5]",3,True
16,67,4,"[4, 5]",1,True
16,68,4,"[4, 5, 6]",3,True
16,69,4,"[4, 5, 6, 7]",1,True
16,70,4,[4],1,True
16,71,4,"[4, 5, 6, 7]",2,True
16,72,4,"[4, 5]",1,True
16,73,5,"[6, 7]",2,False
16,74,5,[5],1,True
16,75,5,"[4, 5, 6, 7]",2,True
16,76,4,[4],1,True
16,77,6,[6],1,True
16,78,6,[6],1,True
16,79,6,"[0, 1]",2,False
16,80,4,[4],1,True
16,81,4,"[0, 1, 4, 5]",1,True
16,82,4,"[4, 5, 6, 7]",1,True
16,83,4,[4],1,True
16,84,6,"[4, 5, 6]",3,True
16,85,4,[4],1,True
16,86,6,[6],1,True
16,87,4,"[4, 5, 6, 7]",1,True
16,88,2,[2],1,True
16,89,6,[6],1,True
16,90,2,[2],1,True
16,91,4,"[4, 5, 6, 7]",1,True
16,92,4,"[4, 5, 6, 7]",2,True
16,93,4,"[1, 4]",2,True
16,94,5,"[4, 5, 6, 7]",2,True
16,95,5,"[0, 1]",2,False
16,96,1,"[0, 1, 2, 3]",2,True
16,97,6,[6],1,True
16,98,5,"[4, 5, 6, 7]",1,True
16,99,5,"[0, 1, 2, 3, 4, 5, 6, 7]",6,True
17,0,5,"[4, 5]",2,True
17,1,5,"[4, 5]",1,True
17,2,4,"[2, 4, 5, 6, 7]",2,True
17,3,7,"[4, 5, 6, 7]",1,True
17,4,3,"[2, 3]",1,True
17,5,5,"[4, 5]",1,True
17,6,7,"[6, 7]",2,True
17,7,5,"[4, 5]",1,True
17,8,5,"[4, 5]",1,True
17,9,5,[2],1,False
17,10,6,"[4, 5, 6, 7]",1,True
17,11,2,"[0, 1, 2, 3, 4, 5]",3,True
17,12,5,[5],1,True
17,13,1,"[0, 1]",1,True
17,14,3,"[3, 4, 5, 6, 7]",2,True
17,15,5,"[4, 5]",1,True
17,16,5,"[2, 5]",2,True
17,17,4,"[0, 1, 4, 5, 6, 7]",2,True
17,18,5,"[4, 5, 6, 7]",1,True
17,19,6,"[6, 7]",2,True
17,20,1,"[0, 1, 2, 3, 4, 5, 6, 7]",5,True
17,21,4,[4],1,True
17,22,5,"[0, 1, 2, 3, 4, 5, 7]",4,True
17,23,5,"[4, 5, 6, 7]",1,True
17,24,5,"[4, 5, 6, 7]",1,True
17,25,5,[5],1,True
17,26,0,"[0, 1]",1,True
17,27,4,"[4, 5, 6, 7]",2,True
17,28,4,"[1, 4, 5, 6, 7]",3,True
17,29,5,"[4, 5, 6, 7]",1,True
17,30,5,"[4, 5]",1,True
17,31,5,"[4, 5, 6, 7]",1,True
17,32,5,"[4, 5]",1,True
17,33,0,"[0, 1, 4, 5, 7]",5,True
17,34,4,"[4, 5, 6, 7]",1,True
17,35,4,"[4, 5, 6, 7]",2,True
17,36,3,"[0, 1, 2, 3]",1,True
17,37,5,"[4, 5]",1,True
17,38,4,"[4, 5, 6, 7]",1,True
17,39,5,"[4, 5]",1,True
17,40,5,[5],1,True
17,41,6,"[0, 1, 4, 5, 6, 7]",4,True
17,42,6,[6],1,True
17,43,5,"[0, 1, 2, 4, 5, 6, 7]",2,True
17,44,5,"[4, 5, 6, 7]",2,True
17,45,5,"[2, 3, 4, 5]",4,True
17,46,1,[1],1,True
17,47,5,"[4, 5, 6, 7]",2,True
17,48,6,"[0, 1, 2, 3, 6]",5,True
17,49,5,"[4, 5]",2,True
17,50,5,"[2, 4, 5, 6, 7]",3,True
17,51,5,"[4, 5, 6, 7]",2,True
17,52,6,[6],1,True
17,53,2,[2],1,True
17,54,5,"[4, 5, 6, 7]",1,True
17,55,5,"[0, 5]",2,True
17,56,6,"[2, 3]",2,False
17,57,5,[5],1,True
17,58,5,"[4, 5, 6, 7]",1,True
17,59,4,"[4, 5, 6, 7]",3,True
17,60,5,"[4, 5, 6, 7]",1,True
17,61,5,[5],1,True
17,62,2,[2],1,True
17,63,4,"[4, 5, 6, 7]",3,True
17,64,4,[4],1,True
17,65,2,"[2, 3, 4, 5]",3,True
17,66,6,[6],1,True
17,67,6,"[6, 7]",2,True
17,68,1,"[0, 1, 2, 3]",2,True
17,69,5,"[0, 4, 5, 6, 7]",2,True
17,70,5,"[4, 5, 6, 7]",1,True
17,71,5,[5],1,True
17,72,4,"[4, 5]",1,True
17,73,5,"[4, 5, 6, 7]",1,True
17,74,5,"[1, 3, 4, 5]",4,True
17,75,6,[6],1,True
17,76,5,[7],1,False
17,77,4,[4],1,True
17,78,6,"[0, 1, 4, 5, 6, 7]",6,True
17,79,5,"[0, 3, 4, 5]",4,True
17,80,5,"[0, 1, 2, 5]",3,True
17,81,5,"[4, 5]",1,True
17,82,2,"[6, 7]",2,False
17,83,3,[3],1,True
17,84,4,"[2, 3, 4]",3,True
17,85,4,[4],1,True
17,86,5,"[4, 5]",1,True
17,87,1,"[6, 7]",2,False
17,88,5,"[4, 5, 6, 7]",2,True
17,89,5,[5],1,True
17,90,4,"[4, 5]",1,True
17,91,6,[6],1,True
17,92,5,"[4, 5]",1,True
17,93,4,"[4, 5, 6, 7]",4,True
17,94,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2,True
17,95,4,"[4, 5]",1,True
17,96,3,"[2, 3]",1,True
17,97,2,[2],1,True
17,98,5,"[4, 5, 6, 7]",1,True
17,99,5,"[0, 1, 4, 5, 6, 7]",2,True
18,0,2,[2],1,True
18,1,2,"[0, 1, 2, 3, 6]",3,True
18,2,0,"[0, 1, 2, 3]",2,True
18,3,2,[2],1,True
18,4,2,"[0, 1, 2, 3]",1,True
18,5,3,"[0, 1, 2, 3, 4]",2,True
18,6,3,"[0, 1, 2, 3, 4]",3,True
18,7,4,"[2, 3, 4]",2,True
18,8,4,"[1, 4, 5, 6, 7]",3,True
18,9,2,[2],1,True
18,10,0,"[0, 1, 2, 3]",2,True
18,11,2,[2],1,True
18,12,1,"[0, 1, 2, 3]",1,True
18,13,3,[3],1,True
18,14,2,"[1, 2, 3]",2,True
18,15,2,[2],1,True
18,16,2,"[2, 3, 7]",2,True
18,17,5,"[0, 1, 4, 5, 6, 7]",1,True
18,18,2,[2],1,True
18,19,3,"[0, 1, 2, 3, 6]",2,True
18,20,2,"[0, 1, 2, 3, 7]",2,True
18,21,3,"[3, 4, 5]",2,True
18,22,1,"[5, 6]",2,False
18,23,2,[2],1,True
18,24,2,"[1, 2, 3, 5]",4,True
18,25,5,[5],1,True
18,26,1,"[0, 1, 2, 3]",2,True
18,27,1,"[1, 2, 3]",2,True
18,28,6,"[4, 5, 6, 7]",1,True
18,29,3,"[0, 1, 2, 3]",2,True
18,30,2,[2],1,True
18,31,2,"[0, 1, 2, 3, 4, 7]",5,True
18,32,2,"[6, 7]",1,False
18,33,1,"[0, 1, 2, 3, 6, 7]",3,True
18,34,2,[2],1,True
18,35,5,"[0, 1, 2, 3, 4, 5, 6, 7]",4,True
18,36,2,"[0, 1, 2, 3]",1,True
18,37,2,"[2, 3]",2,True
18,38,2,"[2, 4, 5, 6]",3,True
18,39,3,"[2, 3]",1,True
18,40,2,"[6, 7]",1,False
18,41,3,"[0, 1]",2,False
18,42,2,"[0, 1, 2, 3, 6]",3,True
18,43,2,"[0, 1, 2, 3, 4, 5, 6, 7]",7,True
18,44,4,[4],1,True
18,45,2,"[2, 3]",1,True
18,46,1,[1],1,True
18,47,5,[5],1,True
18,48,2,"[2, 3]",2,True
18,49,2,"[2, 3]",1,True
18,50,3,"[3, 6, 7]",3,True
18,51,1,[1],1,True
18,52,1,"[0, 1, 2, 3]",1,True
18,53,2,"[2, 3]",2,True
18,54,2,"[2, 4, 5, 6, 7]",2,True
18,55,3,[3],1,True
18,56,1,"[0, 1]",2,True
18,57,2,"[0, 1, 2, 3]",1,True
18,58,4,"[4, 5, 6, 7]",2,True
18,59,2,"[0, 1, 2, 3, 4, 5]",1,True
18,60,3,"[2, 3]",1,True
18,61,4,"[4, 5, 6, 7]",1,True
18,62,2,"[2, 4, 5]",2,True
18,63,4,"[4, 6, 7]",3,True
18,64,2,"[0, 1, 2, 3, 4]",3,True
18,65,5,"[4, 5, 6, 7]",1,True
18,66,2,[2],1,True
18,67,1,"[0, 1, 2, 3, 4, 5]",4,True
18,68,3,[3],1,True
18,69,2,"[2, 3]",1,True
18,70,2,"[2, 3, 7]",2,True
18,71,6,[6],1,True
18,72,2,[2],1,True
18,73,2,[2],1,True
18,74,1,"[4, 5, 6, 7]",4,False
18,75,1,[1],1,True
18,76,4,[4],1,True
18,77,2,"[2, 3, 4]",3,True
18,78,6,[6],1,True
18,79,3,"[3, 4, 5]",3,True
18,80,3,[3],1,True
18,81,2,"[0, 1, 2, 3]",1,True
18,82,2,[2],1,True
18,83,6,[6],1,True
18,84,2,"[0, 1, 2, 3]",1,True
18,85,2,"[6, 7]",1,False
18,86,1,"[2, 3]",2,False
18,87,2,"[0, 1, 2, 3]",1,True
18,88,2,"[0, 1, 2, 3]",1,True
18,89,3,[3],1,True
18,90,2,"[2, 3, 4, 5, 6, 7]",2,True
18,91,2,"[2, 7]",2,True
18,92,3,"[2, 3]",2,True
18,93,3,"[4, 5]",2,False
18,94,2,"[0, 1, 2, 3]",1,True
18,95,2,"[0, 1]",1,False
18,96,2,"[2, 3]",1,True
18,97,1,"[1, 6, 7]",3,True
18,98,2,[2],1,True
18,99,1,"[0, 1, 2, 3]",4,True
19,0,5,"[4, 5, 6, 7]",1,True
19,1,5,[5],1,True
19,2,5,"[3, 4, 5, 6, 7]",2,True
19,3,3,"[0, 1, 2, 3, 4, 5, 7]",3,True
19,4,4,"[4, 5, 6, 7]",1,True
19,5,2,[2],1,True
19,6,7,"[2, 6, 7]",2,True
19,7,4,"[4, 5]",1,True
19,8,5,"[4, 5, 6, 7]",1,True
19,9,5,"[4, 5, 6, 7]",2,True
19,10,4,"[4, 5, 6, 7]",1,True
19,11,5,[5],1,True
19,12,7,"[0, 1, 2, 3, 6, 7]",2,True
19,13,1,"[0, 1, 3]",2,True
19,14,5,"[4, 5, 6, 7]",1,True
19,15,5,"[3, 4, 5, 6, 7]",3,True
19,16,5,"[4, 5, 6, 7]",1,True
19,17,5,"[4, 5]",2,True
19,18,6,"[6, 7]",1,True
19,19,5,[5],1,True
19,20,3,"[4, 5, 6, 7]",1,False
19,21,4,"[3, 4, 5]",3,True
19,22,4,"[4, 5, 6, 7]",1,True
19,23,4,"[0, 1, 2, 3, 4, 5, 6, 7]",4,True
19,24,5,"[4, 5, 6, 7]",2,True
19,25,5,"[4, 5]",1,True
19,26,6,[6],1,True
19,27,6,[5],1,False
19,28,5,"[4, 5, 6, 7]",2,True
19,29,0,"[0, 1, 2, 3]",2,True
19,30,5,"[3, 4, 5, 6, 7]",3,True
19,31,4,[4],1,True
19,32,5,[2],1,False
19,33,5,"[4, 5, 6, 7]",1,True
19,34,5,"[4, 5]",1,True
19,35,6,[6],1,True
19,36,1,"[0, 1, 2, 3]",1,True
19,37,5,[5],1,True
19,38,5,"[0, 3, 4, 5]",3,True
19,39,4,[4],1,True
19,40,2,"[2, 3]",2,True
19,41,1,"[1, 2, 3]",3,True
19,42,5,"[4, 5]",2,True
19,43,4,[4],1,True
19,44,5,"[4, 5]",2,True
19,45,6,[6],1,True
19,46,5,[5],1,True
19,47,5,"[4, 5, 6, 7]",1,True
19,48,6,"[0, 1]",2,False
19,49,5,"[3, 5]",2,True
19,50,3,"[0, 1, 2, 3, 4, 5]",3,True
19,51,4,[4],1,True
19,52,5,"[4, 5]",2,True
19,53,5,[5],1,True
19,54,4,"[4, 5, 6, 7]",1,True
19,55,5,"[4, 5, 6, 7]",1,True
19,56,2,[2],1,True
19,57,6,"[0, 1, 6, 7]",4,True
19,58,4,[4],1,True
19,59,5,"[4, 5]",2,True
19,60,5,"[4, 5, 7]",3,True
19,61,5,"[4, 5, 6, 7]",1,True
19,62,4,"[4, 5, 6, 7]",4,True
19,63,5,"[0, 1, 2, 3, 4, 5, 6, 7]",4,True
19,64,4,"[0, 1, 4]",3,True
19,65,5,"[1, 2, 3, 4, 5]",4,True
19,66,6,"[0, 1, 6]",3,True
19,67,5,"[3, 4, 5, 6, 7]",3,True
19,68,5,[5],1,True
19,69,5,"[4, 5, 6, 7]",2,True
19,70,4,[4],1,True
19,71,6,"[4, 5, 6, 7]",4,True
19,72,5,[5],1,True
19,73,5,"[4, 5, 6, 7]",2,True
19,74,5,"[4, 5, 6, 7]",1,True
19,75,5,"[2, 4, 5, 6, 7]",2,True
19,76,6,"[2, 3]",2,False
19,77,6,[6],1,True
19,78,5,"[0, 1, 4, 5, 6, 7]",2,True
19,79,5,[5],1,True
19,80,1,[1],1,True
19,81,3,"[0, 1, 2, 3]",2,True
19,82,5,"[4, 5]",1,True
19,83,6,"[0, 1]",2,False
19,84,5,[5],1,True
19,85,6,[6],1,True
19,86,4,"[4, 5, 6, 7]",1,True
19,87,3,"[4, 5]",2,False
19,88,6,"[0, 1, 6, 7]",4,True
19,89,1,"[0, 1]",1,True
19,90,5,"[4, 5, 7]",2,True
19,91,5,[5],1,True
19,92,1,[1],1,True
19,93,5,"[2, 5]",2,True
19,94,5,"[4, 5]",1,True
19,95,4,[4],1,True
19,96,5,"[0, 1, 5]",2,True
19,97,4,[4],1,True
19,98,5,"[2, 3, 4, 5, 6, 7]",2,True
19,99,3,[3],1,True
2,0,5,"[4, 5]",1,True
2,1,0,"[0, 4, 5]",3,True
2,2,1,"[0, 1, 2, 3]",2,True
2,3,5,"[4, 5, 6, 7]",1,True
2,4,7,"[0, 2, 4, 5, 6, 7]",4,True
2,5,5,"[4, 5, 6, 7]",1,True
2,6,1,"[0, 1, 4, 5, 6, 7]",2,True
2,7,5,"[4, 5]",1,True
2,8,5,"[4, 5, 6, 7]",2,True
2,9,7,"[0, 1, 2, 5, 7]",4,True
2,10,5,"[0, 1, 2, 3, 5]",2,True
2,11,5,"[4, 5, 6, 7]",2,True
2,12,5,"[2, 3, 4, 5]",1,True
2,13,4,"[4, 5]",1,True
2,14,4,"[4, 5, 6, 7]",1,True
2,15,5,"[4, 5]",1,True
2,16,5,[5],1,True
2,17,5,[5],1,True
2,18,0,[6],1,False
2,19,3,[5],1,False
2,20,4,"[4, 5]",1,True
2,21,5,[5],1,True
2,22,0,[3],1,False
2,23,5,[5],1,True
2,24,2,"[0, 1, 2, 3, 4, 5, 6, 7]",2,True
2,25,3,"[2, 3]",2,True
2,26,5,"[2, 4, 5, 6]",4,True
2,27,5,[5],1,True
2,28,6,"[2, 6]",2,True
2,29,5,[5],1,True
2,30,2,"[2, 3, 5]",3,True
2,31,3,[3],1,True
2,32,4,"[4, 5, 6, 7]",1,True
2,33,5,"[4, 5]",2,True
2,34,5,"[4, 5]",1,True
2,35,3,"[0, 1, 2, 3]",2,True
2,36,4,[4],1,True
2,37,5,"[4, 5, 6, 7]",1,True
2,38,5,"[2, 4, 5]",2,True
2,39,7,[7],1,True
2,40,5,"[4, 5, 6, 7]",1,True
2,41,6,[6],1,True
2,42,5,"[4, 5, 6, 7]",2,True
2,43,5,"[4, 5, 6, 7]",2,True
2,44,4,[4],1,True
2,45,5,[5],1,True
2,46,4,[4],1,True
2,47,5,"[0, 1, 4, 5, 6, 7]",3,True
2,48,6,"[2, 3, 4, 5, 6, 7]",3,True
2,49,5,"[4, 5]",2,True
2,50,6,[6],1,True
2,51,4,"[0, 1, 6, 7]",4,False
2,52,4,[4],1,True
2,53,5,[5],1,True
2,54,6,"[0, 1]",2,False
2,55,5,"[4, 5]",1,True
2,56,6,"[4, 5, 6, 7]",1,True
2,57,5,"[4, 5]",1,True
2,58,5,[5],1,True
2,59,5,"[4, 5, 6, 7]",1,True
2,60,5,"[0, 4, 5, 6, 7]",4,True
2,61,6,"[2, 3]",2,False
2,62,4,[4],1,True
2,63,6,[6],1,True
2,64,5,"[1, 2, 3, 4, 5, 6, 7]",4,True
2,65,5,[5],1,True
2,66,1,[1],1,True
2,67,5,"[0, 1, 2, 3, 4, 5, 6, 7]",1,True
2,68,4,"[4, 6, 7]",3,True
2,69,5,[5],1,True
2,70,4,[4],1,True
2,71,5,"[4, 5, 6, 7]",2,True
2,72,4,[4],1,True
2,73,5,[5],1,True
2,74,5,[5],1,True
2,75,3,[3],1,True
2,76,6,"[4, 5]",2,False
2,77,2,[2],1,True
2,78,5,"[1, 3, 4, 5, 6, 7]",3,True
2,79,2,[2],1,True
2,80,5,"[0, 1, 4, 5, 6, 7]",2,True
2,81,5,"[4, 5, 6, 7]",1,True
2,82,5,"[2, 3]",1,False
2,83,6,"[0, 1]",2,False
2,84,5,"[0, 1, 4, 5, 6, 7]",2,True
2,85,3,"[0, 1, 3]",3,True
2,86,2,"[0, 1, 2, 3]",4,True
2,87,3,"[2, 3]",1,True
2,88,1,"[0, 1, 2, 3, 6, 7]",6,True
2,89,3,[3],1,True
2,90,6,[6],1,True
2,91,5,[3],1,False
2,92,5,"[4, 5]",1,True
2,93,3,[3],1,True
2,94,5,"[0, 1, 2, 3, 4, 5]",2,True
2,95,4,[4],1,True
2,96,5,[5],1,True
2,97,4,[4],1,True
2,98,5,"[4, 5, 6, 7]",1,True
2,99,5,"[0, 1, 2, 3, 4, 5, 6, 7]",3,True
20,0,5,"[4, 5, 6, 7]",1,True
20,1,5,"[0, 1, 4, 5, 6, 7]",4,True
20,2,5,"[0, 1, 3, 4, 5, 6, 7]",5,True
20,3,6,"[0, 1, 4, 5, 6, 7]",2,True
20,4,5,[5],1,True
20,5,4,"[4, 5, 6, 7]",1,True
20,6,5,[5],1,True
20,7,4,[4],1,True
20,8,5,"[4, 5, 6, 7]",1,True
20,9,4,"[4, 5, 6, 7]",1,True
20,10,1,"[0, 1, 2, 3]",1,True
20,11,5,"[0, 1]",1,False
20,12,7,"[4, 5, 6, 7]",1,True
20,13,0,"[0, 1, 2, 3, 4, 5, 6, 7]",4,True
20,14,2,"[6, 7]",1,False
20,15,4,"[2, 4]",2,True
20,16,5,"[4, 5, 6, 7]",1,True
20,17,5,[5],1,True
20,18,4,"[1, 4, 6, 7]",3,True
20,19,5,"[4, 5, 6, 7]",1,True
20,20,0,"[0, 1]",2,True
20,21,5,"[0, 4, 5, 6, 7]",3,True
20,22,4,"[4, 5]",1,True
20,23,3,"[2, 3]",2,True
20,24,5,"[4, 5, 6, 7]",2,True
20,25,5,"[1, 4, 5]",2,True
20,26,5,"[4, 5, 6, 7]",1,True
20,27,5,"[4, 5]",1,True
20,28,0,"[0, 1, 4, 5, 6, 7]",3,True
20,29,4,"[1, 3, 4, 5, 6, 7]",3,True
20,30,5,"[4, 5]",2,True
20,31,5,"[4, 5]",1,True
20,32,5,[5],1,True
20,33,4,"[4, 5, 6, 7]",1,True
20,34,4,"[0, 4, 5]",3,True
20,35,5,"[4, 5, 6, 7]",1,True
20,36,4,"[4, 5, 6, 7]",1,True
20,37,7,"[0, 1, 4, 5, 6, 7]",4,True
20,38,7,"[3, 4, 5, 6, 7]",3,True
20,39,5,"[4, 5]",1,True
20,40,5,"[4, 5]",1,True
20,41,5,[5],1,True
20,42,5,"[4, 5, 6, 7]",1,True
20,43,5,"[1, 4, 5, 6, 7]",3,True
20,44,3,[3],1,True
20,45,6,"[4, 5, 6, 7]",2,True
20,46,4,"[4, 5, 6, 7]",2,True
20,47,5,"[4, 5, 6, 7]",2,True
20,48,3,[3],1,True
20,49,5,"[2, 5]",2,True
20,50,5,"[4, 5, 6, 7]",1,True
20,51,5,[5],1,True
20,52,6,[6],1,True
20,53,5,"[5, 6, 7]",2,True
20,54,1,"[0, 1, 6, 7]",4,True
20,55,6,"[2, 3, 4, 5, 6, 7]",6,True
20,56,3,[3],1,True
20,57,5,"[4, 5, 6, 7]",2,True
20,58,4,[4],1,True
20,59,4,[4],1,True
20,60,5,"[4, 5]",1,True
20,61,6,"[0, 1]",2,False
20,62,5,"[4, 5, 6, 7]",1,True
20,63,5,"[4, 5]",1,True
20,64,5,"[4, 5]",2,True
20,65,4,[4],1,True
20,66,5,[5],1,True
20,67,4,[4],1,True
20,68,4,[4],1,True
20,69,6,"[0, 1]",2,False
20,70,5,"[1, 2, 3, 4, 5, 6, 7]",3,True
20,71,5,"[0, 5]",2,True
20,72,5,[5],1,True
20,73,2,"[2, 6, 7]",3,True
20,74,5,"[4, 5, 6, 7]",2,True
20,75,6,"[6, 7]",2,True
20,76,6,[6],1,True
20,77,5,"[1, 5]",2,True
20,78,5,"[4, 5, 6, 7]",2,True
20,79,4,[4],1,True
20,80,5,"[4, 5, 6, 7]",1,True
20,81,4,[4],1,True
20,82,2,"[0, 1, 2]",3,True
20,83,5,[5],1,True
20,84,6,"[2, 3, 6]",3,True
20,85,2,[2],1,True
20,86,2,"[4, 5, 6, 7]",4,False
20,87,5,"[4, 5]",2,True
20,88,5,"[4, 5, 6, 7]",1,True
20,89,5,[5],1,True
20,90,5,"[0, 1, 3, 4, 5, 6]",6,True
20,91,5,[5],1,True
20,92,6,[6],1,True
20,93,4,[4],1,True
20,94,2,"[4, 5]",2,False
20,95,3,[3],1,True
20,96,5,"[4, 5]",1,True
20,97,6,[6],1,True
20,98,4,[4],1,True
20,99,5,"[3, 5]",2,True
21,0,2,"[2, 3, 6, 7]",1,True
21,1,3,"[3, 6]",2,True
21,2,0,"[0, 2, 3]",2,True
21,3,2,"[0, 1, 2, 3]",2,True
21,4,2,"[2, 3]",1,True
21,5,2,[2],1,True
21,6,2,"[0, 1, 2, 3, 4, 7]",4,True
21,7,3,"[0, 1, 2, 3]",1,True
21,8,4,[4],1,True
21,9,2,"[2, 3]",1,True
21,10,2,"[2, 3]",1,True
21,11,2,"[2, 3]",2,True
21,12,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2,True
21,13,3,"[2, 3]",2,True
21,14,4,[4],1,True
21,15,4,"[4, 5, 6, 7]",1,True
21,16,2,[2],1,True
21,17,3,"[6, 7]",2,False
21,18,3,"[2, 3, 6, 7]",4,True
21,19,2,"[0, 1, 2, 3, 4, 6]",4,True
21,20,1,[1],1,True
21,21,6,"[0, 2, 4, 5, 6, 7]",4,True
21,22,3,"[3, 6, 7]",2,True
21,23,2,[2],1,True
21,24,2,[2],1,True
21,25,2,"[0, 1, 2, 3]",1,True
21,26,2,"[2, 3]",2,True
21,27,6,"[0, 1, 2, 3, 6, 7]",2,True
21,28,2,[2],1,True
21,29,1,"[0, 1, 2, 3]",1,True
21,30,2,[2],1,True
21,31,2,"[2, 6]",2,True
21,32,5,"[2, 3]",1,False
21,33,1,"[0, 1, 2, 3]",2,True
21,34,3,"[2, 3]",1,True
21,35,4,"[0, 1, 4]",2,True
21,36,2,"[2, 3]",1,True
21,37,2,[2],1,True
21,38,2,[2],1,True
21,39,1,"[0, 1, 2, 3, 5]",2,True
21,40,2,"[2, 3]",1,True
21,41,2,"[2, 7]",2,True
21,42,2,[0],1,False
21,43,2,"[2, 3]",1,True
21,44,5,[5],1,True
21,45,2,[2],1,True
21,46,3,"[6, 7]",2,False
21,47,2,"[2, 3]",1,True
21,48,2,"[0, 1, 2, 3]",1,True
21,49,2,"[2, 3]",1,True
21,50,1,"[4, 5]",2,False
21,51,1,"[0, 1]",2,True
21,52,2,"[2, 3]",1,True
21,53,2,"[2, 3]",2,True
21,54,3,[3],1,True
21,55,2,"[0, 1, 2, 3]",3,True
21,56,2,"[2, 3, 7]",2,True
21,57,2,"[0, 1, 2, 3, 4, 5, 6, 7]",1,True
21,58,2,[0],1,False
21,59,2,"[2, 7]",2,True
21,60,2,"[2, 3]",1,True
21,61,1,"[0, 1]",2,True
21,62,4,"[4, 5, 6, 7]",1,True
21,63,3,"[2, 3]",1,True
21,64,1,"[1, 6, 7]",3,True
21,65,2,"[2, 3]",2,True
21,66,1,"[0, 1, 2, 3]",1,True
21,67,6,"[6, 7]",1,True
21,68,2,"[0, 1, 2, 3]",1,True
21,69,2,"[2, 3, 5]",3,True
21,70,4,[4],1,True
21,71,4,"[4, 5]",1,True
21,72,1,[1],1,True
21,73,5,"[2, 3, 4, 5]",4,True
21,74,1,[1],1,True
21,75,3,"[6, 7]",2,False
21,76,3,[3],1,True
21,77,2,"[2, 3]",1,True
21,78,2,"[0, 1, 2, 3]",1,True
21,79,6,[6],1,True
21,80,2,"[2, 3]",1,True
21,81,3,[3],1,True
21,82,2,[2],1,True
21,83,1,"[4, 5]",2,False
21,84,2,"[2, 3]",1,True
21,85,1,[1],1,True
21,86,2,"[5, 7]",2,False
21,87,3,[3],1,True
21,88,4,"[2, 3]",2,False
21,89,3,[3],1,True
21,90,2,"[2, 3]",1,True
21,91,3,[3],1,True
21,92,1,[1],1,True
21,93,3,"[3, 4, 5]",3,True
21,94,2,"[0, 1, 2, 3, 4]",3,True
21,95,2,"[2, 5]",2,True
21,96,5,[5],1,True
21,97,2,"[0, 1, 2, 3]",1,True
21,98,2,"[1, 2, 3, 4, 5]",2,True
21,99,6,[6],1,True
22,0,0,"[0, 1, 2, 3, 4, 5, 6, 7]",6,True
22,1,3,"[1, 2, 3, 5]",4,True
22,2,3,"[0, 1, 2, 3]",1,True
22,3,3,"[2, 3]",1,True
22,4,3,[3],1,True
22,5,2,"[2, 3]",1,True
22,6,3,"[0, 1, 2, 3]",2,True
22,7,3,"[2, 3]",1,True
22,8,3,"[0, 1, 2, 3, 6, 7]",4,True
22,9,5,"[2, 3]",1,False
22,10,3,"[2, 3]",1,True
22,11,3,"[0, 1, 2, 3, 5]",2,True
22,12,2,"[0, 1, 2, 3]",1,True
22,13,3,"[0, 1, 2, 3]",1,True
22,14,3,[3],1,True
