id,trials,optimal_path,highest_reward_path,number_max_rewards,in_optimal_path
22,15,3,"[2, 3]",1,True
22,16,2,"[0, 1, 2, 3]",2,True
22,17,2,"[2, 3]",1,True
22,18,1,"[0, 1]",1,True
22,19,3,"[0, 1, 2, 3, 6, 7]",2,True
22,20,4,"[0, 4, 5, 6, 7]",2,True
22,21,3,[3],1,True
22,22,5,"[0, 2, 3, 5, 7]",5,True
22,23,0,"[0, 1, 2, 3]",1,True
22,24,1,"[1, 3, 6]",3,True
22,25,3,"[0, 1, 2, 3]",1,True
22,26,3,[3],1,True
22,27,1,"[0, 1, 4, 5]",1,True
22,28,2,"[0, 1, 2, 3]",1,True
22,29,6,[6],1,True
22,30,7,[7],1,True
22,31,3,"[0, 1, 2, 3, 7]",3,True
22,32,3,[3],1,True
22,33,2,"[2, 3]",1,True
22,34,5,"[0, 1, 2, 3, 4, 5]",1,True
22,35,0,"[0, 1, 2, 3]",1,True
22,36,0,[2],1,False
22,37,0,[0],1,True
22,38,3,"[0, 1, 2, 3, 4, 5]",4,True
22,39,3,"[0, 1, 2, 3, 4, 6, 7]",3,True
22,40,3,[3],1,True
22,41,4,[4],1,True
22,42,3,"[0, 1, 2, 3]",1,True
22,43,3,"[0, 1, 2, 3, 4, 5, 6, 7]",2,True
22,44,2,[2],1,True
22,45,3,"[0, 1, 2, 3]",1,True
22,46,4,[4],1,True
22,47,2,[2],1,True
22,48,2,[2],1,True
22,49,3,"[0, 1, 2, 3]",2,True
22,50,3,"[0, 1, 2, 3, 4, 5, 6, 7]",2,True
22,51,3,"[0, 1, 2, 3]",1,True
22,52,1,[1],1,True
22,53,5,[5],1,True
22,54,2,"[4, 5, 6, 7]",4,False
22,55,3,[3],1,True
22,56,1,[1],1,True
22,57,3,"[2, 3]",1,True
22,58,1,[1],1,True
22,59,2,[2],1,True
22,60,3,"[0, 1, 2, 3]",1,True
22,61,3,"[0, 1, 2, 3, 6, 7]",1,True
22,62,3,"[0, 1, 2, 3]",1,True
22,63,3,"[0, 1, 2, 3]",1,True
22,64,3,[3],1,True
22,65,3,[3],1,True
22,66,3,[3],1,True
22,67,3,"[0, 1, 2, 3, 5]",3,True
22,68,6,[6],1,True
22,69,6,[6],1,True
22,70,2,[2],1,True
22,71,1,[1],1,True
22,72,1,[1],1,True
22,73,6,"[0, 1, 2, 3]",4,False
22,74,3,"[0, 1, 2, 3]",1,True
22,75,1,[1],1,True
22,76,2,"[0, 1, 2]",3,True
22,77,5,[5],1,True
22,78,3,"[0, 1, 2, 3, 7]",4,True
22,79,1,[1],1,True
22,80,1,"[0, 1, 2, 3]",2,True
22,81,1,[1],1,True
22,82,6,[6],1,True
22,83,3,"[2, 3]",1,True
22,84,3,"[2, 3, 6, 7]",2,True
22,85,3,[6],1,False
22,86,6,[6],1,True
22,87,3,[3],1,True
22,88,3,"[0, 1, 2, 3]",2,True
22,89,3,"[2, 3]",1,True
22,90,3,[3],1,True
22,91,3,"[0, 1, 2, 3, 5]",3,True
22,92,3,"[2, 3]",1,True
22,93,2,[2],1,True
22,94,2,"[2, 6, 7]",3,True
22,95,2,"[2, 4, 5, 6, 7]",5,True
22,96,3,"[3, 4, 5]",2,True
22,97,4,"[4, 5, 6, 7]",2,True
22,98,3,"[2, 3]",1,True
22,99,1,[1],1,True
23,0,3,"[0, 1, 2, 3, 4, 5]",2,True
23,1,1,"[0, 1, 2]",2,True
23,2,2,"[2, 3]",1,True
23,3,2,"[0, 1, 2, 3]",2,True
23,4,2,[2],1,True
23,5,3,"[2, 3]",1,True
23,6,7,"[2, 3, 4, 5, 6, 7]",2,True
23,7,2,"[2, 3]",2,True
23,8,2,"[0, 1, 2, 3, 7]",2,True
23,9,3,"[0, 1, 2, 3, 4, 5, 7]",3,True
23,10,2,"[2, 3]",1,True
23,11,2,[2],1,True
23,12,2,[2],1,True
23,13,2,"[0, 1, 2, 3]",2,True
23,14,3,"[0, 1, 2, 3, 7]",4,True
23,15,4,"[2, 4, 5, 6, 7]",3,True
23,16,2,[2],1,True
23,17,4,"[2, 3]",1,False
23,18,2,[2],1,True
23,19,2,"[2, 3]",2,True
23,20,1,"[0, 1, 2, 3, 7]",3,True
23,21,1,"[0, 1, 2, 3]",2,True
23,22,6,"[6, 7]",1,True
23,23,2,[2],1,True
23,24,2,[2],1,True
23,25,1,"[0, 1]",1,True
23,26,2,"[2, 3]",2,True
23,27,3,"[0, 1, 3, 4]",4,True
23,28,1,"[0, 1, 2]",2,True
23,29,5,"[2, 4, 5, 6, 7]",3,True
23,30,3,[3],1,True
23,31,2,"[0, 1, 2, 3, 4, 5, 6, 7]",4,True
23,32,3,"[2, 3, 6, 7]",1,True
23,33,2,[2],1,True
23,34,2,"[2, 3]",1,True
23,35,6,"[4, 5, 6]",2,True
23,36,2,"[2, 3]",2,True
23,37,2,[2],1,True
23,38,3,"[0, 1, 2, 3]",1,True
23,39,6,"[2, 6]",2,True
23,40,2,"[2, 4]",2,True
23,41,2,"[2, 3]",1,True
23,42,1,[1],1,True
23,43,2,"[2, 6, 7]",2,True
23,44,1,[1],1,True
23,45,2,"[2, 7]",2,True
23,46,2,"[0, 1, 2, 3, 6, 7]",3,True
23,47,1,[1],1,True
23,48,6,"[4, 5, 6]",3,True
23,49,3,[3],1,True
23,50,1,"[0, 1, 2, 3]",2,True
23,51,4,[4],1,True
23,52,1,[1],1,True
23,53,5,"[4, 5, 6, 7]",2,True
23,54,2,"[0, 2, 4]",3,True
23,55,2,"[2, 6]",2,True
23,56,3,"[3, 4, 5]",3,True
23,57,2,"[0, 1, 2, 3, 4, 5]",2,True
23,58,2,"[0, 1, 2, 3, 4]",3,True
23,59,2,"[0, 1, 2, 3, 4, 7]",5,True
23,60,5,[5],1,True
23,61,2,"[0, 1, 2, 3, 6, 7]",6,True
23,62,3,"[2, 3]",1,True
23,63,2,"[2, 3]",1,True
23,64,2,[2],1,True
23,65,3,[3],1,True
23,66,6,"[0, 1, 4, 5, 6, 7]",6,True
23,67,3,[3],1,True
23,68,3,[3],1,True
23,69,2,"[2, 3]",1,True
23,70,2,[2],1,True
23,71,6,"[0, 1]",2,False
23,72,3,"[4, 5]",2,False
23,73,2,"[0, 1, 2, 3]",1,True
23,74,5,[5],1,True
23,75,1,"[0, 1, 2, 3]",2,True
23,76,2,"[2, 3]",2,True
23,77,1,"[0, 1, 2, 3, 4, 5]",4,True
23,78,2,[2],1,True
23,79,2,"[0, 1, 2, 3, 5]",2,True
23,80,2,[2],1,True
23,81,2,[2],1,True
23,82,1,[1],1,True
23,83,4,[4],1,True
23,84,5,[5],1,True
23,85,2,"[0, 1, 2, 3]",1,True
23,86,1,[1],1,True
23,87,2,"[0, 1, 2, 3, 6, 7]",2,True
23,88,3,"[6, 7]",2,False
23,89,4,[4],1,True
23,90,2,[2],1,True
23,91,1,[1],1,True
23,92,2,"[0, 1, 2, 3]",1,True
23,93,2,"[0, 1, 2, 3]",1,True
23,94,3,"[0, 1, 2, 3, 4, 5, 6, 7]",6,True
23,95,2,"[0, 1, 2, 3]",2,True
23,96,2,"[0, 1, 2]",2,True
23,97,2,"[2, 3]",1,True
23,98,2,"[2, 3]",2,True
23,99,3,"[0, 1, 2, 3, 6, 7]",4,True
24,0,2,"[2, 3]",1,True
24,1,1,"[0, 1, 2, 3, 6, 7]",1,True
24,2,5,"[0, 1, 2, 3, 4, 5, 6, 7]",3,True
24,3,2,[2],1,True
24,4,2,"[0, 1, 2, 3, 4, 6, 7]",2,True
24,5,2,"[0, 1, 2, 3, 6]",3,True
24,6,0,"[0, 1, 7]",2,True
24,7,7,"[2, 4, 5, 6, 7]",3,True
24,8,1,"[1, 2, 6]",3,True
24,9,0,"[0, 1, 2, 3, 4, 5, 6, 7]",1,True
24,10,7,"[6, 7]",1,True
24,11,2,"[0, 1, 2, 3]",1,True
24,12,1,"[0, 1, 2, 3]",2,True
24,13,2,"[2, 3, 6, 7]",2,True
24,14,3,"[0, 1, 2, 3, 5]",2,True
24,15,2,"[2, 3, 4, 5, 6, 7]",3,True
24,16,2,"[0, 1, 2, 3]",1,True
24,17,2,"[0, 1, 2, 3, 4, 6, 7]",3,True
24,18,4,"[2, 3, 4, 5, 6, 7]",3,True
24,19,2,"[2, 3]",1,True
24,20,4,"[4, 5]",1,True
24,21,3,"[0, 1, 2, 3]",1,True
24,22,2,"[0, 1, 2, 3]",2,True
24,23,2,"[2, 3]",1,True
24,24,2,"[2, 3]",2,True
24,25,2,[2],1,True
24,26,4,[4],1,True
24,27,2,"[0, 1, 2, 3, 4]",3,True
24,28,2,"[1, 2, 3, 4]",4,True
24,29,2,[2],1,True
24,30,0,[6],1,False
24,31,5,"[2, 3, 4, 5, 6, 7]",2,True
24,32,2,"[2, 5, 6]",3,True
24,33,3,"[2, 3, 6]",2,True
24,34,3,"[0, 1, 2, 3]",2,True
24,35,1,[7],1,False
24,36,3,"[2, 3]",1,True
24,37,2,"[0, 1, 2, 3]",2,True
24,38,4,"[2, 4, 5, 6, 7]",3,True
24,39,2,"[2, 3]",2,True
24,40,2,"[2, 3, 4, 5, 7]",3,True
24,41,5,[5],1,True
24,42,1,[1],1,True
24,43,2,"[2, 3]",2,True
24,44,2,[2],1,True
24,45,2,"[0, 2, 4]",3,True
24,46,2,"[0, 1, 2, 3, 6]",3,True
24,47,3,[3],1,True
24,48,2,[2],1,True
24,49,3,"[2, 3]",1,True
24,50,2,[2],1,True
24,51,2,"[0, 2, 3, 4]",4,True
24,52,2,"[2, 4, 5, 6, 7]",2,True
24,53,2,[7],1,False
24,54,2,[2],1,True
24,55,2,"[0, 1, 2, 3]",2,True
24,56,5,[5],1,True
24,57,3,"[3, 6, 7]",3,True
24,58,2,"[0, 2, 5]",3,True
24,59,6,"[6, 7]",1,True
24,60,2,"[2, 3]",1,True
24,61,1,[1],1,True
24,62,3,[3],1,True
24,63,2,[2],1,True
24,64,2,"[2, 3]",1,True
24,65,2,"[0, 2]",2,True
24,66,1,[1],1,True
24,67,1,"[4, 5]",2,False
24,68,2,"[2, 3]",2,True
24,69,4,[4],1,True
24,70,1,"[0, 1]",1,True
24,71,2,[2],1,True
24,72,4,"[4, 5]",2,True
24,73,2,[2],1,True
24,74,3,"[2, 3]",2,True
24,75,1,[1],1,True
24,76,6,"[4, 5]",2,False
24,77,2,"[2, 3, 6, 7]",2,True
24,78,2,"[0, 1, 2, 3]",1,True
24,79,2,"[2, 3]",1,True
24,80,2,[2],1,True
24,81,2,"[2, 3]",2,True
24,82,1,"[0, 1, 2, 3, 6, 7]",4,True
24,83,4,"[2, 3]",2,False
24,84,3,"[0, 1, 2, 3]",1,True
24,85,3,[3],1,True
24,86,1,"[0, 1, 4, 5]",4,True
24,87,3,[3],1,True
24,88,1,[1],1,True
24,89,2,"[1, 2, 6, 7]",3,True
24,90,5,"[2, 3, 5]",3,True
24,91,5,"[4, 5, 6, 7]",3,True
24,92,3,[3],1,True
24,93,2,[2],1,True
24,94,2,"[0, 1, 2, 3]",1,True
24,95,1,"[4, 5]",2,False
24,96,5,[5],1,True
24,97,3,"[0, 1, 3]",3,True
24,98,2,[2],1,True
24,99,2,[2],1,True
25,0,5,[5],1,True
25,1,4,"[4, 5, 6, 7]",1,True
25,2,3,"[2, 3]",1,True
25,3,5,[5],1,True
25,4,5,"[0, 4, 5, 6, 7]",3,True
25,5,5,"[0, 1, 4, 5, 6, 7]",3,True
25,6,1,"[0, 1, 5, 6, 7]",3,True
25,7,4,"[2, 4, 5, 7]",3,True
25,8,5,"[4, 5, 6, 7]",2,True
25,9,5,[5],1,True
25,10,0,"[0, 1]",1,True
25,11,0,"[0, 1, 2, 3]",2,True
25,12,1,"[0, 1, 2, 3, 4, 5, 6, 7]",3,True
25,13,5,[5],1,True
25,14,0,"[0, 4, 5, 6, 7]",2,True
25,15,0,[6],1,False
25,16,5,"[4, 5, 6, 7]",2,True
25,17,7,"[4, 5, 6, 7]",1,True
25,18,5,"[4, 5, 6, 7]",2,True
25,19,5,"[4, 5, 7]",3,True
25,20,2,[2],1,True
25,21,5,"[4, 5, 6, 7]",2,True
25,22,1,"[0, 1, 7]",2,True
25,23,5,[5],1,True
25,24,4,"[4, 5, 6, 7]",1,True
25,25,5,"[1, 4, 5]",3,True
25,26,4,"[3, 4, 5, 6, 7]",3,True
25,27,5,"[4, 5, 6, 7]",1,True
25,28,5,[5],1,True
25,29,6,"[2, 3, 4, 5, 6, 7]",1,True
25,30,5,"[5, 6, 7]",2,True
25,31,0,"[0, 1, 4, 5, 6, 7]",2,True
25,32,5,"[2, 4, 5, 6, 7]",2,True
25,33,0,"[0, 6, 7]",2,True
25,34,6,[6],1,True
25,35,5,[5],1,True
25,36,5,"[0, 1, 4, 5]",2,True
25,37,6,"[0, 1, 2, 3, 5, 6]",3,True
25,38,5,"[1, 4, 5, 6, 7]",3,True
25,39,6,"[6, 7]",2,True
25,40,5,[5],1,True
25,41,4,"[0, 1]",2,False
25,42,1,[1],1,True
25,43,3,"[4, 5]",2,False
25,44,1,"[0, 1, 2, 3]",2,True
25,45,6,[6],1,True
25,46,5,"[2, 3, 4, 5, 6, 7]",1,True
25,47,5,"[4, 5, 6, 7]",1,True
25,48,5,[5],1,True
25,49,5,[5],1,True
25,50,5,"[2, 3, 4, 5, 6, 7]",3,True
25,51,3,[3],1,True
25,52,4,"[4, 5, 6, 7]",2,True
25,53,3,[3],1,True
25,54,5,"[4, 5, 6, 7]",2,True
25,55,5,"[0, 1, 2, 3, 4, 5, 6, 7]",1,True
25,56,6,"[0, 1]",2,False
25,57,4,"[0, 1, 4]",3,True
25,58,6,[6],1,True
25,59,5,"[0, 1, 2, 3, 4, 5, 6, 7]",2,True
25,60,5,[5],1,True
25,61,5,"[0, 1, 4, 5]",3,True
25,62,5,"[2, 3, 5]",3,True
25,63,6,[6],1,True
25,64,5,[0],1,False
25,65,5,"[1, 4, 5]",2,True
25,66,5,[5],1,True
25,67,4,[4],1,True
25,68,6,[6],1,True
25,69,5,[5],1,True
25,70,6,[6],1,True
25,71,6,"[0, 1]",2,False
25,72,4,[4],1,True
25,73,5,[0],1,False
25,74,5,[5],1,True
25,75,2,[2],1,True
25,76,5,"[4, 5]",1,True
25,77,5,"[0, 1, 4, 5, 6, 7]",1,True
25,78,2,[2],1,True
25,79,4,[4],1,True
25,80,2,"[4, 5]",2,False
25,81,3,"[2, 3]",2,True
25,82,5,[5],1,True
25,83,5,"[4, 5]",2,True
25,84,4,[4],1,True
25,85,6,"[6, 7]",2,True
25,86,4,[4],1,True
25,87,5,"[4, 5, 6, 7]",1,True
25,88,5,"[4, 5]",1,True
25,89,4,"[2, 3]",2,False
25,90,5,"[0, 1, 4, 5, 6, 7]",2,True
25,91,5,[5],1,True
25,92,6,[6],1,True
25,93,5,"[4, 5, 6, 7]",1,True
25,94,4,"[2, 3]",2,False
25,95,6,[6],1,True
25,96,5,"[4, 5, 6, 7]",2,True
25,97,5,[5],1,True
25,98,5,"[4, 5, 6, 7]",1,True
25,99,3,"[2, 3]",1,True
26,0,2,"[0, 1, 2, 3]",2,True
26,1,2,[2],1,True
26,2,2,[2],1,True
26,3,4,"[2, 4, 5, 6, 7]",2,True
26,4,0,"[0, 1, 2, 3]",1,True
26,5,1,"[0, 1]",1,True
26,6,1,[1],1,True
26,7,2,"[0, 1, 2, 3]",2,True
26,8,2,"[2, 3]",2,True
26,9,2,[2],1,True
26,10,2,"[2, 3]",1,True
26,11,7,"[0, 1, 6, 7]",2,True
26,12,0,"[0, 1, 2, 3]",1,True
26,13,1,"[0, 1, 2, 3]",1,True
26,14,0,"[0, 1, 4, 5, 6, 7]",3,True
26,15,2,"[2, 3]",1,True
26,16,2,"[2, 3]",2,True
26,17,2,[2],1,True
26,18,2,"[2, 3, 5]",3,True
26,19,2,"[6, 7]",2,False
26,20,1,"[0, 1, 2, 3, 7]",3,True
26,21,2,"[0, 1, 2, 3, 7]",3,True
26,22,1,"[0, 1, 2, 3]",1,True
26,23,0,[0],1,True
26,24,4,"[4, 5]",1,True
26,25,2,[2],1,True
26,26,2,[2],1,True
26,27,2,"[0, 1, 2, 3]",2,True
26,28,5,"[4, 5]",2,True
26,29,0,"[0, 1]",1,True
26,30,2,[2],1,True
26,31,1,"[0, 1, 2, 3, 6]",2,True
26,32,0,[2],1,False
26,33,1,"[0, 1]",1,True
26,34,2,[2],1,True
26,35,2,"[2, 3]",1,True
26,36,2,"[1, 2]",2,True
26,37,3,"[0, 1, 2, 3]",1,True
26,38,0,"[0, 5]",2,True
26,39,1,"[0, 1, 2, 3]",1,True
26,40,6,"[6, 7]",1,True
26,41,2,[2],1,True
26,42,2,"[2, 3]",1,True
26,43,2,"[2, 3]",1,True
26,44,2,"[0, 1, 2, 3]",2,True
26,45,3,[3],1,True
26,46,6,[6],1,True
26,47,2,"[2, 3]",1,True
26,48,6,"[2, 3]",2,False
26,49,5,"[0, 1, 2, 3]",4,False
26,50,1,[1],1,True
26,51,2,"[0, 1, 2, 3, 4, 5]",1,True
26,52,3,[3],1,True
26,53,2,[2],1,True
26,54,2,"[0, 1, 2, 3]",1,True
26,55,2,"[0, 1, 2, 3, 7]",2,True
26,56,2,[2],1,True
26,57,2,"[0, 1, 2, 3, 4, 5, 6, 7]",4,True
26,58,2,[2],1,True
26,59,2,"[0, 1, 2, 3]",2,True
26,60,3,"[0, 1, 2, 3, 6, 7]",3,True
26,61,5,[5],1,True
26,62,2,"[0, 1, 2, 3, 6, 7]",2,True
26,63,3,[3],1,True
26,64,3,"[4, 5]",2,False
26,65,1,"[0, 1]",2,True
26,66,2,"[0, 1, 2, 3, 6, 7]",1,True
26,67,2,"[2, 3]",1,True
26,68,2,[2],1,True
26,69,5,"[0, 1, 2, 3]",4,False
26,70,2,[2],1,True
26,71,1,[1],1,True
26,72,3,[3],1,True
26,73,1,[1],1,True
26,74,2,"[0, 1, 2, 3]",1,True
26,75,2,"[1, 2, 3, 7]",3,True
26,76,5,"[2, 3, 4, 5, 6, 7]",3,True
26,77,3,[3],1,True
26,78,2,[2],1,True
26,79,6,[6],1,True
26,80,2,[2],1,True
26,81,1,"[4, 5]",2,False
26,82,1,[1],1,True
26,83,3,"[0, 1, 2, 3]",2,True
26,84,6,[6],1,True
26,85,1,"[6, 7]",2,False
26,86,3,[3],1,True
26,87,6,[6],1,True
26,88,2,[2],1,True
26,89,1,[1],1,True
26,90,2,"[2, 3]",2,True
26,91,2,[2],1,True
26,92,1,[1],1,True
26,93,2,"[2, 3]",1,True
26,94,2,"[0, 1, 2, 3]",1,True
26,95,2,[2],1,True
26,96,1,"[0, 1]",1,True
26,97,2,"[2, 5]",2,True
26,98,3,[3],1,True
26,99,2,"[0, 1, 2, 3, 4, 5, 7]",3,True
27,0,2,"[0, 1, 2, 3]",1,True
27,1,4,"[2, 3, 4, 5, 6, 7]",2,True
27,2,3,[3],1,True
27,3,3,"[3, 4, 5, 6, 7]",2,True
27,4,3,[3],1,True
27,5,3,"[0, 1, 2, 3]",1,True
27,6,3,"[0, 1, 2, 3]",1,True
27,7,2,"[0, 1, 2, 3]",1,True
27,8,3,"[2, 3]",1,True
27,9,3,"[2, 3]",1,True
27,10,1,"[0, 1, 2, 3]",1,True
27,11,3,[3],1,True
27,12,3,[3],1,True
27,13,2,"[0, 1, 2, 3, 4, 6, 7]",6,True
27,14,2,"[2, 3]",1,True
27,15,3,[3],1,True
27,16,3,"[0, 1, 2, 3]",2,True
27,17,0,"[0, 1, 2, 3]",2,True
27,18,3,"[0, 3]",2,True
27,19,2,"[0, 1, 2, 3, 5]",2,True
27,20,1,"[0, 1, 2, 3]",2,True
27,21,2,"[0, 1, 2, 3, 7]",4,True
27,22,3,"[0, 1, 2, 3]",1,True
27,23,3,"[2, 3, 4]",2,True
27,24,3,"[2, 3]",1,True
27,25,6,[6],1,True
27,26,3,"[4, 5]",1,False
27,27,2,"[0, 1, 2, 3, 4, 5]",2,True
27,28,3,"[0, 1, 2, 3]",2,True
27,29,3,"[2, 3]",1,True
27,30,0,"[0, 1, 2, 3]",1,True
27,31,0,"[0, 1, 2, 3]",2,True
27,32,4,[4],1,True
27,33,4,"[2, 3, 4, 5]",2,True
27,34,2,"[0, 1, 2, 3]",2,True
27,35,3,"[2, 3]",2,True
27,36,5,[5],1,True
27,37,5,"[0, 1, 4, 5, 6, 7]",3,True
27,38,2,[2],1,True
27,39,3,"[2, 3]",1,True
27,40,1,[1],1,True
27,41,3,"[2, 3]",1,True
27,42,4,[4],1,True
27,43,3,[3],1,True
27,44,3,[3],1,True
27,45,3,"[2, 3]",1,True
27,46,5,"[4, 5, 6, 7]",1,True
27,47,2,"[0, 1, 2, 3]",1,True
27,48,3,"[0, 1, 2, 3, 4, 5]",2,True
27,49,4,[4],1,True
27,50,3,"[0, 1, 2, 3]",2,True
27,51,2,"[0, 1]",2,False
27,52,3,"[0, 1, 2, 3]",2,True
27,53,1,[1],1,True
27,54,6,[6],1,True
27,55,3,[3],1,True
27,56,3,"[0, 1, 2, 3, 4, 5, 6, 7]",4,True
27,57,4,"[2, 3]",2,False
27,58,1,"[0, 1]",2,True
27,59,3,"[0, 1, 2, 3]",2,True
27,60,2,[2],1,True
27,61,2,"[2, 3]",1,True
27,62,3,"[0, 1, 2, 3]",2,True
27,63,1,"[0, 1]",1,True
27,64,3,"[0, 1, 2, 3, 7]",2,True
27,65,2,"[0, 1, 2, 3]",4,True
27,66,3,[3],1,True
27,67,1,"[0, 1]",1,True
27,68,3,"[2, 3]",1,True
27,69,3,"[0, 1, 2, 3, 5]",2,True
27,70,4,"[4, 5, 6, 7]",1,True
27,71,3,[3],1,True
27,72,3,[3],1,True
27,73,5,[5],1,True
27,74,2,[2],1,True
27,75,3,[3],1,True
27,76,3,"[0, 1, 2, 3, 4, 5, 6, 7]",2,True
27,77,2,"[0, 1, 2, 3, 6, 7]",3,True
27,78,1,"[0, 1, 4, 5]",4,True
27,79,5,[5],1,True
27,80,3,"[2, 3]",2,True
27,81,2,"[0, 1, 2, 3, 4, 5]",4,True
27,82,2,"[0, 1, 2, 3]",2,True
27,83,1,[1],1,True
27,84,3,"[2, 3]",2,True
27,85,3,[3],1,True
27,86,3,"[2, 3]",1,True
27,87,3,"[2, 3]",2,True
27,88,3,[3],1,True
27,89,2,"[0, 1, 2, 3, 4, 5]",5,True
27,90,3,"[2, 3, 5, 6, 7]",2,True
27,91,1,"[1, 4, 5]",3,True
27,92,1,"[1, 4, 5, 6, 7]",5,True
27,93,3,"[2, 3]",1,True
27,94,4,[4],1,True
27,95,3,"[2, 3, 4, 5, 6]",2,True
27,96,6,[6],1,True
27,97,1,"[0, 1, 2, 3]",2,True
27,98,3,"[0, 1, 2, 3]",2,True
27,99,3,[3],1,True
28,0,4,[4],1,True
28,1,4,"[4, 5, 6, 7]",1,True
28,2,4,"[0, 1, 2, 3, 4, 5, 6, 7]",3,True
28,3,6,"[3, 4, 5, 6, 7]",3,True
28,4,4,[4],1,True
28,5,2,"[2, 4]",2,True
28,6,4,"[0, 2, 4, 5]",3,True
28,7,7,"[4, 5, 7]",2,True
28,8,4,"[4, 5, 6, 7]",2,True
28,9,4,[2],1,False
28,10,4,[4],1,True
28,11,3,"[1, 3, 4, 5]",3,True
28,12,4,[4],1,True
28,13,5,"[5, 6, 7]",2,True
28,14,5,"[1, 2, 3, 4, 5, 6, 7]",3,True
28,15,0,"[0, 1, 2, 3]",1,True
28,16,4,"[1, 4, 5]",3,True
28,17,7,"[4, 5, 6, 7]",1,True
28,18,4,[4],1,True
28,19,4,[4],1,True
28,20,5,[0],1,False
28,21,5,"[4, 5]",1,True
28,22,4,"[1, 4, 5, 6, 7]",2,True
28,23,4,[4],1,True
28,24,5,"[4, 5]",1,True
28,25,4,"[4, 5, 6, 7]",1,True
28,26,3,"[1, 3, 6]",3,True
28,27,4,[4],1,True
28,28,5,"[0, 2, 3, 4, 5, 6, 7]",3,True
28,29,4,"[0, 1, 4, 5]",1,True
28,30,4,"[0, 1, 2, 3, 4, 5]",2,True
28,31,4,[4],1,True
28,32,1,"[0, 1, 3, 4]",3,True
28,33,6,"[0, 1, 4, 5, 6, 7]",4,True
28,34,6,"[0, 4, 5, 6, 7]",2,True
28,35,0,"[0, 1]",1,True
28,36,4,"[4, 5]",1,True
28,37,5,"[4, 5]",1,True
28,38,7,"[6, 7]",2,True
28,39,5,"[3, 4, 5]",2,True
28,40,4,"[1, 4, 5, 6, 7]",2,True
28,41,3,"[3, 4, 5]",3,True
28,42,3,[3],1,True
28,43,4,[4],1,True
28,44,6,"[4, 5, 6, 7]",1,True
28,45,4,"[2, 4]",2,True
28,46,4,"[0, 1, 4, 5]",1,True
28,47,2,[2],1,True
28,48,5,"[4, 5, 6, 7]",2,True
28,49,4,"[4, 5, 6, 7]",2,True
28,50,4,"[4, 5, 6, 7]",1,True
28,51,4,[4],1,True
28,52,4,"[4, 5]",1,True
28,53,4,"[4, 5]",2,True
28,54,4,"[0, 1, 4, 7]",3,True
28,55,3,"[6, 7]",2,False
28,56,4,"[4, 5]",2,True
28,57,4,[4],1,True
28,58,6,[6],1,True
28,59,5,"[0, 1, 4, 5, 6, 7]",3,True
28,60,4,"[4, 5, 6, 7]",2,True
28,61,5,[5],1,True
28,62,5,"[4, 5]",1,True
28,63,6,"[2, 3]",2,False
28,64,5,[5],1,True
28,65,5,"[4, 5, 6, 7]",4,True
28,66,1,"[0, 1, 2, 3]",4,True
28,67,4,"[4, 5, 6, 7]",1,True
28,68,4,"[1, 4, 5]",2,True
28,69,4,"[4, 5, 6, 7]",2,True
28,70,4,"[4, 5, 6, 7]",2,True
28,71,6,[6],1,True
28,72,3,[3],1,True
28,73,5,"[4, 5]",2,True
28,74,2,"[6, 7]",2,False
28,75,5,"[6, 7]",2,False
28,76,5,[5],1,True
28,77,6,"[0, 1, 2, 3]",4,False
28,78,4,[4],1,True
28,79,4,[4],1,True
28,80,4,"[1, 4, 5]",3,True
28,81,4,"[0, 4, 5]",3,True
28,82,6,"[2, 3, 6, 7]",3,True
28,83,2,[2],1,True
28,84,4,"[0, 1, 3, 4, 5, 6, 7]",3,True
28,85,4,"[4, 5]",1,True
28,86,4,[4],1,True
28,87,4,"[4, 5]",1,True
28,88,4,"[4, 5]",2,True
28,89,6,[6],1,True
28,90,4,"[1, 4, 5]",3,True
28,91,6,[6],1,True
28,92,3,[3],1,True
28,93,6,[6],1,True
28,94,6,[6],1,True
28,95,4,"[0, 4, 5, 6, 7]",3,True
28,96,4,"[4, 5]",1,True
28,97,4,"[4, 5, 6]",2,True
28,98,5,[5],1,True
28,99,3,[3],1,True
29,0,4,"[4, 5, 6, 7]",2,True
29,1,7,[7],1,True
29,2,7,[7],1,True
29,3,4,"[4, 5]",1,True
29,4,4,"[4, 5]",1,True
29,5,5,"[4, 5, 6, 7]",1,True
29,6,4,"[4, 5]",2,True
29,7,5,"[4, 5]",1,True
29,8,4,"[0, 2, 3, 4, 5, 6, 7]",4,True
29,9,4,[4],1,True
29,10,5,"[4, 5]",2,True
29,11,5,"[0, 1, 4, 5]",4,True
29,12,6,"[0, 1, 4, 5, 6, 7]",3,True
29,13,4,[4],1,True
29,14,4,"[0, 1, 2, 3]",1,False
29,15,4,"[2, 4, 5]",2,True
29,16,4,"[4, 5]",1,True
29,17,5,"[4, 5, 6, 7]",1,True
29,18,7,"[0, 1, 2, 3, 4, 5, 6, 7]",1,True
29,19,4,"[4, 5]",1,True
29,20,4,[4],1,True
29,21,1,"[0, 1, 3, 4, 5]",3,True
29,22,4,"[4, 5, 6, 7]",1,True
29,23,4,"[4, 5]",1,True
29,24,5,"[4, 5, 6, 7]",2,True
29,25,4,"[3, 4, 5]",3,True
29,26,6,"[3, 4, 5, 6, 7]",2,True
29,27,5,"[4, 5, 6, 7]",1,True
