,X,trial,trial_reward,total_reward,optimal_path,chosen_path,habit_path,distance,optimality,habit_test_trial,n_habit_test_trial,id,on_optimal_path
966,66,66,16,995,2,7,2,0,False,0,0,18,True
967,67,67,26,1021,1,1,2,2,True,0,0,18,True
968,68,68,13,1034,3,2,2,1,False,0,0,18,True
969,69,69,8,1042,2,2,2,0,True,0,0,18,True
970,70,70,22,1064,2,2,2,0,True,0,0,18,True
971,71,71,20,1084,6,6,2,3,True,0,0,18,True
972,72,72,21,1105,2,2,2,0,True,0,0,18,True
973,73,73,7,1112,2,3,2,0,False,0,0,18,True
974,74,74,12,1124,1,5,2,2,False,0,0,18,False
975,75,75,14,1138,1,1,2,2,True,0,0,18,True
976,76,76,18,1156,4,5,2,3,False,0,0,18,True
977,77,77,14,1170,2,2,2,0,True,0,0,18,True
978,78,78,13,1183,6,7,2,3,False,0,0,18,True
979,79,79,15,1198,3,1,2,1,False,0,0,18,True
980,80,80,14,1212,3,3,2,1,True,0,0,18,True
981,81,81,11,1223,2,5,2,0,False,1,4,18,True
982,82,82,15,1238,2,2,2,0,True,0,0,18,True
983,83,83,19,1257,6,6,2,3,True,0,0,18,True
984,84,84,22,1279,2,1,2,0,False,0,0,18,True
985,85,85,14,1293,2,6,2,0,False,0,0,18,False
986,86,86,17,1310,1,1,2,2,True,0,0,18,False
987,87,87,21,1331,2,2,2,0,True,0,0,18,True
988,88,88,22,1353,2,2,2,0,True,0,0,18,True
989,89,89,16,1369,3,3,2,1,True,0,0,18,True
990,90,90,17,1386,2,5,2,0,False,0,0,18,True
991,91,91,10,1396,2,2,2,0,True,0,0,18,True
992,92,92,13,1409,3,3,2,1,True,0,0,18,True
993,93,93,20,1429,3,3,2,1,True,0,0,18,False
994,94,94,14,1443,2,2,2,0,True,0,0,18,True
995,95,95,7,1450,2,2,2,0,True,0,0,18,False
996,96,96,24,1474,2,2,2,0,True,0,0,18,True
997,97,97,18,1492,1,1,2,2,True,0,0,18,True
998,98,98,10,1502,2,2,2,0,True,0,0,18,True
999,99,99,15,1517,1,6,2,2,False,0,0,18,True
1000,0,0,14,14,5,4,5,0,False,0,0,19,True
1001,1,1,16,30,5,4,5,0,False,0,0,19,True
1002,2,2,11,41,5,4,5,0,False,0,0,19,True
1003,3,3,12,53,3,2,5,3,False,0,0,19,True
1004,4,4,19,72,4,4,5,1,True,0,0,19,True
1005,5,5,19,91,2,0,5,3,False,0,0,19,True
1006,6,6,21,112,7,7,5,2,True,0,0,19,True
1007,7,7,21,133,4,4,5,1,True,0,0,19,True
1008,8,8,17,150,5,5,5,0,True,0,0,19,True
1009,9,9,27,177,5,5,5,0,True,0,0,19,True
1010,10,10,25,202,4,4,5,1,True,0,0,19,True
1011,11,11,23,225,5,5,5,0,True,0,0,19,True
1012,12,12,14,239,7,7,5,2,True,0,0,19,True
1013,13,13,21,260,1,0,5,3,False,0,0,19,True
1014,14,14,7,267,5,6,5,0,False,0,0,19,True
1015,15,15,15,282,5,5,5,0,True,0,0,19,True
1016,16,16,23,305,5,5,5,0,True,0,0,19,True
1017,17,17,17,322,5,5,5,0,True,0,0,19,True
1018,18,18,11,333,6,7,5,2,False,0,0,19,True
1019,19,19,17,350,5,7,5,0,False,0,0,19,True
1020,20,20,9,359,3,0,5,3,False,0,0,19,False
1021,21,21,22,381,4,4,5,1,True,0,0,19,True
1022,22,22,19,400,4,4,5,1,True,0,0,19,True
1023,23,23,12,412,4,4,5,1,True,0,0,19,True
1024,24,24,23,435,5,5,5,0,True,1,1,19,True
1025,25,25,10,445,5,5,5,0,True,0,0,19,True
1026,26,26,18,463,6,4,5,2,False,0,0,19,True
1027,27,27,8,471,6,3,5,2,False,0,0,19,False
1028,28,28,21,492,5,7,5,0,False,0,0,19,True
1029,29,29,18,510,0,0,5,3,True,0,0,19,True
1030,30,30,15,525,5,5,5,0,True,0,0,19,True
1031,31,31,13,538,4,4,5,1,True,0,0,19,True
1032,32,32,15,553,5,5,5,0,True,0,0,19,False
1033,33,33,9,562,5,4,5,0,False,0,0,19,True
1034,34,34,18,580,5,3,5,0,False,0,0,19,True
1035,35,35,10,590,6,7,5,2,False,0,0,19,True
1036,36,36,13,603,1,1,5,3,True,0,0,19,True
1037,37,37,21,624,5,5,5,0,True,0,0,19,True
1038,38,38,19,643,5,5,5,0,True,0,0,19,True
1039,39,39,16,659,4,4,5,1,True,0,0,19,True
1040,40,40,10,669,2,7,5,3,False,0,0,19,True
1041,41,41,16,685,1,1,5,3,True,0,0,19,True
1042,42,42,17,702,5,3,5,0,False,1,2,19,True
1043,43,43,16,718,4,4,5,1,True,0,0,19,True
1044,44,44,15,733,5,0,5,0,False,0,0,19,True
1045,45,45,13,746,6,7,5,2,False,0,0,19,True
1046,46,46,16,762,5,5,5,0,True,0,0,19,True
1047,47,47,14,776,5,5,5,0,True,0,0,19,True
1048,48,48,16,792,6,6,5,2,True,0,0,19,False
1049,49,49,9,801,5,0,5,0,False,0,0,19,True
1050,50,50,20,821,3,3,5,3,True,0,0,19,True
1051,51,51,18,839,4,4,5,1,True,0,0,19,True
1052,52,52,17,856,5,5,5,0,True,0,0,19,True
1053,53,53,19,875,5,4,5,0,False,0,0,19,True
1054,54,54,18,893,4,4,5,1,True,0,0,19,True
1055,55,55,12,905,5,4,5,0,False,0,0,19,True
1056,56,56,9,914,2,5,5,3,False,0,0,19,True
1057,57,57,18,932,6,7,5,2,False,0,0,19,True
1058,58,58,8,940,4,2,5,1,False,0,0,19,True
1059,59,59,7,947,5,7,5,0,False,0,0,19,True
1060,60,60,11,958,5,3,5,0,False,1,3,19,True
1061,61,61,17,975,5,4,5,0,False,0,0,19,True
1062,62,62,20,995,4,4,5,1,True,0,0,19,True
1063,63,63,15,1010,5,5,5,0,True,0,0,19,True
1064,64,64,24,1034,4,4,5,1,True,0,0,19,True
1065,65,65,13,1047,5,0,5,0,False,0,0,19,True
1066,66,66,24,1071,6,6,5,2,True,0,0,19,True
1067,67,67,10,1081,5,7,5,0,False,0,0,19,True
1068,68,68,10,1091,5,3,5,0,False,0,0,19,True
1069,69,69,18,1109,5,5,5,0,True,0,0,19,True
1070,70,70,18,1127,4,3,5,1,False,0,0,19,True
1071,71,71,26,1153,6,6,5,2,True,0,0,19,True
1072,72,72,15,1168,5,5,5,0,True,0,0,19,True
1073,73,73,9,1177,5,5,5,0,True,0,0,19,True
1074,74,74,14,1191,5,5,5,0,True,0,0,19,True
1075,75,75,13,1204,5,7,5,0,False,0,0,19,True
1076,76,76,14,1218,6,7,5,2,False,0,0,19,False
1077,77,77,20,1238,6,5,5,2,False,0,0,19,True
1078,78,78,18,1256,5,5,5,0,True,0,0,19,True
1079,79,79,18,1274,5,5,5,0,True,0,0,19,True
1080,80,80,16,1290,1,1,5,3,True,0,0,19,True
1081,81,81,27,1317,3,3,5,3,True,0,0,19,True
1082,82,82,10,1327,5,2,5,0,False,1,4,19,True
1083,83,83,15,1342,6,6,5,2,True,0,0,19,False
1084,84,84,22,1364,5,5,5,0,True,0,0,19,True
1085,85,85,11,1375,6,7,5,2,False,0,0,19,True
1086,86,86,11,1386,4,1,5,1,False,0,0,19,True
1087,87,87,8,1394,3,4,5,3,False,0,0,19,False
1088,88,88,23,1417,6,6,5,2,True,0,0,19,True
1089,89,89,13,1430,1,0,5,3,False,0,0,19,True
1090,90,90,15,1445,5,5,5,0,True,0,0,19,True
1091,91,91,17,1462,5,5,5,0,True,0,0,19,True
1092,92,92,13,1475,1,1,5,3,True,0,0,19,True
1093,93,93,14,1489,5,4,5,0,False,0,0,19,True
1094,94,94,7,1496,5,4,5,0,False,0,0,19,True
1095,95,95,14,1510,4,4,5,1,True,0,0,19,True
1096,96,96,16,1526,5,5,5,0,True,0,0,19,True
1097,97,97,18,1544,4,4,5,1,True,0,0,19,True
1098,98,98,14,1558,5,5,5,0,True,0,0,19,True
1099,99,99,18,1576,3,2,5,3,False,0,0,19,True
1100,0,0,12,12,5,5,5,0,True,0,0,2,True
1101,1,1,16,28,0,0,5,3,True,0,0,2,True
1102,2,2,19,47,1,1,5,3,True,0,0,2,True
1103,3,3,23,70,5,5,5,0,True,0,0,2,True
1104,4,4,21,91,7,7,5,2,True,0,0,2,True
1105,5,5,18,109,5,4,5,0,False,0,0,2,True
1106,6,6,14,123,1,1,5,3,True,0,0,2,True
1107,7,7,10,133,5,5,5,0,True,0,0,2,True
1108,8,8,23,156,5,5,5,0,True,0,0,2,True
1109,9,9,7,163,7,7,5,2,True,0,0,2,True
1110,10,10,15,178,5,5,5,0,True,0,0,2,True
1111,11,11,11,189,5,5,5,0,True,0,0,2,True
1112,12,12,19,208,5,0,5,0,False,0,0,2,True
1113,13,13,11,219,4,5,5,1,False,0,0,2,True
1114,14,14,11,230,4,4,5,1,True,0,0,2,True
1115,15,15,11,241,5,5,5,0,True,0,0,2,True
1116,16,16,22,263,5,5,5,0,True,0,0,2,True
1117,17,17,25,288,5,5,5,0,True,0,0,2,True
1118,18,18,18,306,0,0,5,3,True,0,0,2,False
1119,19,19,9,315,3,5,5,3,False,0,0,2,False
1120,20,20,21,336,4,4,5,1,True,0,0,2,True
1121,21,21,5,341,5,0,5,0,False,1,1,2,True
1122,22,22,18,359,0,0,5,3,True,0,0,2,False
1123,23,23,24,383,5,5,5,0,True,0,0,2,True
1124,24,24,11,394,2,2,5,3,True,0,0,2,True
1125,25,25,12,406,3,3,5,3,True,0,0,2,True
1126,26,26,17,423,5,5,5,0,True,0,0,2,True
1127,27,27,18,441,5,5,5,0,True,0,0,2,True
1128,28,28,11,452,6,7,5,2,False,0,0,2,True
1129,29,29,22,474,5,5,5,0,True,0,0,2,True
1130,30,30,11,485,2,2,5,3,True,0,0,2,True
1131,31,31,20,505,3,3,5,3,True,0,0,2,True
1132,32,32,21,526,4,5,5,1,False,0,0,2,True
1133,33,33,17,543,5,5,5,0,True,0,0,2,True
1134,34,34,14,557,5,5,5,0,True,0,0,2,True
1135,35,35,20,577,3,3,5,3,True,0,0,2,True
1136,36,36,22,599,4,4,5,1,True,0,0,2,True
1137,37,37,13,612,5,5,5,0,True,0,0,2,True
1138,38,38,18,630,5,5,5,0,True,0,0,2,True
1139,39,39,13,643,7,0,5,2,False,0,0,2,True
1140,40,40,12,655,5,0,5,0,False,1,2,2,True
1141,41,41,13,668,6,0,5,2,False,0,0,2,True
1142,42,42,11,679,5,5,5,0,True,0,0,2,True
1143,43,43,24,703,5,5,5,0,True,0,0,2,True
1144,44,44,24,727,4,4,5,1,True,0,0,2,True
1145,45,45,21,748,5,5,5,0,True,0,0,2,True
1146,46,46,13,761,4,4,5,1,True,0,0,2,True
1147,47,47,21,782,5,1,5,0,False,0,0,2,True
1148,48,48,24,806,6,6,5,2,True,0,0,2,True
1149,49,49,20,826,5,5,5,0,True,0,0,2,True
1150,50,50,10,836,6,4,5,2,False,0,0,2,True
1151,51,51,13,849,4,5,5,1,False,0,0,2,False
1152,52,52,16,865,4,4,5,1,True,0,0,2,True
1153,53,53,19,884,5,5,5,0,True,0,0,2,True
1154,54,54,10,894,6,3,5,2,False,0,0,2,False
1155,55,55,18,912,5,5,5,0,True,0,0,2,True
1156,56,56,19,931,6,6,5,2,True,0,0,2,True
1157,57,57,21,952,5,5,5,0,True,0,0,2,True
1158,58,58,8,960,5,5,5,0,True,0,0,2,True
1159,59,59,19,979,5,5,5,0,True,0,0,2,True
1160,60,60,12,991,5,0,5,0,False,1,3,2,True
1161,61,61,12,1003,6,3,5,2,False,0,0,2,False
1162,62,62,15,1018,4,4,5,1,True,0,0,2,True
1163,63,63,19,1037,6,6,5,2,True,0,0,2,True
1164,64,64,15,1052,5,5,5,0,True,0,0,2,True
1165,65,65,12,1064,5,5,5,0,True,0,0,2,True
1166,66,66,15,1079,1,1,5,3,True,0,0,2,True
1167,67,67,11,1090,5,6,5,0,False,0,0,2,True
1168,68,68,18,1108,4,4,5,1,True,0,0,2,True
1169,69,69,15,1123,5,5,5,0,True,0,0,2,True
1170,70,70,16,1139,4,4,5,1,True,0,0,2,True
1171,71,71,24,1163,5,5,5,0,True,0,0,2,True
1172,72,72,15,1178,4,4,5,1,True,0,0,2,True
1173,73,73,15,1193,5,5,5,0,True,0,0,2,True
1174,74,74,22,1215,5,5,5,0,True,0,0,2,True
1175,75,75,22,1237,3,3,5,3,True,0,0,2,True
1176,76,76,12,1249,6,7,5,2,False,0,0,2,False
1177,77,77,23,1272,2,2,5,3,True,0,0,2,True
1178,78,78,13,1285,5,5,5,0,True,0,0,2,True
1179,79,79,19,1304,2,2,5,3,True,0,0,2,True
1180,80,80,10,1314,5,0,5,0,False,1,4,2,True
1181,81,81,19,1333,5,5,5,0,True,0,0,2,True
1182,82,82,10,1343,5,2,5,0,False,0,0,2,False
1183,83,83,19,1362,6,6,5,2,True,0,0,2,False
1184,84,84,18,1380,5,5,5,0,True,0,0,2,True
1185,85,85,16,1396,3,3,5,3,True,0,0,2,True
1186,86,86,24,1420,2,3,5,3,False,0,0,2,True
1187,87,87,16,1436,3,3,5,3,True,0,0,2,True
1188,88,88,18,1454,1,1,5,3,True,0,0,2,True
1189,89,89,15,1469,3,2,5,3,False,0,0,2,True
1190,90,90,14,1483,6,6,5,2,True,0,0,2,True
1191,91,91,9,1492,5,5,5,0,True,0,0,2,False
1192,92,92,18,1510,5,5,5,0,True,0,0,2,True
1193,93,93,20,1530,3,3,5,3,True,0,0,2,True
1194,94,94,20,1550,5,5,5,0,True,0,0,2,True
1195,95,95,15,1565,4,4,5,1,True,0,0,2,True
1196,96,96,20,1585,5,5,5,0,True,0,0,2,True
1197,97,97,14,1599,4,4,5,1,True,0,0,2,True
1198,98,98,19,1618,5,5,5,0,True,0,0,2,True
1199,99,99,19,1637,5,7,5,0,False,0,0,2,True
1200,0,0,7,7,5,0,5,0,False,0,0,20,True
1201,1,1,15,22,5,1,5,0,False,0,0,20,True
1202,2,2,19,41,5,4,5,0,False,0,0,20,True
1203,3,3,20,61,6,7,5,2,False,0,0,20,True
1204,4,4,13,74,5,5,5,0,True,0,0,20,True
1205,5,5,22,96,4,4,5,1,True,0,0,20,True
1206,6,6,3,99,5,3,5,0,False,0,0,20,True
1207,7,7,14,113,4,3,5,1,False,0,0,20,True
1208,8,8,12,125,5,4,5,0,False,0,0,20,True
1209,9,9,14,139,4,4,5,1,True,0,0,20,True
1210,10,10,7,146,1,3,5,3,False,0,0,20,True
1211,11,11,16,162,5,4,5,0,False,0,0,20,False
1212,12,12,18,180,7,4,5,2,False,0,0,20,True
1213,13,13,19,199,0,5,5,3,False,0,0,20,True
1214,14,14,20,219,2,3,5,3,False,0,0,20,False
1215,15,15,10,229,4,5,5,1,False,0,0,20,True
1216,16,16,16,245,5,4,5,0,False,0,0,20,True
1217,17,17,10,255,5,4,5,0,False,0,0,20,True
1218,18,18,12,267,4,4,5,1,True,0,0,20,True
1219,19,19,21,288,5,5,5,0,True,0,0,20,True
1220,20,20,14,302,0,0,5,3,True,0,0,20,True
1221,21,21,18,320,5,4,5,0,False,1,1,20,True
1222,22,22,15,335,4,4,5,1,True,0,0,20,True
1223,23,23,16,351,3,5,5,3,False,0,0,20,True
1224,24,24,12,363,5,5,5,0,True,0,0,20,True
1225,25,25,8,371,5,4,5,0,False,0,0,20,True
1226,26,26,24,395,5,5,5,0,True,0,0,20,True
1227,27,27,8,403,5,5,5,0,True,0,0,20,True
1228,28,28,17,420,0,0,5,3,True,0,0,20,True
1229,29,29,18,438,4,4,5,1,True,0,0,20,True
1230,30,30,20,458,5,4,5,0,False,0,0,20,True
1231,31,31,23,481,5,5,5,0,True,0,0,20,True
1232,32,32,10,491,5,0,5,0,False,0,0,20,True
1233,33,33,13,504,4,4,5,1,True,0,0,20,True
1234,34,34,22,526,4,5,5,1,False,0,0,20,True
1235,35,35,21,547,5,5,5,0,True,0,0,20,True
1236,36,36,15,562,4,5,5,1,False,0,0,20,True
1237,37,37,10,572,7,4,5,2,False,0,0,20,True
1238,38,38,13,585,7,5,5,2,False,0,0,20,True
1239,39,39,10,595,5,5,5,0,True,0,0,20,True
1240,40,40,6,601,5,3,5,0,False,1,2,20,True
1241,41,41,12,613,5,5,5,0,True,0,0,20,True
1242,42,42,19,632,5,5,5,0,True,0,0,20,True
1243,43,43,2,634,5,0,5,0,False,0,0,20,True
1244,44,44,10,644,3,1,5,3,False,0,0,20,True
1245,45,45,10,654,6,4,5,2,False,0,0,20,True
1246,46,46,22,676,4,4,5,1,True,0,0,20,True
1247,47,47,13,689,5,4,5,0,False,0,0,20,True
1248,48,48,15,704,3,0,5,3,False,0,0,20,True
1249,49,49,8,712,5,4,5,0,False,0,0,20,True
1250,50,50,19,731,5,4,5,0,False,0,0,20,True
1251,51,51,10,741,5,4,5,0,False,0,0,20,True
1252,52,52,17,758,6,4,5,2,False,0,0,20,True
1253,53,53,9,767,5,5,5,0,True,0,0,20,True
1254,54,54,10,777,1,3,5,3,False,0,0,20,True
1255,55,55,20,797,6,0,5,2,False,0,0,20,True
1256,56,56,12,809,3,0,5,3,False,0,0,20,True
1257,57,57,17,826,5,4,5,0,False,0,0,20,True
1258,58,58,17,843,4,4,5,1,True,0,0,20,True
1259,59,59,15,858,4,4,5,1,True,0,0,20,True
1260,60,60,16,874,5,1,5,0,False,1,3,20,True
1261,61,61,20,894,6,4,5,2,False,0,0,20,False
1262,62,62,19,913,5,1,5,0,False,0,0,20,True
1263,63,63,9,922,5,4,5,0,False,0,0,20,True
1264,64,64,9,931,5,6,5,0,False,0,0,20,True
1265,65,65,16,947,4,4,5,1,True,0,0,20,True
1266,66,66,21,968,5,5,5,0,True,0,0,20,True
1267,67,67,16,984,4,4,5,1,True,0,0,20,True
1268,68,68,14,998,4,5,5,1,False,0,0,20,True
1269,69,69,16,1014,6,4,5,2,False,0,0,20,False
1270,70,70,21,1035,5,5,5,0,True,0,0,20,True
1271,71,71,12,1047,5,5,5,0,True,0,0,20,True
1272,72,72,8,1055,5,4,5,0,False,0,0,20,True
1273,73,73,10,1065,2,5,5,3,False,0,0,20,True
1274,74,74,8,1073,5,4,5,0,False,0,0,20,True
1275,75,75,10,1083,6,4,5,2,False,0,0,20,True
1276,76,76,12,1095,6,5,5,2,False,0,0,20,True
1277,77,77,9,1104,5,5,5,0,True,0,0,20,True
1278,78,78,4,1108,5,-1,5,0,False,0,0,20,True
1279,79,79,9,1117,4,1,5,1,False,0,0,20,True
1280,80,80,17,1134,5,1,5,0,False,1,4,20,True
1281,81,81,15,1149,4,4,5,1,True,0,0,20,True
1282,82,82,9,1158,2,4,5,3,False,0,0,20,True
1283,83,83,21,1179,5,4,5,0,False,0,0,20,True
1284,84,84,20,1199,6,4,5,2,False,0,0,20,True
1285,85,85,13,1212,2,4,5,3,False,0,0,20,True
1286,86,86,9,1221,2,4,5,3,False,0,0,20,False
1287,87,87,16,1237,5,5,5,0,True,0,0,20,True
1288,88,88,16,1253,5,4,5,0,False,0,0,20,True
1289,89,89,18,1271,5,4,5,0,False,0,0,20,True
1290,90,90,13,1284,5,4,5,0,False,0,0,20,True
1291,91,91,12,1296,5,4,5,0,False,0,0,20,True
1292,92,92,9,1305,6,5,5,2,False,0,0,20,True
1293,93,93,12,1317,4,5,5,1,False,0,0,20,True
1294,94,94,18,1335,2,5,5,3,False,0,0,20,False
1295,95,95,12,1347,3,4,5,3,False,0,0,20,True
1296,96,96,20,1367,5,5,5,0,True,0,0,20,True
1297,97,97,9,1376,6,5,5,2,False,0,0,20,True
1298,98,98,21,1397,4,5,5,1,False,0,0,20,True
1299,99,99,11,1408,5,5,5,0,True,0,0,20,True
1300,0,0,17,17,2,7,2,0,False,0,0,21,True
1301,1,1,15,32,3,7,2,1,False,0,0,21,True
1302,2,2,15,47,0,0,2,2,True,0,0,21,True
1303,3,3,8,55,2,0,2,0,False,0,0,21,True
1304,4,4,17,72,2,3,2,0,False,0,0,21,True
1305,5,5,11,83,2,2,2,0,True,0,0,21,True
1306,6,6,21,104,2,2,2,0,True,0,0,21,True
1307,7,7,10,114,3,7,2,1,False,0,0,21,True
1308,8,8,16,130,4,4,2,3,True,0,0,21,True
1309,9,9,12,142,2,2,2,0,True,0,0,21,True
1310,10,10,14,156,2,3,2,0,False,0,0,21,True
1311,11,11,20,176,2,2,2,0,True,0,0,21,True
1312,12,12,11,187,5,5,2,3,True,0,0,21,True
1313,13,13,15,202,3,5,2,1,False,0,0,21,True
1314,14,14,13,215,4,0,2,3,False,0,0,21,True
1315,15,15,19,234,4,4,2,3,True,0,0,21,True
1316,16,16,11,245,2,5,2,0,False,0,0,21,True
1317,17,17,21,266,3,3,2,1,True,0,0,21,False
1318,18,18,11,277,3,3,2,1,True,0,0,21,True
1319,19,19,10,287,2,0,2,0,False,0,0,21,True
1320,20,20,12,299,1,0,2,2,False,0,0,21,True
1321,21,21,21,320,6,6,2,3,True,0,0,21,True
1322,22,22,22,342,3,3,2,1,True,0,0,21,True
1323,23,23,10,352,2,7,2,0,False,1,1,21,True
1324,24,24,14,366,2,0,2,0,False,0,0,21,True
1325,25,25,11,377,2,2,2,0,True,0,0,21,True
1326,26,26,19,396,2,2,2,0,True,0,0,21,True
1327,27,27,16,412,6,3,2,3,False,0,0,21,True
1328,28,28,16,428,2,2,2,0,True,0,0,21,True
1329,29,29,20,448,1,1,2,2,True,0,0,21,True
1330,30,30,13,461,2,0,2,0,False,0,0,21,True
1331,31,31,15,476,2,2,2,0,True,0,0,21,True
1332,32,32,10,486,5,7,2,3,False,0,0,21,False
1333,33,33,21,507,1,1,2,2,True,0,0,21,True
1334,34,34,9,516,3,2,2,1,False,0,0,21,True
1335,35,35,11,527,4,0,2,3,False,0,0,21,True
1336,36,36,8,535,2,7,2,0,False,0,0,21,True
1337,37,37,21,556,2,1,2,0,False,0,0,21,True
1338,38,38,23,579,2,2,2,0,True,0,0,21,True
1339,39,39,20,599,1,1,2,2,True,0,0,21,True
1340,40,40,4,603,2,5,2,0,False,1,2,21,True
1341,41,41,10,613,2,3,2,0,False,0,0,21,True
1342,42,42,14,627,2,2,2,0,True,0,0,21,False
1343,43,43,9,636,2,2,2,0,True,0,0,21,True
1344,44,44,20,656,5,5,2,3,True,0,0,21,True
1345,45,45,16,672,2,2,2,0,True,0,0,21,True
1346,46,46,13,685,3,2,2,1,False,0,0,21,False
1347,47,47,14,699,2,2,2,0,True,0,0,21,True
1348,48,48,21,720,2,0,2,0,False,0,0,21,True
1349,49,49,8,728,2,3,2,0,False,0,0,21,True
1350,50,50,18,746,1,1,2,2,True,0,0,21,False
1351,51,51,24,770,1,1,2,2,True,0,0,21,True
1352,52,52,18,788,2,2,2,0,True,0,0,21,True
1353,53,53,17,805,2,7,2,0,False,0,0,21,True
1354,54,54,13,818,3,2,2,1,False,0,0,21,True
1355,55,55,11,829,2,2,2,0,True,0,0,21,True
1356,56,56,9,838,2,2,2,0,True,0,0,21,True
1357,57,57,13,851,2,2,2,0,True,0,0,21,True
1358,58,58,9,860,2,2,2,0,True,0,0,21,False
1359,59,59,9,869,2,2,2,0,True,0,0,21,True
1360,60,60,15,884,2,2,2,0,True,1,3,21,True
1361,61,61,20,904,1,1,2,2,True,0,0,21,True
1362,62,62,15,919,4,3,2,3,False,0,0,21,True
1363,63,63,13,932,3,3,2,1,True,0,0,21,True
1364,64,64,13,945,1,1,2,2,True,0,0,21,True
1365,65,65,25,970,2,2,2,0,True,0,0,21,True
1366,66,66,15,985,1,1,2,2,True,0,0,21,True
1367,67,67,17,1002,6,7,2,3,False,0,0,21,True
1368,68,68,21,1023,2,2,2,0,True,0,0,21,True
1369,69,69,14,1037,2,2,2,0,True,0,0,21,True
1370,70,70,15,1052,4,4,2,3,True,0,0,21,True
1371,71,71,15,1067,4,4,2,3,True,0,0,21,True
1372,72,72,16,1083,1,1,2,2,True,0,0,21,True
1373,73,73,23,1106,5,5,2,3,True,0,0,21,True
1374,74,74,13,1119,1,1,2,2,True,0,0,21,True
1375,75,75,17,1136,3,3,2,1,True,0,0,21,False
1376,76,76,20,1156,3,3,2,1,True,0,0,21,True
1377,77,77,13,1169,2,2,2,0,True,0,0,21,True
1378,78,78,21,1190,2,2,2,0,True,0,0,21,True
1379,79,79,17,1207,6,6,2,3,True,0,0,21,True
1380,80,80,21,1228,2,2,2,0,True,1,4,21,True
1381,81,81,17,1245,3,2,2,1,False,0,0,21,True
1382,82,82,18,1263,2,2,2,0,True,0,0,21,True
1383,83,83,20,1283,1,1,2,2,True,0,0,21,False
1384,84,84,24,1307,2,2,2,0,True,0,0,21,True
1385,85,85,15,1322,1,1,2,2,True,0,0,21,True
1386,86,86,20,1342,2,2,2,0,True,0,0,21,False
1387,87,87,13,1355,3,3,2,1,True,0,0,21,True
1388,88,88,17,1372,4,4,2,3,True,0,0,21,False
1389,89,89,23,1395,3,3,2,1,True,0,0,21,True
1390,90,90,14,1409,2,2,2,0,True,0,0,21,True
1391,91,91,20,1429,3,3,2,1,True,0,0,21,True
1392,92,92,22,1451,1,1,2,2,True,0,0,21,True
1393,93,93,13,1464,3,3,2,1,True,0,0,21,True
1394,94,94,18,1482,2,2,2,0,True,0,0,21,True
1395,95,95,11,1493,2,2,2,0,True,0,0,21,True
1396,96,96,12,1505,5,5,2,3,True,0,0,21,True
1397,97,97,16,1521,2,2,2,0,True,0,0,21,True
1398,98,98,15,1536,2,2,2,0,True,0,0,21,True
1399,99,99,23,1559,6,6,2,3,True,0,0,21,True
1400,0,0,12,12,0,0,3,2,True,0,0,22,True
1401,1,1,11,23,3,2,3,0,False,0,0,22,True
1402,2,2,18,41,3,1,3,0,False,0,0,22,True
1403,3,3,14,55,3,2,3,0,False,0,0,22,True
1404,4,4,21,76,3,3,3,0,True,0,0,22,True
1405,5,5,13,89,2,1,3,1,False,0,0,22,True
1406,6,6,11,100,3,1,3,0,False,0,0,22,True
1407,7,7,21,121,3,3,3,0,True,0,0,22,True
1408,8,8,12,133,3,3,3,0,True,0,0,22,True
1409,9,9,17,150,5,5,3,3,True,0,0,22,False
1410,10,10,18,168,3,3,3,0,True,0,0,22,True
1411,11,11,23,191,3,3,3,0,True,0,0,22,True
1412,12,12,24,215,2,2,3,1,True,0,0,22,True
1413,13,13,17,232,3,2,3,0,False,0,0,22,True
1414,14,14,19,251,3,7,3,0,False,0,0,22,True
1415,15,15,16,267,3,3,3,0,True,0,0,22,True
1416,16,16,17,284,2,1,3,1,False,0,0,22,True
1417,17,17,15,299,2,0,3,1,False,0,0,22,True
1418,18,18,15,314,1,1,3,2,True,0,0,22,True
1419,19,19,14,328,3,3,3,0,True,0,0,22,True
1420,20,20,7,335,4,7,3,3,False,0,0,22,True
1421,21,21,8,343,3,2,3,0,False,1,1,22,True
1422,22,22,16,359,5,5,3,3,True,0,0,22,True
1423,23,23,13,372,0,3,3,2,False,0,0,22,True
1424,24,24,15,387,1,5,3,2,False,0,0,22,True
1425,25,25,20,407,3,3,3,0,True,0,0,22,True
1426,26,26,13,420,3,3,3,0,True,0,0,22,True
1427,27,27,10,430,1,0,3,2,False,0,0,22,True
1428,28,28,10,440,2,2,3,1,True,0,0,22,True
1429,29,29,15,455,6,6,3,3,True,0,0,22,True
1430,30,30,6,461,7,3,3,3,False,0,0,22,True
1431,31,31,12,473,3,3,3,0,True,0,0,22,True
1432,32,32,14,487,3,3,3,0,True,0,0,22,True
1433,33,33,19,506,2,2,3,1,True,0,0,22,True
1434,34,34,10,516,5,5,3,3,True,0,0,22,True
1435,35,35,21,537,0,0,3,2,True,0,0,22,True
1436,36,36,12,549,0,0,3,2,True,0,0,22,False
1437,37,37,20,569,0,0,3,2,True,0,0,22,True
1438,38,38,21,590,3,3,3,0,True,0,0,22,True
1439,39,39,18,608,3,3,3,0,True,0,0,22,True
1440,40,40,19,627,3,7,3,0,False,1,2,22,True
