,X,trial,trial_reward,total_reward,optimal_path,chosen_path,habit_path,distance,optimality,habit_test_trial,n_habit_test_trial,id,on_optimal_path
475,75,75,14,1166,6,6,3,3,True,0,0,13,True
476,76,76,18,1184,3,3,3,0,True,0,0,13,True
477,77,77,18,1202,3,0,3,0,False,0,0,13,True
478,78,78,20,1222,3,3,3,0,True,0,0,13,True
479,79,79,21,1243,2,2,3,1,True,0,0,13,False
480,80,80,18,1261,1,1,3,2,True,0,0,13,True
481,81,81,17,1278,1,1,3,2,True,0,0,13,True
482,82,82,11,1289,3,3,3,0,True,1,4,13,True
483,83,83,20,1309,3,3,3,0,True,0,0,13,True
484,84,84,9,1318,3,0,3,0,False,0,0,13,True
485,85,85,14,1332,1,1,3,2,True,0,0,13,True
486,86,86,14,1346,3,0,3,0,False,0,0,13,True
487,87,87,21,1367,3,1,3,0,False,0,0,13,True
488,88,88,11,1378,3,1,3,0,False,0,0,13,True
489,89,89,20,1398,3,5,3,0,False,0,0,13,True
490,90,90,10,1408,6,1,3,3,False,0,0,13,True
491,91,91,22,1430,2,2,3,1,True,0,0,13,True
492,92,92,9,1439,3,0,3,0,False,0,0,13,True
493,93,93,16,1455,3,3,3,0,True,0,0,13,True
494,94,94,24,1479,3,3,3,0,True,0,0,13,True
495,95,95,17,1496,3,0,3,0,False,0,0,13,True
496,96,96,19,1515,1,1,3,2,True,0,0,13,True
497,97,97,10,1525,3,0,3,0,False,0,0,13,True
498,98,98,14,1539,6,5,3,3,False,0,0,13,True
499,99,99,11,1550,2,3,3,1,False,0,0,13,True
500,0,0,5,5,5,0,5,0,False,0,0,14,True
501,1,1,19,24,5,4,5,0,False,0,0,14,True
502,2,2,9,33,5,0,5,0,False,0,0,14,True
503,3,3,21,54,7,6,5,2,False,0,0,14,True
504,4,4,12,66,5,4,5,0,False,0,0,14,True
505,5,5,19,85,5,5,5,0,True,0,0,14,True
506,6,6,20,105,5,4,5,0,False,0,0,14,True
507,7,7,22,127,0,0,5,3,True,0,0,14,True
508,8,8,21,148,0,0,5,3,True,0,0,14,True
509,9,9,14,162,7,6,5,2,False,0,0,14,True
510,10,10,9,171,6,1,5,2,False,0,0,14,True
511,11,11,17,188,4,4,5,1,True,0,0,14,True
512,12,12,14,202,0,0,5,3,True,0,0,14,True
513,13,13,15,217,7,4,5,2,False,0,0,14,True
514,14,14,21,238,4,4,5,1,True,0,0,14,True
515,15,15,11,249,7,6,5,2,False,0,0,14,True
516,16,16,21,270,6,6,5,2,True,0,0,14,True
517,17,17,14,284,5,0,5,0,False,0,0,14,True
518,18,18,16,300,2,0,5,3,False,0,0,14,True
519,19,19,13,313,5,6,5,0,False,0,0,14,True
520,20,20,16,329,5,5,5,0,True,1,1,14,True
521,21,21,19,348,0,0,5,3,True,0,0,14,True
522,22,22,17,365,5,5,5,0,True,0,0,14,True
523,23,23,17,382,5,5,5,0,True,0,0,14,True
524,24,24,10,392,5,5,5,0,True,0,0,14,True
525,25,25,14,406,7,5,5,2,False,0,0,14,True
526,26,26,13,419,6,6,5,2,True,0,0,14,True
527,27,27,24,443,5,5,5,0,True,0,0,14,True
528,28,28,7,450,5,4,5,0,False,0,0,14,True
529,29,29,11,461,5,5,5,0,True,0,0,14,True
530,30,30,17,478,7,5,5,2,False,0,0,14,True
531,31,31,20,498,4,3,5,1,False,0,0,14,True
532,32,32,15,513,5,5,5,0,True,0,0,14,True
533,33,33,18,531,5,2,5,0,False,0,0,14,True
534,34,34,13,544,5,5,5,0,True,0,0,14,True
535,35,35,16,560,5,5,5,0,True,0,0,14,True
536,36,36,11,571,5,5,5,0,True,0,0,14,True
537,37,37,14,585,7,5,5,2,False,0,0,14,True
538,38,38,21,606,4,5,5,1,False,0,0,14,True
539,39,39,10,616,0,0,5,3,True,0,0,14,True
540,40,40,24,640,4,4,5,1,True,0,0,14,True
541,41,41,16,656,5,0,5,0,False,1,2,14,True
542,42,42,19,675,5,5,5,0,True,0,0,14,True
543,43,43,21,696,5,4,5,0,False,0,0,14,True
544,44,44,15,711,5,5,5,0,True,0,0,14,True
545,45,45,13,724,5,5,5,0,True,0,0,14,True
546,46,46,17,741,6,7,5,2,False,0,0,14,True
547,47,47,24,765,4,4,5,1,True,0,0,14,True
548,48,48,21,786,5,5,5,0,True,0,0,14,True
549,49,49,23,809,5,5,5,0,True,0,0,14,True
550,50,50,15,824,4,4,5,1,True,0,0,14,True
551,51,51,16,840,4,4,5,1,True,0,0,14,False
552,52,52,17,857,6,6,5,2,True,0,0,14,False
553,53,53,17,874,6,6,5,2,True,0,0,14,True
554,54,54,21,895,5,4,5,0,False,0,0,14,True
555,55,55,15,910,5,5,5,0,True,0,0,14,True
556,56,56,10,920,5,5,5,0,True,0,0,14,True
557,57,57,21,941,5,5,5,0,True,0,0,14,True
558,58,58,18,959,4,4,5,1,True,0,0,14,True
559,59,59,19,978,1,0,5,3,False,0,0,14,True
560,60,60,10,988,3,0,5,3,False,0,0,14,True
561,61,61,24,1012,5,5,5,0,True,1,3,14,True
562,62,62,18,1030,5,5,5,0,True,0,0,14,True
563,63,63,11,1041,6,5,5,2,False,0,0,14,True
564,64,64,13,1054,2,0,5,3,False,0,0,14,True
565,65,65,17,1071,5,5,5,0,True,0,0,14,True
566,66,66,10,1081,3,1,5,3,False,0,0,14,True
567,67,67,15,1096,1,1,5,3,True,0,0,14,True
568,68,68,24,1120,6,7,5,2,False,0,0,14,True
569,69,69,21,1141,5,4,5,0,False,0,0,14,True
570,70,70,15,1156,4,4,5,1,True,0,0,14,True
571,71,71,10,1166,5,5,5,0,True,0,0,14,True
572,72,72,13,1179,4,4,5,1,True,0,0,14,False
573,73,73,17,1196,3,3,5,3,True,0,0,14,True
574,74,74,21,1217,2,3,5,3,False,0,0,14,False
575,75,75,22,1239,2,2,5,3,True,0,0,14,False
576,76,76,13,1252,5,5,5,0,True,0,0,14,True
577,77,77,12,1264,6,5,5,2,False,0,0,14,True
578,78,78,16,1280,6,7,5,2,False,0,0,14,True
579,79,79,18,1298,4,4,5,1,True,0,0,14,True
580,80,80,16,1314,5,5,5,0,True,1,4,14,True
581,81,81,13,1327,6,4,5,2,False,0,0,14,True
582,82,82,12,1339,5,4,5,0,False,0,0,14,True
583,83,83,19,1358,2,3,5,3,False,0,0,14,False
584,84,84,18,1376,5,5,5,0,True,0,0,14,True
585,85,85,15,1391,2,6,5,3,False,0,0,14,False
586,86,86,7,1398,5,7,5,0,False,0,0,14,True
587,87,87,17,1415,4,4,5,1,True,0,0,14,True
588,88,88,15,1430,5,4,5,0,False,0,0,14,True
589,89,89,19,1449,5,5,5,0,True,0,0,14,True
590,90,90,11,1460,5,5,5,0,True,0,0,14,True
591,91,91,16,1476,5,2,5,0,False,0,0,14,False
592,92,92,18,1494,4,4,5,1,True,0,0,14,True
593,93,93,8,1502,5,0,5,0,False,0,0,14,True
594,94,94,14,1516,5,5,5,0,True,0,0,14,True
595,95,95,20,1536,6,7,5,2,False,0,0,14,True
596,96,96,13,1549,5,5,5,0,True,0,0,14,True
597,97,97,21,1570,6,6,5,2,True,0,0,14,True
598,98,98,13,1583,5,5,5,0,True,0,0,14,True
599,99,99,18,1601,5,5,5,0,True,0,0,14,True
600,0,0,6,6,3,1,3,0,False,0,0,15,True
601,1,1,4,10,3,5,3,0,False,0,0,15,True
602,2,2,16,26,0,0,3,2,True,0,0,15,True
603,3,3,10,36,3,4,3,0,False,0,0,15,True
604,4,4,21,57,3,3,3,0,True,0,0,15,True
605,5,5,19,76,1,1,3,2,True,0,0,15,True
606,6,6,16,92,3,3,3,0,True,0,0,15,True
607,7,7,21,113,3,3,3,0,True,0,0,15,True
608,8,8,16,129,3,3,3,0,True,0,0,15,True
609,9,9,13,142,1,7,3,2,False,0,0,15,True
610,10,10,12,154,4,4,3,3,True,0,0,15,True
611,11,11,20,174,3,1,3,0,False,0,0,15,False
612,12,12,22,196,4,4,3,3,True,0,0,15,True
613,13,13,23,219,3,3,3,0,True,0,0,15,True
614,14,14,18,237,4,5,3,3,False,0,0,15,True
615,15,15,8,245,3,7,3,0,False,0,0,15,True
616,16,16,11,256,3,3,3,0,True,0,0,15,True
617,17,17,22,278,4,4,3,3,True,0,0,15,True
618,18,18,14,292,3,3,3,0,True,0,0,15,True
619,19,19,22,314,3,3,3,0,True,0,0,15,True
620,20,20,6,320,2,5,3,1,False,0,0,15,True
621,21,21,14,334,3,5,3,0,False,1,1,15,True
622,22,22,9,343,1,1,3,2,True,0,0,15,True
623,23,23,13,356,2,2,3,1,True,0,0,15,True
624,24,24,17,373,4,4,3,3,True,0,0,15,True
625,25,25,23,396,3,2,3,0,False,0,0,15,True
626,26,26,22,418,2,2,3,1,True,0,0,15,True
627,27,27,17,435,0,0,3,2,True,0,0,15,True
628,28,28,10,445,6,2,3,3,False,0,0,15,True
629,29,29,7,452,5,5,3,3,True,0,0,15,True
630,30,30,22,474,3,2,3,0,False,0,0,15,True
631,31,31,19,493,0,0,3,2,True,0,0,15,True
632,32,32,13,506,2,2,3,1,True,0,0,15,True
633,33,33,10,516,6,6,3,3,True,0,0,15,True
634,34,34,11,527,3,3,3,0,True,0,0,15,True
635,35,35,22,549,3,2,3,0,False,0,0,15,True
636,36,36,10,559,3,3,3,0,True,0,0,15,True
637,37,37,12,571,2,2,3,1,True,0,0,15,True
638,38,38,12,583,7,6,3,3,False,0,0,15,True
639,39,39,11,594,3,3,3,0,True,0,0,15,True
640,40,40,22,616,1,1,3,2,True,0,0,15,True
641,41,41,13,629,2,1,3,1,False,0,0,15,True
642,42,42,18,647,2,2,3,1,True,0,0,15,True
643,43,43,11,658,3,5,3,0,False,1,2,15,True
644,44,44,12,670,4,4,3,3,True,0,0,15,True
645,45,45,15,685,1,1,3,2,True,0,0,15,True
646,46,46,8,693,3,1,3,0,False,0,0,15,True
647,47,47,21,714,1,1,3,2,True,0,0,15,False
648,48,48,16,730,2,2,3,1,True,0,0,15,True
649,49,49,22,752,3,3,3,0,True,0,0,15,True
650,50,50,12,764,3,3,3,0,True,0,0,15,True
651,51,51,11,775,3,3,3,0,True,0,0,15,False
652,52,52,13,788,2,2,3,1,True,0,0,15,True
653,53,53,23,811,3,3,3,0,True,0,0,15,True
654,54,54,19,830,5,5,3,3,True,0,0,15,True
655,55,55,11,841,3,3,3,0,True,0,0,15,True
656,56,56,13,854,2,2,3,1,True,0,0,15,False
657,57,57,9,863,3,3,3,0,True,0,0,15,True
658,58,58,14,877,6,5,3,3,False,0,0,15,True
659,59,59,19,896,3,3,3,0,True,0,0,15,True
660,60,60,16,912,3,2,3,0,False,1,3,15,True
661,61,61,11,923,3,3,3,0,True,0,0,15,True
662,62,62,20,943,3,2,3,0,False,0,0,15,True
663,63,63,15,958,3,3,3,0,True,0,0,15,False
664,64,64,14,972,2,2,3,1,True,0,0,15,True
665,65,65,17,989,6,6,3,3,True,0,0,15,True
666,66,66,13,1002,4,4,3,3,True,0,0,15,False
667,67,67,14,1016,3,3,3,0,True,0,0,15,True
668,68,68,11,1027,3,3,3,0,True,0,0,15,True
669,69,69,11,1038,3,3,3,0,True,0,0,15,True
670,70,70,13,1051,2,2,3,1,True,0,0,15,True
671,71,71,10,1061,3,2,3,0,False,0,0,15,True
672,72,72,20,1081,4,4,3,3,True,0,0,15,True
673,73,73,13,1094,1,2,3,2,False,0,0,15,True
674,74,74,12,1106,3,3,3,0,True,0,0,15,False
675,75,75,16,1122,3,3,3,0,True,0,0,15,True
676,76,76,6,1128,3,4,3,0,False,0,0,15,True
677,77,77,15,1143,1,0,3,2,False,0,0,15,True
678,78,78,17,1160,5,5,3,3,True,0,0,15,True
679,79,79,20,1180,1,1,3,2,True,0,0,15,True
680,80,80,9,1189,3,3,3,0,True,1,4,15,True
681,81,81,12,1201,3,1,3,0,False,0,0,15,True
682,82,82,14,1215,2,2,3,1,True,0,0,15,True
683,83,83,16,1231,2,2,3,1,True,0,0,15,True
684,84,84,21,1252,3,3,3,0,True,0,0,15,True
685,85,85,23,1275,3,3,3,0,True,0,0,15,True
686,86,86,18,1293,1,0,3,2,False,0,0,15,True
687,87,87,15,1308,5,5,3,3,True,0,0,15,False
688,88,88,14,1322,3,3,3,0,True,0,0,15,True
689,89,89,20,1342,3,3,3,0,True,0,0,15,True
690,90,90,9,1351,3,3,3,0,True,0,0,15,True
691,91,91,15,1366,1,4,3,2,False,0,0,15,True
692,92,92,25,1391,5,5,3,3,True,0,0,15,True
693,93,93,19,1410,3,3,3,0,True,0,0,15,True
694,94,94,12,1422,5,5,3,3,True,0,0,15,True
695,95,95,21,1443,2,2,3,1,True,0,0,15,True
696,96,96,7,1450,1,4,3,2,False,0,0,15,True
697,97,97,16,1466,3,3,3,0,True,0,0,15,True
698,98,98,22,1488,3,3,3,0,True,0,0,15,True
699,99,99,25,1513,1,1,3,2,True,0,0,15,True
700,0,0,16,16,4,3,4,0,False,0,0,16,True
701,1,1,18,34,4,4,4,0,True,0,0,16,True
702,2,2,9,43,4,5,4,0,False,0,0,16,True
703,3,3,20,63,4,4,4,0,True,0,0,16,True
704,4,4,11,74,4,4,4,0,True,0,0,16,True
705,5,5,10,84,6,4,4,2,False,0,0,16,True
706,6,6,10,94,6,2,4,2,False,0,0,16,True
707,7,7,12,106,4,4,4,0,True,0,0,16,True
708,8,8,24,130,5,5,4,1,True,0,0,16,True
709,9,9,22,152,1,1,4,3,True,0,0,16,True
710,10,10,15,167,5,4,4,1,False,0,0,16,True
711,11,11,13,180,4,0,4,0,False,0,0,16,True
712,12,12,16,196,5,6,4,1,False,0,0,16,True
713,13,13,9,205,0,0,4,3,True,0,0,16,False
714,14,14,17,222,4,4,4,0,True,0,0,16,True
715,15,15,16,238,6,6,4,2,True,0,0,16,True
716,16,16,20,258,4,4,4,0,True,0,0,16,True
717,17,17,10,268,6,6,4,2,True,0,0,16,True
718,18,18,8,276,2,3,4,3,False,0,0,16,True
719,19,19,18,294,4,4,4,0,True,0,0,16,True
720,20,20,15,309,5,5,4,1,True,0,0,16,True
721,21,21,20,329,5,5,4,1,True,0,0,16,True
722,22,22,12,341,4,0,4,0,False,1,1,16,True
723,23,23,20,361,5,5,4,1,True,0,0,16,True
724,24,24,14,375,4,4,4,0,True,0,0,16,True
725,25,25,21,396,4,4,4,0,True,0,0,16,True
726,26,26,23,419,0,0,4,3,True,0,0,16,True
727,27,27,16,435,4,4,4,0,True,0,0,16,True
728,28,28,13,448,4,4,4,0,True,0,0,16,True
729,29,29,18,466,7,6,4,2,False,0,0,16,True
730,30,30,10,476,4,4,4,0,True,0,0,16,True
731,31,31,7,483,1,0,4,3,False,0,0,16,True
732,32,32,14,497,2,0,4,3,False,0,0,16,True
733,33,33,23,520,4,4,4,0,True,0,0,16,True
734,34,34,19,539,4,4,4,0,True,0,0,16,True
735,35,35,20,559,5,5,4,1,True,0,0,16,True
736,36,36,8,567,1,5,4,3,False,0,0,16,False
737,37,37,19,586,4,4,4,0,True,0,0,16,True
738,38,38,20,606,3,6,4,3,False,0,0,16,True
739,39,39,16,622,4,4,4,0,True,0,0,16,True
740,40,40,7,629,4,0,4,0,False,1,2,16,True
741,41,41,14,643,3,0,4,3,False,0,0,16,True
742,42,42,18,661,5,5,4,1,True,0,0,16,True
743,43,43,9,670,4,4,4,0,True,0,0,16,True
744,44,44,15,685,4,4,4,0,True,0,0,16,False
745,45,45,18,703,4,4,4,0,True,0,0,16,True
746,46,46,12,715,4,4,4,0,True,0,0,16,True
747,47,47,13,728,4,4,4,0,True,0,0,16,True
748,48,48,19,747,6,7,4,2,False,0,0,16,True
749,49,49,11,758,5,7,4,1,False,0,0,16,False
750,50,50,17,775,4,4,4,0,True,0,0,16,True
751,51,51,12,787,2,1,4,3,False,0,0,16,True
752,52,52,22,809,4,4,4,0,True,0,0,16,True
753,53,53,20,829,4,4,4,0,True,0,0,16,True
754,54,54,15,844,6,6,4,2,True,0,0,16,True
755,55,55,9,853,2,4,4,3,False,0,0,16,True
756,56,56,11,864,2,4,4,3,False,0,0,16,True
757,57,57,25,889,4,4,4,0,True,0,0,16,True
758,58,58,15,904,4,4,4,0,True,0,0,16,True
759,59,59,17,921,3,0,4,3,False,0,0,16,True
760,60,60,15,936,4,5,4,0,False,1,3,16,True
761,61,61,23,959,4,4,4,0,True,0,0,16,True
762,62,62,13,972,5,5,4,1,True,0,0,16,True
763,63,63,16,988,1,1,4,3,True,0,0,16,True
764,64,64,12,1000,6,5,4,2,False,0,0,16,True
765,65,65,26,1026,1,1,4,3,True,0,0,16,True
766,66,66,16,1042,4,4,4,0,True,0,0,16,True
767,67,67,16,1058,4,4,4,0,True,0,0,16,True
768,68,68,20,1078,4,4,4,0,True,0,0,16,True
769,69,69,10,1088,4,4,4,0,True,0,0,16,True
770,70,70,23,1111,4,4,4,0,True,0,0,16,True
771,71,71,13,1124,4,4,4,0,True,0,0,16,True
772,72,72,13,1137,4,4,4,0,True,0,0,16,True
773,73,73,21,1158,5,5,4,1,True,0,0,16,False
774,74,74,14,1172,5,5,4,1,True,0,0,16,True
775,75,75,20,1192,5,5,4,1,True,0,0,16,True
776,76,76,22,1214,4,4,4,0,True,0,0,16,True
777,77,77,16,1230,6,6,4,2,True,0,0,16,True
778,78,78,17,1247,6,6,4,2,True,0,0,16,True
779,79,79,15,1262,6,4,4,2,False,0,0,16,False
780,80,80,16,1278,4,4,4,0,True,1,4,16,True
781,81,81,16,1294,4,4,4,0,True,0,0,16,True
782,82,82,23,1317,4,4,4,0,True,0,0,16,True
783,83,83,18,1335,4,4,4,0,True,0,0,16,True
784,84,84,20,1355,6,6,4,2,True,0,0,16,True
785,85,85,17,1372,4,4,4,0,True,0,0,16,True
786,86,86,17,1389,6,6,4,2,True,0,0,16,True
787,87,87,15,1404,4,4,4,0,True,0,0,16,True
788,88,88,15,1419,2,0,4,3,False,0,0,16,True
789,89,89,14,1433,6,6,4,2,True,0,0,16,True
790,90,90,16,1449,2,0,4,3,False,0,0,16,True
791,91,91,14,1463,4,4,4,0,True,0,0,16,True
792,92,92,26,1489,4,4,4,0,True,0,0,16,True
793,93,93,22,1511,4,4,4,0,True,0,0,16,True
794,94,94,22,1533,5,5,4,1,True,0,0,16,True
795,95,95,15,1548,5,5,4,1,True,0,0,16,False
796,96,96,15,1563,1,1,4,3,True,0,0,16,True
797,97,97,18,1581,6,6,4,2,True,0,0,16,True
798,98,98,20,1601,5,5,4,1,True,0,0,16,True
799,99,99,17,1618,5,5,4,1,True,0,0,16,True
800,0,0,23,23,5,5,5,0,True,0,0,17,True
801,1,1,13,36,5,5,5,0,True,0,0,17,True
802,2,2,19,55,4,6,5,1,False,0,0,17,True
803,3,3,14,69,7,7,5,2,True,0,0,17,True
804,4,4,15,84,3,4,5,3,False,0,0,17,True
805,5,5,20,104,5,5,5,0,True,0,0,17,True
806,6,6,8,112,7,7,5,2,True,0,0,17,True
807,7,7,15,127,5,5,5,0,True,0,0,17,True
808,8,8,10,137,5,5,5,0,True,0,0,17,True
809,9,9,15,152,5,5,5,0,True,0,0,17,False
810,10,10,23,175,6,4,5,2,False,0,0,17,True
811,11,11,17,192,2,5,5,3,False,0,0,17,True
812,12,12,24,216,5,5,5,0,True,0,0,17,True
813,13,13,13,229,1,0,5,3,False,0,0,17,True
814,14,14,14,243,3,5,5,3,False,0,0,17,True
815,15,15,19,262,5,5,5,0,True,0,0,17,True
816,16,16,7,269,5,2,5,0,False,0,0,17,True
817,17,17,18,287,4,4,5,1,True,0,0,17,True
818,18,18,16,303,5,5,5,0,True,0,0,17,True
819,19,19,17,320,6,7,5,2,False,0,0,17,True
820,20,20,16,336,1,7,5,3,False,0,0,17,True
821,21,21,15,351,4,4,5,1,True,0,0,17,True
822,22,22,17,368,5,4,5,0,False,1,1,17,True
823,23,23,13,381,5,5,5,0,True,0,0,17,True
824,24,24,23,404,5,5,5,0,True,0,0,17,True
825,25,25,16,420,5,5,5,0,True,0,0,17,True
826,26,26,10,430,0,0,5,3,True,0,0,17,True
827,27,27,9,439,4,0,5,1,False,0,0,17,True
828,28,28,16,455,4,5,5,1,False,0,0,17,True
829,29,29,21,476,5,5,5,0,True,0,0,17,True
830,30,30,16,492,5,5,5,0,True,0,0,17,True
831,31,31,21,513,5,7,5,0,False,0,0,17,True
832,32,32,22,535,5,5,5,0,True,0,0,17,True
833,33,33,17,552,0,0,5,3,True,0,0,17,True
834,34,34,20,572,4,7,5,1,False,0,0,17,True
835,35,35,10,582,4,5,5,1,False,0,0,17,True
836,36,36,14,596,3,0,5,3,False,0,0,17,True
837,37,37,21,617,5,5,5,0,True,0,0,17,True
838,38,38,17,634,4,4,5,1,True,0,0,17,True
839,39,39,21,655,5,5,5,0,True,0,0,17,True
840,40,40,20,675,5,5,5,0,True,1,2,17,True
841,41,41,13,688,6,7,5,2,False,0,0,17,True
842,42,42,9,697,6,4,5,2,False,0,0,17,True
843,43,43,23,720,5,5,5,0,True,0,0,17,True
844,44,44,15,735,5,5,5,0,True,0,0,17,True
845,45,45,10,745,5,5,5,0,True,0,0,17,True
846,46,46,12,757,1,0,5,3,False,0,0,17,True
847,47,47,8,765,5,5,5,0,True,0,0,17,True
848,48,48,19,784,6,7,5,2,False,0,0,17,True
849,49,49,22,806,5,5,5,0,True,0,0,17,True
850,50,50,18,824,5,5,5,0,True,0,0,17,True
851,51,51,23,847,5,5,5,0,True,0,0,17,True
852,52,52,12,859,6,7,5,2,False,0,0,17,True
853,53,53,10,869,2,1,5,3,False,0,0,17,True
854,54,54,13,882,5,5,5,0,True,0,0,17,True
855,55,55,16,898,5,5,5,0,True,0,0,17,True
856,56,56,19,917,6,7,5,2,False,0,0,17,False
857,57,57,19,936,5,5,5,0,True,0,0,17,True
858,58,58,16,952,5,5,5,0,True,0,0,17,True
859,59,59,14,966,4,5,5,1,False,0,0,17,True
860,60,60,13,979,5,4,5,0,False,1,3,17,True
861,61,61,23,1002,5,5,5,0,True,0,0,17,True
862,62,62,11,1013,2,0,5,3,False,0,0,17,True
863,63,63,24,1037,4,4,5,1,True,0,0,17,True
864,64,64,16,1053,4,4,5,1,True,0,0,17,True
865,65,65,14,1067,2,3,5,3,False,0,0,17,True
866,66,66,8,1075,6,5,5,2,False,0,0,17,True
867,67,67,23,1098,6,7,5,2,False,0,0,17,True
868,68,68,17,1115,1,1,5,3,True,0,0,17,True
869,69,69,21,1136,5,0,5,0,False,0,0,17,True
870,70,70,12,1148,5,5,5,0,True,0,0,17,True
871,71,71,21,1169,5,5,5,0,True,0,0,17,True
872,72,72,15,1184,4,4,5,1,True,0,0,17,True
873,73,73,22,1206,5,5,5,0,True,0,0,17,True
874,74,74,11,1217,5,5,5,0,True,0,0,17,True
875,75,75,15,1232,6,5,5,2,False,0,0,17,True
876,76,76,7,1239,5,6,5,0,False,0,0,17,False
877,77,77,20,1259,4,5,5,1,False,0,0,17,True
878,78,78,19,1278,6,5,5,2,False,0,0,17,True
879,79,79,10,1288,5,5,5,0,True,0,0,17,True
880,80,80,19,1307,5,5,5,0,True,1,4,17,True
881,81,81,22,1329,5,5,5,0,True,0,0,17,True
882,82,82,15,1344,2,0,5,3,False,0,0,17,False
883,83,83,19,1363,3,0,5,3,False,0,0,17,True
884,84,84,11,1374,4,5,5,1,False,0,0,17,True
885,85,85,13,1387,4,4,5,1,True,0,0,17,True
886,86,86,22,1409,5,5,5,0,True,0,0,17,True
887,87,87,14,1423,1,0,5,3,False,0,0,17,False
888,88,88,17,1440,5,7,5,0,False,0,0,17,True
889,89,89,24,1464,5,5,5,0,True,0,0,17,True
890,90,90,15,1479,4,5,5,1,False,0,0,17,True
891,91,91,13,1492,6,7,5,2,False,0,0,17,True
892,92,92,24,1516,5,5,5,0,True,0,0,17,True
893,93,93,18,1534,4,4,5,1,True,0,0,17,True
894,94,94,14,1548,5,4,5,0,False,0,0,17,True
895,95,95,17,1565,4,4,5,1,True,0,0,17,True
896,96,96,23,1588,3,2,5,3,False,0,0,17,True
897,97,97,9,1597,2,4,5,3,False,0,0,17,True
898,98,98,20,1617,5,5,5,0,True,0,0,17,True
899,99,99,13,1630,5,5,5,0,True,0,0,17,True
900,0,0,14,14,2,5,2,0,False,0,0,18,True
901,1,1,19,33,2,0,2,0,False,0,0,18,True
902,2,2,19,52,0,0,2,2,True,0,0,18,True
903,3,3,19,71,2,7,2,0,False,0,0,18,True
904,4,4,16,87,2,6,2,0,False,0,0,18,True
905,5,5,6,93,3,4,2,1,False,0,0,18,True
906,6,6,21,114,3,3,2,1,True,0,0,18,True
907,7,7,15,129,4,4,2,3,True,0,0,18,True
908,8,8,9,138,4,4,2,3,True,0,0,18,True
909,9,9,21,159,2,2,2,0,True,0,0,18,True
910,10,10,22,181,0,2,2,2,False,0,0,18,True
911,11,11,16,197,2,2,2,0,True,0,0,18,True
912,12,12,12,209,1,2,2,2,False,0,0,18,True
913,13,13,12,221,3,7,2,1,False,0,0,18,True
914,14,14,13,234,2,2,2,0,True,0,0,18,True
915,15,15,20,254,2,2,2,0,True,0,0,18,True
916,16,16,20,274,2,0,2,0,False,0,0,18,True
917,17,17,14,288,5,7,2,3,False,0,0,18,True
918,18,18,19,307,2,2,2,0,True,0,0,18,True
919,19,19,18,325,3,3,2,1,True,0,0,18,True
920,20,20,15,340,2,2,2,0,True,1,1,18,True
921,21,21,10,350,3,7,2,1,False,0,0,18,True
922,22,22,7,357,1,0,2,2,False,0,0,18,False
923,23,23,15,372,2,0,2,0,False,0,0,18,True
924,24,24,22,394,2,2,2,0,True,0,0,18,True
925,25,25,15,409,5,5,2,3,True,0,0,18,True
926,26,26,10,419,1,1,2,2,True,0,0,18,True
927,27,27,10,429,1,1,2,2,True,0,0,18,True
928,28,28,17,446,6,5,2,3,False,0,0,18,True
929,29,29,11,457,3,3,2,1,True,0,0,18,True
930,30,30,15,472,2,2,2,0,True,0,0,18,True
931,31,31,21,493,2,2,2,0,True,0,0,18,True
932,32,32,8,501,2,7,2,0,False,0,0,18,False
933,33,33,9,510,1,1,2,2,True,0,0,18,True
934,34,34,19,529,2,2,2,0,True,0,0,18,True
935,35,35,14,543,5,5,2,3,True,0,0,18,True
936,36,36,18,561,2,2,2,0,True,0,0,18,True
937,37,37,17,578,2,2,2,0,True,0,0,18,True
938,38,38,13,591,2,5,2,0,False,0,0,18,True
939,39,39,21,612,3,3,2,1,True,0,0,18,True
940,40,40,6,618,2,6,2,0,False,1,2,18,False
941,41,41,13,631,3,5,2,1,False,0,0,18,False
942,42,42,8,639,2,2,2,0,True,0,0,18,True
943,43,43,9,648,2,2,2,0,True,0,0,18,True
944,44,44,16,664,4,5,2,3,False,0,0,18,True
945,45,45,10,674,2,2,2,0,True,0,0,18,True
946,46,46,18,692,1,0,2,2,False,0,0,18,True
947,47,47,12,704,5,5,2,3,True,0,0,18,True
948,48,48,11,715,2,2,2,0,True,0,0,18,True
949,49,49,15,730,2,2,2,0,True,0,0,18,True
950,50,50,12,742,3,6,2,1,False,0,0,18,True
951,51,51,17,759,1,1,2,2,True,0,0,18,True
952,52,52,21,780,1,1,2,2,True,0,0,18,True
953,53,53,14,794,2,4,2,0,False,0,0,18,True
954,54,54,19,813,2,6,2,0,False,0,0,18,True
955,55,55,13,826,3,0,2,1,False,0,0,18,True
956,56,56,19,845,1,1,2,2,True,0,0,18,True
957,57,57,15,860,2,2,2,0,True,0,0,18,True
958,58,58,26,886,4,4,2,3,True,0,0,18,True
959,59,59,11,897,2,3,2,0,False,0,0,18,True
960,60,60,13,910,3,3,2,1,True,0,0,18,True
961,61,61,14,924,4,4,2,3,True,0,0,18,True
962,62,62,6,930,2,0,2,0,False,1,3,18,True
963,63,63,16,946,4,4,2,3,True,0,0,18,True
964,64,64,10,956,2,2,2,0,True,0,0,18,True
965,65,65,23,979,5,5,2,3,True,0,0,18,True
