,id,rho,alpha,ll,model_type
266,9,0.99,0.14,-0.5211461096128671,full
267,9,0.99,1.0,-0.5186088662965966,full
268,9,0.99,7.39,-0.5367386597954538,full
269,9,0.99,54.6,-0.5485538278793491,full
270,9,0.95,0.02,-1.3287671734745299,learn_only
271,9,0.95,0.14,-1.2691528511247818,learn_only
272,9,0.95,1.0,-1.2266673986979528,learn_only
273,9,0.95,7.39,-1.3186029605902152,learn_only
274,9,0.95,54.6,-1.5393156866663533,learn_only
275,9,0.7,1.0,-1.1791377652485673,plan_only
276,9,0.7725,1.0,-0.9891343741415242,plan_only
277,9,0.845,1.0,-0.791837987332813,plan_only
278,9,0.9175,1.0,-0.5943300802392777,plan_only
279,9,0.99,1.0,-0.5524937475671434,plan_only
280,10,0.7,0.02,-0.7889024373365647,full
281,10,0.7,0.14,-0.790196434520683,full
282,10,0.7,1.0,-0.8492585186792934,full
283,10,0.7,7.39,-0.9738236612300458,full
284,10,0.7,54.6,-1.0676744329056065,full
285,10,0.7725,0.02,-0.7008260676037648,full
286,10,0.7725,0.14,-0.6745213013524209,full
287,10,0.7725,1.0,-0.680728796343689,full
288,10,0.7725,7.39,-0.7790687450968128,full
289,10,0.7725,54.6,-0.890540865534849,full
290,10,0.845,0.02,-0.6478270162987316,full
291,10,0.845,0.14,-0.6064862801476366,full
292,10,0.845,1.0,-0.5705511980454454,full
293,10,0.845,7.39,-0.616289841901682,full
294,10,0.845,54.6,-0.7169768141039545,full
295,10,0.9175,0.02,-0.5944725792112499,full
296,10,0.9175,0.14,-0.5506203403966621,full
297,10,0.9175,1.0,-0.5059358195362178,full
298,10,0.9175,7.39,-0.5152303912423251,full
299,10,0.9175,54.6,-0.5740889667014472,full
300,10,0.99,0.02,-0.6208988335688034,full
301,10,0.99,0.14,-0.6283022317945932,full
302,10,0.99,1.0,-0.6553126636959042,full
303,10,0.99,7.39,-0.6911872825305004,full
304,10,0.99,54.6,-0.7088589385741642,full
305,10,0.95,0.02,-1.084401312821611,learn_only
306,10,0.95,0.14,-1.048216774167006,learn_only
307,10,0.95,1.0,-1.0433708286269412,learn_only
308,10,0.95,7.39,-1.1640788563653628,learn_only
309,10,0.95,54.6,-1.398410422404098,learn_only
310,10,0.7,1.0,-1.1006417704405609,plan_only
311,10,0.7725,1.0,-0.936304088023388,plan_only
312,10,0.845,1.0,-0.7713096125173876,plan_only
313,10,0.9175,1.0,-0.6218746593060691,plan_only
314,10,0.99,1.0,-0.7115101721602384,plan_only
315,11,0.7,0.02,-0.8335467350896405,full
316,11,0.7,0.14,-0.8307452960224728,full
317,11,0.7,1.0,-0.8385301315337095,full
318,11,0.7,7.39,-0.8863417606897919,full
319,11,0.7,54.6,-0.9430173482211597,full
320,11,0.7725,0.02,-0.7694224156212954,full
321,11,0.7725,0.14,-0.7650171519163456,full
322,11,0.7725,1.0,-0.7515501130328444,full
323,11,0.7725,7.39,-0.7594212910551249,full
324,11,0.7725,54.6,-0.8154091445720028,full
325,11,0.845,0.02,-0.7781562629507106,full
326,11,0.845,0.14,-0.7703915198705635,full
327,11,0.845,1.0,-0.7328600669551086,full
328,11,0.845,7.39,-0.6793855180125986,full
329,11,0.845,54.6,-0.7044099824365219,full
330,11,0.9175,0.02,-0.8627170854383195,full
331,11,0.9175,0.14,-0.847250859857039,full
332,11,0.9175,1.0,-0.7879509195396343,full
333,11,0.9175,7.39,-0.6890319770978425,full
334,11,0.9175,54.6,-0.6531939322876102,full
335,11,0.99,0.02,-1.1935074688849316,full
336,11,0.99,0.14,-1.168812622900049,full
337,11,0.99,1.0,-1.1470296216668794,full
338,11,0.99,7.39,-1.0959113589409821,full
339,11,0.99,54.6,-1.0205250982141747,full
340,11,0.95,0.02,-1.178543196502422,learn_only
341,11,0.95,0.14,-1.1457879478380015,learn_only
342,11,0.95,1.0,-1.0891967066131971,learn_only
343,11,0.95,7.39,-1.0878501686033326,learn_only
344,11,0.95,54.6,-1.209866194154989,learn_only
345,11,0.7,1.0,-0.9660772079125495,plan_only
346,11,0.7725,1.0,-0.8457378832494402,plan_only
347,11,0.845,1.0,-0.7361181128338002,plan_only
348,11,0.9175,1.0,-0.6690939377062831,plan_only
349,11,0.99,1.0,-0.9841097571769739,plan_only
350,12,0.7,0.02,-0.7957793807640209,full
351,12,0.7,0.14,-0.786646234232238,full
352,12,0.7,1.0,-0.8349193109061022,full
353,12,0.7,7.39,-0.9703136274848685,full
354,12,0.7,54.6,-1.0750891143947559,full
355,12,0.7725,0.02,-0.6537858641701406,full
356,12,0.7725,0.14,-0.6395320138927933,full
357,12,0.7725,1.0,-0.6549565691944788,full
358,12,0.7725,7.39,-0.7655000184505976,full
359,12,0.7725,54.6,-0.8921755558728354,full
360,12,0.845,0.02,-0.5741931332731076,full
361,12,0.845,0.14,-0.5543365036730871,full
362,12,0.845,1.0,-0.5359690769943339,full
363,12,0.845,7.39,-0.592331641109739,full
364,12,0.845,54.6,-0.7112658588495657,full
365,12,0.9175,0.02,-0.5261705174614582,full
366,12,0.9175,0.14,-0.5016552744103773,full
367,12,0.9175,1.0,-0.4657894451988537,full
368,12,0.9175,7.39,-0.4794650584471679,full
369,12,0.9175,54.6,-0.5578970184595056,full
370,12,0.99,0.02,-0.5882282609467531,full
371,12,0.99,0.14,-0.5683618021456818,full
372,12,0.99,1.0,-0.5812474022554438,full
373,12,0.99,7.39,-0.6264962543431677,full
374,12,0.99,54.6,-0.6694187461262857,full
375,12,0.95,0.02,-1.1085483573048094,learn_only
376,12,0.95,0.14,-1.0651822163247018,learn_only
377,12,0.95,1.0,-1.0392411011671956,learn_only
378,12,0.95,7.39,-1.151296345756935,learn_only
379,12,0.95,54.6,-1.4034249128495233,learn_only
380,12,0.7,1.0,-1.1118554839845616,plan_only
381,12,0.7725,1.0,-0.9438512717545503,plan_only
382,12,0.845,1.0,-0.7742422374910198,plan_only
383,12,0.9175,1.0,-0.6179397194393845,plan_only
384,12,0.99,1.0,-0.6887935400755104,plan_only
385,13,0.7,0.02,-0.859335186186718,full
386,13,0.7,0.14,-0.8297571881114673,full
387,13,0.7,1.0,-0.7622061732470374,full
388,13,0.7,7.39,-0.722078658297362,full
389,13,0.7,54.6,-0.7253262119804271,full
390,13,0.7725,0.02,-1.0007716121221581,full
391,13,0.7725,0.14,-0.9549963960888267,full
392,13,0.7725,1.0,-0.8280095363727599,full
393,13,0.7725,7.39,-0.7085582708708724,full
394,13,0.7725,54.6,-0.6851170331783403,full
395,13,0.845,0.02,-1.175110929453859,full
396,13,0.845,0.14,-1.1213878731519031,full
397,13,0.845,1.0,-0.9625717550908398,full
398,13,0.845,7.39,-0.7636178451139353,full
399,13,0.845,54.6,-0.684828884986086,full
400,13,0.9175,0.02,-1.3614278109705475,full
401,13,0.9175,0.14,-1.3134303115706765,full
402,13,0.9175,1.0,-1.1699414697865216,full
403,13,0.9175,7.39,-0.9478723830868535,full
404,13,0.9175,54.6,-0.7955753655222244,full
405,13,0.99,0.02,-1.8629384149057735,full
406,13,0.99,0.14,-1.8628011490045993,full
407,13,0.99,1.0,-1.8368402964360855,full
408,13,0.99,7.39,-1.738071044200699,full
409,13,0.99,54.6,-1.5701344744618477,full
410,13,0.95,0.02,-1.1540044793672024,learn_only
411,13,0.95,0.14,-1.0916405002297538,learn_only
412,13,0.95,1.0,-0.9726596808681389,learn_only
413,13,0.95,7.39,-0.8710997735945389,learn_only
414,13,0.95,54.6,-0.8734516398083058,learn_only
415,13,0.7,1.0,-0.7305892234885298,plan_only
416,13,0.7725,1.0,-0.6872470248950322,plan_only
417,13,0.845,1.0,-0.6745329883875234,plan_only
418,13,0.9175,1.0,-0.7517276749066576,plan_only
419,13,0.99,1.0,-1.4611590309562592,plan_only
420,14,0.7,0.02,-0.8301575502034033,full
421,14,0.7,0.14,-0.7886138717624865,full
422,14,0.7,1.0,-0.7712134854314382,full
423,14,0.7,7.39,-0.8379482986467182,full
424,14,0.7,54.6,-0.8983762739395214,full
425,14,0.7725,0.02,-0.896121705988198,full
426,14,0.7725,0.14,-0.8133019900924363,full
427,14,0.7725,1.0,-0.7058402613667767,full
428,14,0.7725,7.39,-0.7210866590305933,full
429,14,0.7725,54.6,-0.7852894219248425,full
430,14,0.845,0.02,-0.9824943311434844,full
431,14,0.845,0.14,-0.8743045560399612,full
432,14,0.845,1.0,-0.7082767392299629,full
433,14,0.845,7.39,-0.6511552692168392,full
434,14,0.845,54.6,-0.6920761226398491,full
435,14,0.9175,0.02,-1.0432453206201409,full
436,14,0.9175,0.14,-0.9335132945122038,full
437,14,0.9175,1.0,-0.773760857562456,full
438,14,0.9175,7.39,-0.6757585292755474,full
439,14,0.9175,54.6,-0.6662488982409128,full
440,14,0.99,0.02,-1.281750163264395,full
441,14,0.99,0.14,-1.2233086011872734,full
442,14,0.99,1.0,-1.1796208226987972,full
443,14,0.99,7.39,-1.1445515919463136,full
444,14,0.99,54.6,-1.1035919149156206,full
445,14,0.95,0.02,-1.1955859085880014,learn_only
446,14,0.95,0.14,-1.0910206704465013,learn_only
447,14,0.95,1.0,-0.9752909502230025,learn_only
448,14,0.95,7.39,-0.9838466322656976,learn_only
449,14,0.95,54.6,-1.1302446674993682,learn_only
450,14,0.7,1.0,-0.9212223537365458,plan_only
451,14,0.7725,1.0,-0.8155491483247912,plan_only
452,14,0.845,1.0,-0.7243876129392715,plan_only
453,14,0.9175,1.0,-0.6848336971730211,plan_only
454,14,0.99,1.0,-1.0749762855158846,plan_only
455,15,0.7,0.02,-1.0612597460152713,full
456,15,0.7,0.14,-1.0048765254290166,full
457,15,0.7,1.0,-0.9524943856403034,full
458,15,0.7,7.39,-1.005259911887632,full
459,15,0.7,54.6,-1.06681106984692,full
460,15,0.7725,0.02,-1.1196588276798933,full
461,15,0.7725,0.14,-1.0168039072484096,full
462,15,0.7725,1.0,-0.8581093070337842,full
463,15,0.7725,7.39,-0.8368385300123627,full
464,15,0.7725,54.6,-0.8988637828289816,full
465,15,0.845,0.02,-1.1805201785556847,full
466,15,0.845,0.14,-1.0461550337195975,full
467,15,0.845,1.0,-0.8181825496798775,full
468,15,0.845,7.39,-0.7052879461788077,full
469,15,0.845,54.6,-0.7366870481160921,full
470,15,0.9175,0.02,-1.1715570194948213,full
471,15,0.9175,0.14,-1.024219424685422,full
472,15,0.9175,1.0,-0.7947503416809578,full
473,15,0.9175,7.39,-0.6371118569369718,full
474,15,0.9175,54.6,-0.6084151704788769,full
475,15,0.99,0.02,-1.0966976927039762,full
476,15,0.99,0.14,-0.9902153130199786,full
477,15,0.99,1.0,-0.9036508754764959,full
478,15,0.99,7.39,-0.8316636175297667,full
479,15,0.99,54.6,-0.765435811066278,full
480,15,0.95,0.02,-1.666255227288573,learn_only
481,15,0.95,0.14,-1.5158600491567362,learn_only
482,15,0.95,1.0,-1.3312771356499042,learn_only
483,15,0.95,7.39,-1.2953045474334375,learn_only
484,15,0.95,54.6,-1.4257698478045444,learn_only
485,15,0.7,1.0,-1.0894280568965597,plan_only
486,15,0.7725,1.0,-0.9287569042922257,plan_only
487,15,0.845,1.0,-0.7683769875437549,plan_only
488,15,0.9175,1.0,-0.6258095991727537,plan_only
489,15,0.99,1.0,-0.7342268042449668,plan_only
490,16,0.7,0.02,-0.7675266781314394,full
491,16,0.7,0.14,-0.7511171970053503,full
492,16,0.7,1.0,-0.8051108864340841,full
493,16,0.7,7.39,-0.9573178236402432,full
494,16,0.7,54.6,-1.0644454832579242,full
495,16,0.7725,0.02,-0.7121103514571938,full
496,16,0.7725,0.14,-0.6598417747481287,full
497,16,0.7725,1.0,-0.6364769128827831,full
498,16,0.7725,7.39,-0.7552728055693636,full
499,16,0.7725,54.6,-0.8851024740107206,full
500,16,0.845,0.02,-0.6627902924946791,full
501,16,0.845,0.14,-0.5956935042163487,full
502,16,0.845,1.0,-0.5281481511379232,full
503,16,0.845,7.39,-0.5854215614416189,full
504,16,0.845,54.6,-0.7082054386154321,full
505,16,0.9175,0.02,-0.5710768517075608,full
506,16,0.9175,0.14,-0.517331048356894,full
507,16,0.9175,1.0,-0.46091668303715155,full
508,16,0.9175,7.39,-0.47755649381733684,full
509,16,0.9175,54.6,-0.5601294700300296,full
510,16,0.99,0.02,-0.575374655506314,full
511,16,0.99,0.14,-0.5792592966190305,full
512,16,0.99,1.0,-0.6104872538658295,full
513,16,0.99,7.39,-0.6509332661571703,full
514,16,0.99,54.6,-0.6884247780873417,full
515,16,0.95,0.02,-1.0358184842656335,learn_only
516,16,0.95,0.14,-0.9900686010845963,learn_only
517,16,0.95,1.0,-0.9834942735787282,learn_only
518,16,0.95,7.39,-1.126531733130742,learn_only
519,16,0.95,54.6,-1.3864738745734582,learn_only
520,16,0.7,1.0,-1.1006417704405607,plan_only
521,16,0.7725,1.0,-0.9363040880233878,plan_only
522,16,0.845,1.0,-0.7713096125173872,plan_only
523,16,0.9175,1.0,-0.6218746593060691,plan_only
524,16,0.99,1.0,-0.7115101721602388,plan_only
525,17,0.7,0.02,-0.5767849471369022,full
526,17,0.7,0.14,-0.5935520168677029,full
527,17,0.7,1.0,-0.6723269993979308,full
528,17,0.7,7.39,-0.7978216286882207,full
529,17,0.7,54.6,-0.8819351257776633,full
530,17,0.7725,0.02,-0.5275055830026972,full
531,17,0.7725,0.14,-0.5227253242475525,full
532,17,0.7725,1.0,-0.5603995922658596,full
533,17,0.7725,7.39,-0.6687717805092175,full
534,17,0.7725,54.6,-0.7694997873465143,full
535,17,0.845,0.02,-0.5247670829661737,full
536,17,0.845,0.14,-0.510178896854074,full
537,17,0.845,1.0,-0.5180303662692357,full
538,17,0.845,7.39,-0.5847627511902013,full
539,17,0.845,54.6,-0.6769361219034363,full
540,17,0.9175,0.02,-0.5587781465796956,full
541,17,0.9175,0.14,-0.5518229576750195,full
542,17,0.9175,1.0,-0.5599809867762563,full
543,17,0.9175,7.39,-0.5968143693996014,full
544,17,0.9175,54.6,-0.6528501001053387,full
545,17,0.99,0.02,-0.9180404870633471,full
546,17,0.99,0.14,-0.9566992412680776,full
547,17,0.99,1.0,-1.0162500085688144,full
548,17,0.99,7.39,-1.0763943606082567,full
549,17,0.99,54.6,-1.104243074763946,full
550,17,0.95,0.02,-0.6772499560205258,learn_only
551,17,0.95,0.14,-0.674515542407197,learn_only
552,17,0.95,1.0,-0.7159821599547325,learn_only
553,17,0.95,7.39,-0.8589973278247509,learn_only
554,17,0.95,54.6,-1.086038522198868,learn_only
555,17,0.7,1.0,-0.9100086401925447,plan_only
556,17,0.7725,1.0,-0.8080019645936292,plan_only
557,17,0.845,1.0,-0.7214549879656391,plan_only
558,17,0.9175,1.0,-0.6887686370397056,plan_only
559,17,0.99,1.0,-1.0976929176006132,plan_only
560,18,0.7,0.02,-0.9293724807997977,full
561,18,0.7,0.14,-0.8916802701140665,full
562,18,0.7,1.0,-0.8653056934752505,full
563,18,0.7,7.39,-0.9092638072822069,full
564,18,0.7,54.6,-0.9583444134736707,full
565,18,0.7725,0.02,-0.9805682182690273,full
566,18,0.7725,0.14,-0.9060978734992846,full
567,18,0.7725,1.0,-0.7998869461986409,full
568,18,0.7725,7.39,-0.7863156163989924,full
569,18,0.7725,54.6,-0.8298226317151256,full
570,18,0.845,0.02,-1.047689394432116,full
571,18,0.845,0.14,-0.9535988190332164,full
572,18,0.845,1.0,-0.7971441344768901,full
573,18,0.845,7.39,-0.7104341318116179,full
574,18,0.845,54.6,-0.718253192318171,full
575,18,0.9175,0.02,-1.0906522708364237,full
576,18,0.9175,0.14,-0.9978178526482262,full
577,18,0.9175,1.0,-0.846152862726754,full
578,18,0.9175,7.39,-0.7210803106464663,full
579,18,0.9175,54.6,-0.666078770222696,full
580,18,0.99,0.02,-1.2622248020025593,full
581,18,0.99,0.14,-1.207023963963511,full
582,18,0.99,1.0,-1.1654525047295292,full
583,18,0.99,7.39,-1.1107585743138597,full
584,18,0.99,54.6,-1.0205116238798824,full
585,18,0.95,0.02,-1.332763100752326,learn_only
586,18,0.95,0.14,-1.2382945965380967,learn_only
587,18,0.95,1.0,-1.131012131494439,learn_only
588,18,0.95,7.39,-1.1295638849501544,learn_only
589,18,0.95,54.6,-1.2442399172055636,learn_only
590,18,0.7,1.0,-0.9772909214565505,plan_only
591,18,0.7725,1.0,-0.8532850669806026,plan_only
592,18,0.845,1.0,-0.7390507378074326,plan_only
593,18,0.9175,1.0,-0.6651589978395986,plan_only
594,18,0.99,1.0,-0.9613931250922458,plan_only
595,19,0.7,0.02,-0.9057269862379516,full
596,19,0.7,0.14,-0.8555443919797421,full
597,19,0.7,1.0,-0.818453062021514,full
598,19,0.7,7.39,-0.8524149993040048,full
599,19,0.7,54.6,-0.8935687676536135,full
600,19,0.7725,0.02,-0.982182885504017,full
601,19,0.7725,0.14,-0.8932878583848536,full
602,19,0.7725,1.0,-0.7773021770692446,full
603,19,0.7725,7.39,-0.7560742653932826,full
604,19,0.7725,54.6,-0.7885723904462265,full
605,19,0.845,0.02,-1.0719136672635872,full
606,19,0.845,0.14,-0.9638246986743763,full
607,19,0.845,1.0,-0.8005515053511303,full
608,19,0.845,7.39,-0.7119807921326924,full
609,19,0.845,54.6,-0.7067771165615111,full
610,19,0.9175,0.02,-1.1428565694546655,full
611,19,0.9175,0.14,-1.0393382698899745,full
612,19,0.9175,1.0,-0.886462401447891,full
613,19,0.9175,7.39,-0.7661595989730733,full
614,19,0.9175,54.6,-0.6985383670437653,full
615,19,0.99,0.02,-1.4144565584241853,full
616,19,0.99,0.14,-1.3579709016919383,full
617,19,0.99,1.0,-1.3182063545893978,full
618,19,0.99,7.39,-1.2649042227266498,full
619,19,0.99,54.6,-1.1671509884205933,full
620,19,0.95,0.02,-1.2296564421814704,learn_only
621,19,0.95,0.14,-1.1320959978340277,learn_only
622,19,0.95,1.0,-1.0333868927395864,learn_only
623,19,0.95,7.39,-1.0359467400610634,learn_only
624,19,0.95,54.6,-1.1370214532561413,learn_only
625,19,0.7,1.0,-0.9100086401925449,plan_only
626,19,0.7725,1.0,-0.8080019645936287,plan_only
627,19,0.845,1.0,-0.7214549879656393,plan_only
628,19,0.9175,1.0,-0.6887686370397056,plan_only
629,19,0.99,1.0,-1.0976929176006127,plan_only
630,20,0.7,0.02,-0.7312021523200763,full
631,20,0.7,0.14,-0.6711467829192912,full
632,20,0.7,1.0,-0.6016327458383015,full
633,20,0.7,7.39,-0.6063546816936742,full
634,20,0.7,54.6,-0.6309820772776702,full
635,20,0.7725,0.02,-0.9044058701317568,full
636,20,0.7725,0.14,-0.8109808102570119,full
637,20,0.7725,1.0,-0.6673974639791218,full
638,20,0.7725,7.39,-0.6095405933316187,full
639,20,0.7725,54.6,-0.617871971004509,full
640,20,0.845,0.02,-1.0926187059367298,full
641,20,0.845,0.14,-0.9866473046327127,full
642,20,0.845,1.0,-0.8110423938603664,full
643,20,0.845,7.39,-0.6875530487707049,full
644,20,0.845,54.6,-0.652075425266333,full
645,20,0.9175,0.02,-1.3008232978508902,full
646,20,0.9175,0.14,-1.2085318631858015,full
647,20,0.9175,1.0,-1.0592338670576726,full
648,20,0.9175,7.39,-0.9139097505540624,full
649,20,0.9175,54.6,-0.8154928741346017,full
650,20,0.99,0.02,-1.9488439206563428,full
651,20,0.99,0.14,-1.9154006350966686,full
652,20,0.99,1.0,-1.8961674882195019,full
653,20,0.99,7.39,-1.8502025132937454,full
654,20,0.99,54.6,-1.7388290779241597,full
655,20,0.95,0.02,-0.8065628831206316,learn_only
656,20,0.95,0.14,-0.7237763590980058,learn_only
657,20,0.95,1.0,-0.6307253338507912,learn_only
658,20,0.95,7.39,-0.617043062553101,learn_only
659,20,0.95,54.6,-0.6933738984962736,learn_only
660,20,0.7,1.0,-0.6408795151365224,plan_only
661,20,0.7725,1.0,-0.6268695550457338,plan_only
662,20,0.845,1.0,-0.6510719885984655,plan_only
663,20,0.9175,1.0,-0.7832071938401335,plan_only
664,20,0.99,1.0,-1.6428920876340811,plan_only
665,21,0.7,0.02,-0.9652770847947432,full
666,21,0.7,0.14,-0.9399796025346954,full
667,21,0.7,1.0,-0.9178127015026742,full
668,21,0.7,7.39,-0.9728251259699257,full
669,21,0.7,54.6,-1.040781364860346,full
670,21,0.7725,0.02,-0.9721744229942303,full
671,21,0.7725,0.14,-0.9186895455029077,full
672,21,0.7725,1.0,-0.8224247126321785,full
673,21,0.7725,7.39,-0.8102799907802071,full
674,21,0.7725,54.6,-0.8785751874704841,full
675,21,0.845,0.02,-1.0052555022993597,full
676,21,0.845,0.14,-0.9353137182993884,full
677,21,0.845,1.0,-0.787337506182984,full
678,21,0.845,7.39,-0.689307799618739,full
679,21,0.845,54.6,-0.7241911018252818,full
680,21,0.9175,0.02,-1.0194790337364235,full
681,21,0.9175,0.14,-0.9415763560165441,full
682,21,0.9175,1.0,-0.7835836775375655,full
683,21,0.9175,7.39,-0.6391335577934145,full
684,21,0.9175,54.6,-0.6091772620674998,full
685,21,0.99,0.02,-1.0612062442187271,full
686,21,0.99,0.14,-1.0035958057458327,full
687,21,0.99,1.0,-0.9518837723192357,full
688,21,0.99,7.39,-0.8799636057663965,full
689,21,0.99,54.6,-0.8066547614471938,full
690,21,0.95,0.02,-1.4555989965636207,learn_only
691,21,0.95,0.14,-1.3737895247008027,learn_only
692,21,0.95,1.0,-1.254007387627175,learn_only
693,21,0.95,7.39,-1.2341674396449485,learn_only
694,21,0.95,54.6,-1.372827534930196,learn_only
695,21,0.7,1.0,-1.067000629808558,plan_only
696,21,0.7725,1.0,-0.9136625368299012,plan_only
697,21,0.845,1.0,-0.7625117375964907,plan_only
698,21,0.9175,1.0,-0.6336794789061225,plan_only
699,21,0.99,1.0,-0.779660068414422,plan_only
700,22,0.7,0.02,-1.0344838451354754,full
701,22,0.7,0.14,-1.005742350999512,full
702,22,0.7,1.0,-0.9741477770111979,full
703,22,0.7,7.39,-1.0266065763308958,full
704,22,0.7,54.6,-1.0891094591263255,full
705,22,0.7725,0.02,-1.0329898844027805,full
706,22,0.7725,0.14,-0.9812659307669609,full
707,22,0.7725,1.0,-0.8768448670050208,full
708,22,0.7725,7.39,-0.8547901331549742,full
709,22,0.7725,54.6,-0.9143466848885261,full
710,22,0.845,0.02,-1.0500606779108006,full
711,22,0.845,0.14,-0.9837335785380867,full
712,22,0.845,1.0,-0.8327898442845546,full
713,22,0.845,7.39,-0.7208107460867309,full
714,22,0.845,54.6,-0.7442924169206048,full
715,22,0.9175,0.02,-1.023626921039574,full
716,22,0.9175,0.14,-0.9564370628152329,full
717,22,0.9175,1.0,-0.8030592129545179,full
718,22,0.9175,7.39,-0.6458369084289078,full
719,22,0.9175,54.6,-0.6051166683545098,full
720,22,0.99,0.02,-0.96278048426027,full
721,22,0.99,0.14,-0.9185593538890362,full
722,22,0.99,1.0,-0.8659980841688316,full
723,22,0.99,7.39,-0.8015973087969556,full
724,22,0.99,54.6,-0.7285248581045943,full
725,22,0.95,0.02,-1.5898317080229012,learn_only
726,22,0.95,0.14,-1.5115959812012647,learn_only
727,22,0.95,1.0,-1.378542205269278,learn_only
728,22,0.95,7.39,-1.3389623288656447,learn_only
729,22,0.95,54.6,-1.4644161869764023,learn_only
730,22,0.7,1.0,-1.1118554839845618,plan_only
731,22,0.7725,1.0,-0.9438512717545502,plan_only
732,22,0.845,1.0,-0.7742422374910195,plan_only
733,22,0.9175,1.0,-0.6179397194393846,plan_only
734,22,0.99,1.0,-0.688793540075511,plan_only
735,23,0.7,0.02,-0.7201589419702263,full
736,23,0.7,0.14,-0.7118601937066836,full
