"X","trial","trial_reward","total_reward","optimal_path","chosen_path","habit_path","distance","optimality","habit_test_trial","n_habit_test_trial","id"
92,92,17,1467,5,5,2,3,TRUE,0,0,8
93,93,22,1489,2,2,2,0,TRUE,0,0,8
94,94,19,1508,2,1,2,0,FALSE,0,0,8
95,95,10,1518,6,4,2,3,FALSE,0,0,8
96,96,24,1542,3,3,2,1,TRUE,0,0,8
97,97,18,1560,1,1,2,2,TRUE,0,0,8
98,98,20,1580,2,2,2,0,TRUE,0,0,8
99,99,23,1603,3,1,2,1,FALSE,0,0,8
0,0,9,9,2,3,3,1,FALSE,0,0,9
1,1,10,19,4,7,3,3,FALSE,0,0,9
2,2,24,43,3,3,3,0,TRUE,0,0,9
3,3,19,62,2,3,3,1,FALSE,0,0,9
4,4,13,75,3,3,3,0,TRUE,0,0,9
5,5,18,93,3,3,3,0,TRUE,0,0,9
6,6,20,113,3,3,3,0,TRUE,0,0,9
7,7,14,127,4,5,3,3,FALSE,0,0,9
8,8,12,139,6,6,3,3,TRUE,0,0,9
9,9,14,153,3,3,3,0,TRUE,0,0,9
10,10,20,173,3,3,3,0,TRUE,0,0,9
11,11,12,185,0,0,3,2,TRUE,0,0,9
12,12,13,198,3,3,3,0,TRUE,0,0,9
13,13,22,220,3,3,3,0,TRUE,0,0,9
14,14,13,233,3,3,3,0,TRUE,0,0,9
15,15,8,241,3,3,3,0,TRUE,0,0,9
16,16,9,250,2,2,3,1,TRUE,0,0,9
17,17,9,259,2,2,3,1,TRUE,0,0,9
18,18,22,281,5,5,3,3,TRUE,0,0,9
19,19,10,291,2,2,3,1,TRUE,0,0,9
20,20,7,298,6,3,3,3,FALSE,0,0,9
21,21,21,319,3,3,3,0,TRUE,1,1,9
22,22,17,336,3,3,3,0,TRUE,0,0,9
23,23,23,359,2,2,3,1,TRUE,0,0,9
24,24,16,375,2,2,3,1,TRUE,0,0,9
25,25,19,394,3,4,3,0,FALSE,0,0,9
26,26,18,412,3,3,3,0,TRUE,0,0,9
27,27,17,429,3,3,3,0,TRUE,0,0,9
28,28,14,443,3,3,3,0,TRUE,0,0,9
29,29,20,463,3,3,3,0,TRUE,0,0,9
30,30,20,483,0,3,3,2,FALSE,0,0,9
31,31,17,500,0,0,3,2,TRUE,0,0,9
32,32,23,523,3,3,3,0,TRUE,0,0,9
33,33,18,541,0,0,3,2,TRUE,0,0,9
34,34,17,558,3,3,3,0,TRUE,0,0,9
35,35,19,577,3,3,3,0,TRUE,0,0,9
36,36,19,596,2,3,3,1,FALSE,0,0,9
37,37,15,611,7,7,3,3,TRUE,0,0,9
38,38,14,625,1,0,3,2,FALSE,0,0,9
39,39,19,644,4,4,3,3,TRUE,0,0,9
40,40,17,661,4,7,3,3,FALSE,0,0,9
41,41,13,674,6,7,3,3,FALSE,0,0,9
42,42,16,690,4,4,3,3,TRUE,0,0,9
43,43,20,710,1,0,3,2,FALSE,0,0,9
44,44,21,731,6,6,3,3,TRUE,0,0,9
45,45,16,747,1,1,3,2,TRUE,0,0,9
46,46,13,760,2,2,3,1,TRUE,0,0,9
47,47,10,770,3,2,3,0,FALSE,1,2,9
48,48,13,783,1,0,3,2,FALSE,0,0,9
49,49,21,804,2,2,3,1,TRUE,0,0,9
50,50,18,822,3,3,3,0,TRUE,0,0,9
51,51,15,837,3,3,3,0,TRUE,0,0,9
52,52,18,855,3,3,3,0,TRUE,0,0,9
53,53,22,877,6,6,3,3,TRUE,0,0,9
54,54,12,889,3,3,3,0,TRUE,0,0,9
55,55,15,904,3,3,3,0,TRUE,0,0,9
56,56,14,918,1,0,3,2,FALSE,0,0,9
57,57,15,933,4,4,3,3,TRUE,0,0,9
58,58,18,951,3,3,3,0,TRUE,0,0,9
59,59,17,968,1,0,3,2,FALSE,0,0,9
60,60,12,980,2,2,3,1,TRUE,0,0,9
61,61,22,1002,1,1,3,2,TRUE,0,0,9
62,62,23,1025,1,1,3,2,TRUE,0,0,9
63,63,16,1041,3,3,3,0,TRUE,1,3,9
64,64,11,1052,3,2,3,0,FALSE,0,0,9
65,65,11,1063,3,3,3,0,TRUE,0,0,9
66,66,10,1073,3,3,3,0,TRUE,0,0,9
67,67,14,1087,2,2,3,1,TRUE,0,0,9
68,68,18,1105,3,3,3,0,TRUE,0,0,9
69,69,18,1123,3,3,3,0,TRUE,0,0,9
70,70,26,1149,3,3,3,0,TRUE,0,0,9
71,71,17,1166,3,3,3,0,TRUE,0,0,9
72,72,8,1174,3,5,3,0,FALSE,0,0,9
73,73,23,1197,3,3,3,0,TRUE,0,0,9
74,74,18,1215,3,3,3,0,TRUE,0,0,9
75,75,22,1237,2,2,3,1,TRUE,0,0,9
76,76,10,1247,3,3,3,0,TRUE,0,0,9
77,77,21,1268,2,3,3,1,FALSE,0,0,9
78,78,16,1284,1,1,3,2,TRUE,0,0,9
79,79,19,1303,4,4,3,3,TRUE,0,0,9
80,80,19,1322,1,1,3,2,TRUE,0,0,9
81,81,16,1338,3,3,3,0,TRUE,1,4,9
82,82,20,1358,2,2,3,1,TRUE,0,0,9
83,83,16,1374,1,1,3,2,TRUE,0,0,9
84,84,14,1388,3,3,3,0,TRUE,0,0,9
85,85,19,1407,3,3,3,0,TRUE,0,0,9
86,86,20,1427,3,3,3,0,TRUE,0,0,9
87,87,13,1440,3,3,3,0,TRUE,0,0,9
88,88,18,1458,2,2,3,1,TRUE,0,0,9
89,89,23,1481,3,3,3,0,TRUE,0,0,9
90,90,15,1496,3,3,3,0,TRUE,0,0,9
91,91,24,1520,5,5,3,3,TRUE,0,0,9
92,92,9,1529,3,3,3,0,TRUE,0,0,9
93,93,20,1549,2,2,3,1,TRUE,0,0,9
94,94,21,1570,2,2,3,1,TRUE,0,0,9
95,95,23,1593,3,3,3,0,TRUE,0,0,9
96,96,11,1604,3,3,3,0,TRUE,0,0,9
97,97,26,1630,5,5,3,3,TRUE,0,0,9
98,98,12,1642,5,4,3,3,FALSE,0,0,9
99,99,23,1665,3,3,3,0,TRUE,0,0,9
