,X,trial,trial_reward,total_reward,optimal_path,chosen_path,habit_path,distance,optimality,habit_test_trial,n_habit_test_trial,id,subset,full_prediction,full_prior_habit,full_ll,full_alpha,full_rho,learn_prediction,learn_ll,learn_alpha,plan_prediction,plan_ll,plan_rho,learn_rho,plan_alpha
725,25,25,21,396,4,4,4,0,True,0,0,16,train,0.89222654218401,0.4134131081152722,-0.1140352075890103,1.88,0.9289473684210526,0.5519322627414646,-0.5943299526597104,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
726,26,26,23,419,0,0,4,3,True,0,0,16,train,0.3751663210250117,0.4276244033363568,-0.9803858286054968,1.88,0.9289473684210526,0.024766292082328688,-3.698271740576764,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
727,27,27,16,435,4,4,4,0,True,0,0,16,train,0.8958956736950331,0.423005211008456,-0.10993130839458023,1.88,0.9289473684210526,0.5607427459638241,-0.5784930419761065,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
728,28,28,13,448,4,4,4,0,True,0,0,16,train,0.9007854124314522,0.4362714465036638,-0.10448821574265335,1.88,0.9289473684210526,0.5737271946869495,-0.5556012662196579,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
729,29,29,18,466,7,6,4,2,False,0,0,16,train,0.43607167496076427,0.4489530953385158,-0.5728281188236067,1.88,0.9289473684210526,0.027325598030234648,-0.027705885922888595,0.53,0.7498484563928871,-1.385688370340946,0.9594736842105263,0.95,1.0
730,30,30,10,476,4,4,4,0,True,0,0,16,train,0.9035076226958874,0.4438276270858786,-0.10147073213332729,1.88,0.9289473684210526,0.579820026440487,-0.5450375228349824,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
731,31,31,7,483,1,0,4,3,False,0,0,16,test,0.3638131032096409,0.455722503423672,-0.45226289593333024,1.88,0.9289473684210526,0.023534111670092155,-0.023815461861420237,0.53,0.749848456392887,-1.3856883703409455,0.9594736842105263,0.95,1.0
732,32,32,14,497,2,0,4,3,False,0,0,16,train,0.3356593300388162,0.4513621658804625,-0.4089602039040761,1.88,0.9289473684210526,0.01856962647333886,-0.018744206623814177,0.53,0.749848456392887,-1.3856883703409455,0.9594736842105263,0.95,1.0
733,33,33,23,520,4,4,4,0,True,0,0,16,train,0.9048137284301371,0.44742904459617716,-0.10002618140614572,1.88,0.9289473684210526,0.5815246515439146,-0.5421019148971881,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
734,34,34,19,539,4,4,4,0,True,0,0,16,train,0.908522765016949,0.45841556042534237,-0.09593533365363487,1.88,0.9289473684210526,0.5918573939346978,-0.5244895617402774,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
735,35,35,20,559,5,5,4,1,True,0,0,16,train,0.7193009189582443,0.46897450636364935,-0.32947548453666287,1.88,0.9289473684210526,0.1662376640814513,-1.7943368032130318,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
736,36,36,8,567,1,5,4,3,False,0,0,16,train,0.3819683314626028,0.4626318536041559,-0.4812155792493327,1.88,0.9289473684210526,0.028336032156942952,-0.028745246389521167,0.53,0.749848456392887,-1.3856883703409455,0.9594736842105263,0.95,1.0
737,37,37,19,586,4,4,4,0,True,0,0,16,train,0.9085589188378672,0.4585582224693446,-0.09589554037274467,1.88,0.9289473684210526,0.5855454444299584,-0.5352114825089559,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
738,38,38,20,606,3,6,4,3,False,0,0,16,train,0.29445069255896833,0.46840532063914475,-0.34877862006621824,1.88,0.9289473684210526,0.013143484571135084,-0.013230624555383458,0.53,0.749848456392887,-1.3856883703409455,0.9594736842105263,0.95,1.0
739,39,39,16,622,4,4,4,0,True,0,0,16,train,0.9107894151835538,0.4653170312222614,-0.09344356630984729,1.88,0.9289473684210526,0.5918656188686225,-0.5244756650197847,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
740,40,40,7,629,4,0,4,0,False,1,2,16,train,0.9137561167240277,0.47465573877852785,-2.4505761441249576,1.88,0.9289473684210526,0.6005070632757065,-0.917559194221734,0.53,0.749848456392887,-1.3856883703409455,0.9594736842105263,0.95,1.0
741,41,41,14,643,3,0,4,3,False,0,0,16,train,0.31324600549165615,0.48367077189124213,-0.37577913748439956,1.88,0.9289473684210526,0.016002996770183475,-0.016132427432675095,0.53,0.749848456392887,-1.3856883703409455,0.9594736842105263,0.95,1.0
742,42,42,18,661,5,5,4,1,True,0,0,16,test,0.7178679759264756,0.48051002784022623,-0.33146960438118794,1.88,0.9289473684210526,0.1676401909470047,-1.7859353168958225,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
743,43,43,9,670,4,4,4,0,True,0,0,16,train,0.9138027857121088,0.47482946448690405,-0.0901405013654821,1.88,0.9289473684210526,0.5961945065912929,-0.51718831181736,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
744,44,44,15,685,4,4,4,0,True,0,0,16,train,0.9164128077445086,0.4833065267277374,-0.0872883523497543,1.88,0.9289473684210526,0.6039981965683227,-0.504184066865815,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
745,45,45,18,703,4,4,4,0,True,0,0,16,train,0.9188675512187714,0.4915101554981969,-0.08461328973481254,1.88,0.9289473684210526,0.6114924708919921,-0.491852636454026,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
746,46,46,12,715,4,4,4,0,True,0,0,16,test,0.9211802681947575,0.499452491900134,-0.08209953094069804,1.88,0.9289473684210526,0.6186952845289468,-0.4801423980534417,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
747,47,47,13,728,4,4,4,0,True,0,0,16,test,0.9233627689881964,0.5071450720880504,-0.07973308920640187,1.88,0.9289473684210526,0.6256232512960345,-0.46900692404777206,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
748,48,48,19,747,6,7,4,2,False,0,0,16,train,0.5478240207375121,0.5145988500803564,-0.7936838402694533,1.88,0.9289473684210526,0.08424440907874295,-0.08800577204973256,0.53,0.7498484563928871,-1.385688370340946,0.9594736842105263,0.95,1.0
749,49,49,11,758,5,7,4,1,False,0,0,16,train,0.7109638744760427,0.5101080663129651,-1.2412035968687796,1.88,0.9289473684210526,0.16291600933444048,-0.1778308662564319,0.53,0.749848456392887,-1.3856883703409455,0.9594736842105263,0.95,1.0
750,50,50,17,775,4,4,4,0,True,0,0,16,train,0.9226633057433499,0.504772552440315,-0.08049089353852264,1.88,0.9289473684210526,0.6171417736018853,-0.4826565025385216,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
751,51,51,12,787,2,1,4,3,False,0,0,16,train,0.31761884399637114,0.5118685645784075,-0.38216689748309357,1.88,0.9289473684210526,0.01887391603565622,-0.019054301717990257,0.53,0.749848456392887,-1.3856883703409455,0.9594736842105263,0.95,1.0
752,52,52,22,809,4,4,4,0,True,0,0,16,train,0.9238894862116495,0.5090905925404116,-0.07916281816058789,1.88,0.9289473684210526,0.6205914187656738,-0.4770823543827049,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
753,53,53,20,829,4,4,4,0,True,0,0,16,train,0.9257649702385303,0.5159010526196572,-0.07713488838907359,1.88,0.9289473684210526,0.6267361670569384,-0.46722961309765004,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
754,54,54,15,844,6,6,4,2,True,0,0,16,train,0.5530815117026727,0.5225194974454522,-0.5922498892213083,1.88,0.9289473684210526,0.08832543067676911,-2.4267272097027464,0.53,0.7498484563928871,-0.28788415101109494,0.9594736842105263,0.95,1.0
755,55,55,9,853,2,4,4,3,False,0,0,16,train,0.33155042190442247,0.5183588355079805,-0.4027943107214634,1.88,0.9289473684210526,0.021743529322416726,-0.021983403369577832,0.53,0.749848456392887,-1.3856883703409455,0.9594736842105263,0.95,1.0
756,56,56,11,864,2,4,4,3,False,0,0,16,train,0.3534874162153988,0.5156237316892678,-0.436162616482314,1.88,0.9289473684210526,0.025781602585951417,-0.026119773150306013,0.53,0.749848456392887,-1.3856883703409455,0.9594736842105263,0.95,1.0
757,57,57,25,889,4,4,4,0,True,0,0,16,train,0.9249277322231273,0.5127773676347517,-0.07803967184815926,1.88,0.9289473684210526,0.6200121708640182,-0.4780161707098384,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
758,58,58,15,904,4,4,4,0,True,0,0,16,test,0.9266300247351084,0.5190307268612472,-0.07620090340011651,1.88,0.9289473684210526,0.6256587189203006,-0.46895023398890473,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
759,59,59,17,921,3,0,4,3,False,0,0,16,train,0.30392432339481257,0.5251204472281537,-0.3622968938038978,1.88,0.9289473684210526,0.01671669590672641,-0.01685799680395064,0.53,0.749848456392887,-1.3856883703409455,0.9594736842105263,0.95,1.0
760,60,60,15,936,4,5,4,0,False,1,3,16,train,0.9276329700523039,0.5227349398974571,-2.6260044707735886,1.88,0.9289473684210526,0.6287405702768746,-0.9908541892601899,0.53,0.749848456392887,-1.3856883703409455,0.9594736842105263,0.95,1.0
761,61,61,23,959,4,4,4,0,True,0,0,16,train,0.9291818374134948,0.5286069509609834,-0.0734508247540005,1.88,0.9289473684210526,0.6339969298111702,-0.45571116712576865,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
762,62,62,13,972,5,5,4,1,True,0,0,16,train,0.6941551236251651,0.5343310547376301,-0.365059822378721,1.88,0.9289473684210526,0.15174814327865974,-1.8855330845133644,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
763,63,63,16,988,1,1,4,3,True,0,0,16,test,0.3393153945294195,0.5298173512804181,-1.0808252367817137,1.88,0.9289473684210526,0.02502222687810653,-3.6879907739828615,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
764,64,64,12,1000,6,5,4,2,False,0,0,16,test,0.5508753213436657,0.5273231425309649,-0.8004547490369722,1.88,0.9289473684210526,0.0896676030413316,-0.09394547478344013,0.53,0.7498484563928871,-1.385688370340946,0.9594736842105263,0.95,1.0
765,65,65,26,1026,1,1,4,3,True,0,0,16,train,0.3573865185524113,0.5237253814164586,-1.0289373978624647,1.88,0.9289473684210526,0.028721427250524217,-3.550111840684372,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
766,66,66,16,1042,4,4,4,0,True,0,0,16,train,0.9272184211913148,0.5212046395048308,-0.07556611960507949,1.88,0.9289473684210526,0.6210497569429154,-0.4763440763567715,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
767,67,67,16,1058,4,4,4,0,True,0,0,16,train,0.9286544077881304,0.526617789611492,-0.07401861391291725,1.88,0.9289473684210526,0.6259486063384855,-0.46848700975312685,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
768,68,68,20,1078,4,4,4,0,True,0,0,16,train,0.9300334958827372,0.531905463923955,-0.07253467640522276,1.88,0.9289473684210526,0.6307159575370305,-0.4608996643213145,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
769,69,69,10,1088,4,4,4,0,True,0,0,16,train,0.9313589739941804,0.5370718259017013,-0.07111049708040972,1.88,0.9289473684210526,0.6353570333218692,-0.45356818089700635,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
770,70,70,23,1111,4,4,4,0,True,0,0,16,train,0.9326338847489833,0.5421208702387729,-0.0697425616319138,1.88,0.9289473684210526,0.6398767861398809,-0.4464796428195287,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
771,71,71,13,1124,4,4,4,0,True,0,0,16,train,0.9338610471856148,0.5470564300515743,-0.06842762357078601,1.88,0.9289473684210526,0.6442799150659861,-0.43962199658746554,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
772,72,72,13,1137,4,4,4,0,True,0,0,16,train,0.9350430767013731,0.5518821838515194,-0.06716267941633462,1.88,0.9289473684210526,0.6485708815409781,-0.43298398044143294,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
773,73,73,21,1158,5,5,4,1,True,0,0,16,test,0.6821481751285944,0.556601662286738,-0.38250837915297475,1.88,0.9289473684210526,0.14520758218809504,-1.9295909590285276,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
774,74,74,14,1172,5,5,4,1,True,0,0,16,train,0.6924835252732262,0.5525712513788841,-0.3674708314228032,1.88,0.9289473684210526,0.15286341274079168,-1.878210483492298,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
775,75,75,20,1192,5,5,4,1,True,0,0,16,train,0.7022638091256896,0.5485524272591409,-0.3534461490747946,1.88,0.9289473684210526,0.16047287322738965,-1.8296303648561352,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
776,76,76,22,1214,4,4,4,0,True,0,0,16,train,0.9332056737872647,0.5445492102923727,-0.0691296589270003,1.88,0.9289473684210526,0.6355312838685517,-0.4532939623910724,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
777,77,77,16,1230,6,6,4,2,True,0,0,16,train,0.5355804167408744,0.549103251617247,-0.6244042290507578,1.88,0.9289473684210526,0.08535067319678508,-2.4609869422884927,0.53,0.7498484563928871,-0.28788415101109494,0.9594736842105263,0.95,1.0
778,78,78,17,1247,6,6,4,2,True,0,0,16,train,0.5507106959052427,0.5460247182985007,-0.596545660521266,1.88,0.9289473684210526,0.09175698952679959,-2.38861161482041,0.53,0.7498484563928871,-0.28788415101109494,0.9594736842105263,0.95,1.0
779,79,79,15,1262,6,4,4,2,False,0,0,16,train,0.565205976355402,0.5429062210900358,-0.832882868897169,1.88,0.9289473684210526,0.09823632630836814,-0.10340279580734657,0.53,0.7498484563928871,-1.385688370340946,0.9594736842105263,0.95,1.0
780,80,80,16,1278,4,4,4,0,True,1,4,16,train,0.9319859479664371,0.5397537719209203,-0.07043754169943994,1.88,0.9289473684210526,0.6262571886405247,-0.46799414778183884,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
781,81,81,16,1294,4,4,4,0,True,0,0,16,train,0.933088710276418,0.5441477713220347,-0.0692550019725547,1.88,0.9289473684210526,0.6302754483543563,-0.46159833553911234,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
782,82,82,23,1317,4,4,4,0,True,0,0,16,train,0.934155299141734,0.5484550785280422,-0.0681125814041246,1.88,0.9289473684210526,0.6342037764274401,-0.4553849622638937,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
783,83,83,18,1335,4,4,4,0,True,0,0,16,train,0.9351874555256793,0.5526781707702388,-0.06700828259508171,1.88,0.9289473684210526,0.6380451603337673,-0.44934621392022617,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
784,84,84,20,1355,6,6,4,2,True,0,0,16,train,0.5684468004082314,0.5568194369493514,-0.5648475490476641,1.88,0.9289473684210526,0.10042770344462834,-2.298317179062999,0.53,0.7498484563928871,-0.28788415101109494,0.9594736842105263,0.95,1.0
785,85,85,17,1372,4,4,4,0,True,0,0,16,test,0.935440084361808,0.5537414589404057,-0.06673818196598501,1.88,0.9289473684210526,0.6374289618911082,-0.45031244048627234,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
786,86,86,17,1389,6,6,4,2,True,0,0,16,train,0.5789371825445985,0.5577864516336118,-0.546561300309445,1.88,0.9289473684210526,0.10554346133233433,-2.2486324551397683,0.53,0.7498484563928871,-0.28788415101109494,0.9594736842105263,0.95,1.0
787,87,87,15,1404,4,4,4,0,True,0,0,16,test,0.9356687458830777,0.5547082918713317,-0.0664937691144054,1.88,0.9289473684210526,0.636746892542686,-0.4513830453187175,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
788,88,88,15,1419,2,0,4,3,False,0,0,16,test,0.31247291832064034,0.5586617210476287,-0.3746540586836226,1.88,0.9289473684210526,0.022257722510069872,-0.022509163623749204,0.53,0.749848456392887,-1.3856883703409455,0.9594736842105263,0.95,1.0
789,89,89,14,1433,6,6,4,2,True,0,0,16,test,0.5881400072374604,0.5568722699508649,-0.5307902518799116,1.88,0.9289473684210526,0.110456887762398,-2.203129990151381,0.53,0.7498484563928871,-0.28788415101109494,0.9594736842105263,0.95,1.0
790,90,90,16,1449,2,0,4,3,False,0,0,16,train,0.3262135263489604,0.5538430855057865,-0.3948420229350794,1.88,0.9289473684210526,0.02480026524484021,-0.025112972805309407,0.53,0.749848456392887,-1.3856883703409455,0.9594736842105263,0.95,1.0
791,91,91,14,1463,4,4,4,0,True,0,0,16,train,0.9350310826683037,0.5520327583480418,-0.06717550675049082,1.88,0.9289473684210526,0.6319703294730794,-0.458912832973593,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
792,92,92,26,1489,4,4,4,0,True,0,0,16,train,0.935954154600564,0.5558494884930375,-0.06618878383171323,1.88,0.9289473684210526,0.6354685498002947,-0.4533926784831539,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
793,93,93,22,1511,4,4,4,0,True,0,0,16,test,0.9368505749406653,0.559598697779568,-0.06523148124226534,1.88,0.9289473684210526,0.6388973917052061,-0.44801141385954624,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
794,94,94,22,1533,5,5,4,1,True,0,0,16,train,0.6782896689961841,0.5632821275840552,-0.38818084187558605,1.88,0.9289473684210526,0.14409820230570614,-1.93726025137921,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
795,95,95,15,1548,5,5,4,1,True,0,0,16,train,0.6867098691159785,0.560024381560448,-0.37584339165744207,1.88,0.9289473684210526,0.15011219997137035,-1.8963722646891783,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
796,96,96,15,1563,1,1,4,3,True,0,0,16,train,0.31724007085218553,0.5567736312091053,-1.1480964704276613,1.88,0.9289473684210526,0.024702316649851796,-3.700858248254377,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
797,97,97,18,1581,6,6,4,2,True,0,0,16,train,0.5878023382418216,0.5551229217450016,-0.5313645470504489,1.88,0.9289473684210526,0.1109880884184266,-2.198332394973805,0.53,0.7498484563928871,-0.28788415101109494,0.9594736842105263,0.95,1.0
798,98,98,20,1601,5,5,4,1,True,0,0,16,train,0.6928553915738767,0.5523354125547333,-0.3669339717344486,1.88,0.9289473684210526,0.15483382848259944,-1.8654028114514167,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
799,99,99,17,1618,5,5,4,1,True,0,0,16,train,0.7004939773409272,0.5491883363568792,-0.3559695108995269,1.88,0.9289473684210526,0.1606706896146982,-1.8283984148174874,0.53,0.749848456392887,-0.28788415101109505,0.9594736842105263,0.95,1.0
800,0,0,23,23,5,5,5,0,True,0,0,17,train,0.41367163505594035,0.12499999999999999,-0.8826827719071128,0.23,0.8373684210526315,0.12499999999999999,-2.079441541679836,0.1,0.5435031674296925,-0.609719744600334,0.8984210526315789,0.95,1.0
801,1,1,13,36,5,5,5,0,True,0,0,17,train,0.6415358572213334,0.2662834725898805,-0.4438902005862512,0.23,0.8373684210526315,0.5426113612061649,-0.6113619405206239,0.1,0.5435031674296925,-0.609719744600334,0.8984210526315789,0.95,1.0
802,2,2,19,55,4,6,5,1,False,0,0,17,train,0.39488325300834576,0.3949910820163928,-0.502333869333517,0.23,0.8373684210526315,0.06812392985034495,-0.07055544508052865,0.1,0.5435031674296925,-0.7841735174809171,0.8984210526315789,0.95,1.0
803,3,3,14,69,7,7,5,2,True,0,0,17,train,0.30866583128044545,0.37139082578898114,-1.1754960394425717,0.23,0.8373684210526315,0.03777654543489995,-3.2760668600811043,0.1,0.5435031674296925,-0.609719744600334,0.8984210526315789,0.95,1.0
804,4,4,15,84,3,4,5,3,False,0,0,17,train,0.2564534862175442,0.35356552136832187,-0.2963239544705593,0.23,0.8373684210526315,0.024014950208557134,-0.02430801052300025,0.1,0.5435031674296924,-0.7841735174809169,0.8984210526315789,0.95,1.0
805,5,5,20,104,5,5,5,0,True,0,0,17,train,0.7168848787512451,0.3399168815629372,-0.3328400108952871,0.23,0.8373684210526315,0.5365031026054234,-0.6226829338797861,0.1,0.5435031674296925,-0.609719744600334,0.8984210526315789,0.95,1.0
806,6,6,8,112,7,7,5,2,True,0,0,17,train,0.38164091301633085,0.39396778333259347,-0.9632751307516763,0.23,0.8373684210526315,0.09555268862068172,-2.3480774703277154,0.1,0.5435031674296925,-0.609719744600334,0.8984210526315789,0.95,1.0
807,7,7,15,127,5,5,5,0,True,0,0,17,train,0.7500568540440415,0.3792757026070572,-0.2876062699328091,0.23,0.8373684210526315,0.5533586630656872,-0.5917489107226397,0.1,0.5435031674296925,-0.609719744600334,0.8984210526315789,0.95,1.0
808,8,8,10,137,5,5,5,0,True,0,0,17,test,0.7808709827627927,0.4206101826718448,-0.2473453377146375,0.23,0.8373684210526315,0.6006577744940795,-0.5097299334304767,0.1,0.5435031674296925,-0.609719744600334,0.8984210526315789,0.95,1.0
809,9,9,15,152,5,5,5,0,True,0,0,17,train,0.8048624148592475,0.45671217900942374,-0.2170839293892283,0.23,0.8373684210526315,0.6385821458698647,-0.448504957329274,0.1,0.5435031674296925,-0.609719744600334,0.8984210526315789,0.95,1.0
810,10,10,23,175,6,4,5,2,False,0,0,17,train,0.23827851989984722,0.4883766010602331,-0.27217430179075597,0.23,0.8373684210526315,0.022487361781274022,-0.022744058082180225,0.1,0.5435031674296925,-0.7841735174809171,0.8984210526315789,0.95,1.0
811,11,11,17,192,2,5,5,3,False,0,0,17,test,0.19546411166613276,0.4801993348595126,-0.21748970405571416,0.23,0.8373684210526315,0.015375885466350443,-0.015495320252033084,0.1,0.5435031674296924,-0.7841735174809169,0.8984210526315789,0.95,1.0
812,12,12,24,216,5,5,5,0,True,0,0,17,train,0.8156216090704502,0.4739875763516488,-0.20380474594123804,0.23,0.8373684210526315,0.6412638016832757,-0.4443143596359486,0.1,0.5435031674296925,-0.609719744600334,0.8984210526315789,0.95,1.0
813,13,13,13,229,1,0,5,3,False,0,0,17,train,0.17951980809487733,0.49831409871517124,-0.19786551023624457,0.23,0.8373684210526315,0.01278901858110727,-0.012871502089304182,0.1,0.5435031674296924,-0.7841735174809169,0.8984210526315789,0.95,1.0
814,14,14,14,243,3,5,5,3,False,0,0,17,train,0.24782011808984733,0.49356742640568585,-0.2847797789694161,0.23,0.8373684210526315,0.03757428845717008,-0.03829839861158851,0.1,0.5435031674296924,-0.7841735174809169,0.8984210526315789,0.95,1.0
815,15,15,19,262,5,5,5,0,True,0,0,17,train,0.8233290015240909,0.4870773972511208,-0.1943993993488367,0.23,0.8373684210526315,0.6407281969849493,-0.4451499416521327,0.1,0.5435031674296925,-0.609719744600334,0.8984210526315789,0.95,1.0
816,16,16,7,269,5,2,5,0,False,0,0,17,test,0.8344629944858911,0.5067733628139492,-1.7985605108868263,0.23,0.8373684210526315,0.6603005907777973,-1.0796941429333824,0.1,0.5435031674296925,-0.7841735174809171,0.8984210526315789,0.95,1.0
817,17,17,18,287,4,4,5,1,True,0,0,17,train,0.365725604091242,0.5248734031108437,-1.0058719423557532,0.23,0.8373684210526315,0.0776361388822496,-2.5557222529554426,0.1,0.5435031674296925,-0.609719744600334,0.8984210526315789,0.95,1.0
818,18,18,16,303,5,5,5,0,True,0,0,17,train,0.8401649699337731,0.5172955901893496,-0.17415701364901354,0.23,0.8373684210526315,0.658469056885623,-0.41783774920565475,0.1,0.5435031674296925,-0.609719744600334,0.8984210526315789,0.95,1.0
819,19,19,17,320,6,7,5,2,False,0,0,17,test,0.23918277884612266,0.5333106510397764,-0.27336213242107377,0.23,0.8373684210526315,0.03252333528040625,-0.03306397352194635,0.1,0.5435031674296925,-0.7841735174809171,0.8984210526315789,0.95,1.0
820,20,20,16,336,1,7,5,3,False,0,0,17,train,0.18466293862342462,0.5282134768699377,-0.20415367899750483,0.23,0.8373684210526315,0.018973081973625794,-0.01915538041873721,0.1,0.5435031674296924,-0.7841735174809169,0.8984210526315789,0.95,1.0
821,21,21,15,351,4,4,5,1,True,0,0,17,train,0.38492730568207095,0.5247395003078933,-0.9547007789326207,0.23,0.8373684210526315,0.09759014607203287,-2.3269787530368466,0.1,0.5435031674296925,-0.609719744600334,0.8984210526315789,0.95,1.0
822,22,22,17,368,5,4,5,0,False,1,1,17,train,0.8405831615462881,0.5180892509451431,-1.8362328817326905,0.23,0.8373684210526315,0.6381495304554379,-1.0165242200487279,0.1,0.5435031674296925,-0.7841735174809171,0.8984210526315789,0.95,1.0
823,23,23,13,381,5,5,5,0,True,0,0,17,test,0.8475853674202156,0.5313993273925158,-0.16536371628087992,0.23,0.8373684210526315,0.6519296769994686,-0.42781858023528596,0.1,0.5435031674296925,-0.609719744600334,0.8984210526315789,0.95,1.0
824,24,24,23,404,5,5,5,0,True,0,0,17,train,0.8539570548639661,0.5439129344758074,-0.15787437350253916,0.23,0.8373684210526315,0.6646417802877811,-0.4085070597234387,0.1,0.5435031674296925,-0.609719744600334,0.8984210526315789,0.95,1.0
825,25,25,16,420,5,5,5,0,True,0,0,17,train,0.8597793282909412,0.5556984977425157,-0.15107951767124944,0.23,0.8373684210526315,0.6764056975430977,-0.39096223865921736,0.1,0.5435031674296925,-0.609719744600334,0.8984210526315789,0.95,1.0
826,26,26,10,430,0,0,5,3,True,0,0,17,train,0.14191228745322473,0.5668172561897297,-1.9525461062237808,0.23,0.8373684210526315,0.008873531866610765,-4.724682380785108,0.1,0.5435031674296924,-0.6097197446003342,0.8984210526315789,0.95,1.0
827,27,27,9,439,4,0,5,1,False,0,0,17,train,0.38172661780297384,0.5643939392971048,-0.48082455332484075,0.23,0.8373684210526315,0.10494782056639997,-0.11087326136359289,0.1,0.5435031674296925,-0.7841735174809171,0.8984210526315789,0.95,1.0
828,28,28,16,455,4,5,5,1,False,0,0,17,test,0.40322297781473065,0.5587312280021193,-0.5162117325340815,0.23,0.8373684210526315,0.12412860797540926,-0.1325360115811099,0.1,0.5435031674296925,-0.7841735174809171,0.8984210526315789,0.95,1.0
829,29,29,21,476,5,5,5,0,True,0,0,17,train,0.8584419331545743,0.5529868888586514,-0.15263623849232277,0.23,0.8373684210526315,0.654774297011301,-0.4234646874454113,0.1,0.5435031674296925,-0.609719744600334,0.8984210526315789,0.95,1.0
830,30,30,16,492,5,5,5,0,True,0,0,17,train,0.8631501459631508,0.5627050466796605,-0.1471666216143965,0.23,0.8373684210526315,0.6648774564174434,-0.4081525313711978,0.1,0.5435031674296925,-0.609719744600334,0.8984210526315789,0.95,1.0
831,31,31,21,513,5,7,5,0,False,0,0,17,train,0.8675302390794654,0.571956785428274,-2.021400879069549,0.23,0.8373684210526315,0.6743717867768051,-1.1219989986592545,0.1,0.5435031674296925,-0.7841735174809171,0.8984210526315789,0.95,1.0
832,32,32,22,535,5,5,5,0,True,0,0,17,train,0.8716154040584667,0.5807749246439884,-0.137407002756156,0.23,0.8373684210526315,0.6833109086842349,-0.38080531261592415,0.1,0.5435031674296925,-0.609719744600334,0.8984210526315789,0.95,1.0
833,33,33,17,552,0,0,5,3,True,0,0,17,train,0.14188746996134316,0.5891893733742117,-1.9527210006082647,0.23,0.8373684210526315,0.011301017643328278,-4.482862500387018,0.1,0.5435031674296924,-0.6097197446003342,0.8984210526315789,0.95,1.0
