,X,trial,trial_reward,total_reward,optimal_path,chosen_path,habit_path,distance,optimality,habit_test_trial,n_habit_test_trial,id,subset,full_prediction,full_prior_habit,full_ll,full_alpha,full_rho,learn_prediction,learn_ll,learn_alpha,plan_prediction,plan_ll,plan_rho,learn_rho,plan_alpha
24,24,24,8,405,1,6,5,3,False,0,0,1,train,0.35069092355528675,0.4056661510523633,-0.43184644075019274,1.88,0.9136842105263158,0.01655766384930929,-0.01669627413708789,0.15,0.6876438138801263,-1.1636111201486372,0.9442105263157895,0.95,1.0
25,25,25,9,414,7,7,5,2,True,0,0,1,train,0.5527581132072974,0.40134261738815835,-0.5928347814557879,1.88,0.9136842105263158,0.0727917778845963,-2.6201522713034833,0.15,0.6876438138801262,-0.3744842874916584,0.9442105263157895,0.95,1.0
26,26,26,18,432,5,5,5,0,True,0,0,1,train,0.8640417654738588,0.39547541829993854,-0.14613417167758752,1.88,0.9136842105263158,0.5543324089097951,-0.589990756089867,0.15,0.6876438138801262,-0.3744842874916584,0.9442105263157895,0.95,1.0
27,27,27,9,441,1,1,5,3,True,0,0,1,train,0.37281836559104314,0.4090153099042154,-0.9866639334596563,1.88,0.9136842105263158,0.023030801144181996,-3.7709227787731807,0.15,0.6876438138801263,-0.37448428749165824,0.9442105263157895,0.95,1.0
28,28,28,14,455,5,5,5,0,True,0,0,1,train,0.8684763286172237,0.40482755993009883,-0.14101494915056823,1.88,0.9136842105263158,0.5636268412658698,-0.5733628754183343,0.15,0.6876438138801262,-0.3744842874916584,0.9442105263157895,0.95,1.0
29,29,29,16,471,5,5,5,0,True,0,0,1,train,0.8742866058632154,0.4175069347258255,-0.13434703275341103,1.88,0.9136842105263158,0.5766659691781513,-0.5504920896768103,0.15,0.6876438138801262,-0.3744842874916584,0.9442105263157895,0.95,1.0
30,30,30,17,488,5,5,5,0,True,0,0,1,train,0.8796094224264769,0.4296724945462066,-0.12827730818692212,1.88,0.9136842105263158,0.5889137349680288,-0.5294755662130344,0.15,0.6876438138801262,-0.3744842874916584,0.9442105263157895,0.95,1.0
31,31,31,17,505,4,0,5,1,False,0,0,1,train,0.6252377807971897,0.44134947764536,-0.9814635362526568,1.88,0.9136842105263158,0.16303085914373922,-0.17796807792231797,0.15,0.6876438138801263,-1.1636111201486372,0.9442105263157895,0.95,1.0
32,32,32,17,522,4,5,5,1,False,0,0,1,train,0.6462576242185892,0.43601451231502625,-1.0391863828183325,1.88,0.9136842105263158,0.18122279751174358,-0.1999432681714563,0.15,0.6876438138801263,-1.1636111201486372,0.9442105263157895,0.95,1.0
33,33,33,16,538,1,7,5,3,False,0,0,1,train,0.37757589666277863,0.4306504929837339,-0.47413358042625353,1.88,0.9136842105263158,0.027943183173214356,-0.02834102270453905,0.15,0.6876438138801263,-1.1636111201486372,0.9442105263157895,0.95,1.0
